"","round","female","migrant","age","education","polint","prof_training","employment","east","party_pref","internal_effic_ind","external_effic_ind","risk_aversion_ind","csp","active_sport","active_music","active_union","active_environment","active_social","active_religion","active_political","active_other","treatment","wtr_cand","wtr_engage","information","perception_risk_1","perception_risk_2","perception_envir_ind","wtr_ind_full","wtr_ind_reduc","wtr_ind_friend","wtr_work_bt","traits_1","traits_2","traits_3","traits_4","traits_5","traits_6","traits_7","third_round"
"497",1,0,0,61,3,7,3,"Angestellt oder selbstständig",1,"FDP",4.5,3.25,3.25,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,2,2,1,1,1,3,2.5,2,3,2,3,2,6,4,5,7,1,0
"498",1,0,1,61,2,7,2,"Angestellt oder selbstständig",0,"Gruene",3,3.5,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,1,1,3,2.5,2,3,3,3,2,5,4,6,7,1,0
"500",1,0,0,48,1,7,2,"Arbeitssuchend",0,"CDU/CSU",4.25,4,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,1,1,3.5,2.75,2.5,3,2,4,3,2,5,6,7,1,0
"501",1,0,0,42,3,7,3,"Angestellt oder selbstständig",0,"Gruene",4.75,4,2.25,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,2,1,3,2,3,2.5,2,3,3,2,4,6,1,3,7,5,0
"503",1,0,0,34,3,6,3,"Angestellt oder selbstständig",1,"Linke",3.5,3.5,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,4,1,3,3,3.25,3.75,3.5,4,3,1,2,5,6,3,7,4,0
"505",1,0,0,40,2,6,2,"Angestellt oder selbstständig",0,"FDP",3.5,3.75,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,1,1,2.25,3.5,3,4,3,4,5,2,6,3,1,7,0
"506",1,1,1,24,2,6,2,"Schüler/in oder Student/in",0,"Gruene",2,3.25,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3,3,0,2,4,3.5,3.5,3,4,4,4,2,3,7,5,1,6,0
"507",1,0,0,47,1,5,2,"Angestellt oder selbstständig",0,"Other",4,1.5,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,1,1,3,2.75,2,3.5,2,3,4,1,5,6,7,2,0
"508",1,0,0,33,1,7,2,"Angestellt oder selbstständig",0,"CDU/CSU",4,4.5,2.25,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,1,4,4,3.75,4.5,5,4,4,1,5,3,4,2,6,7,0
"509",1,0,0,32,2,5,2,"Angestellt oder selbstständig",0,"CDU/CSU",3,3.25,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,1,1,1,3.25,2,2,2,1,1,3,5,4,6,7,2,0
"511",1,0,0,65,1,6,2,"im Ruhestand",0,"CDU/CSU",2,2.5,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,2,0,2,2,3.25,2.5,2,3,2,4,7,3,1,6,2,5,0
"513",1,0,1,NA,3,6,3,"Schüler/in oder Student/in",0,"Gruene",2.5,3,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,3,0,3,3,3.5,3.5,3.5,3.5,3,5,2,4,6,3,7,1,0
"515",1,0,0,56,1,6,2,"Angestellt oder selbstständig",1,"AfD",4.25,2,3.5,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,1,1,2.5,2.75,3,2.5,3,4,2,3,6,5,7,1,0
"516",1,0,0,58,2,6,2,"Angestellt oder selbstständig",0,"SPD",3.5,3.75,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,1,1,2,2.5,2,3,2,4,3,6,2,5,7,1,0
"517",1,0,0,33,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,1,1,2.75,2.25,1.5,3,1,4,2,1,5,6,7,3,0
"519",1,0,0,72,1,5,2,"im Ruhestand",1,"FDP",2.5,3.25,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,1,1,1,3.5,2,2,2,1,1,3,2,5,6,7,4,0
"520",1,0,0,59,2,7,2,"Angestellt oder selbstständig",0,"SPD",3.5,3,1.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,3,1,4,4,3,3.5,3.5,3.5,4,5,2,1,7,6,3,4,0
"521",1,0,0,43,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4.5,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,5,5,0,1,1,3.75,5,5,5,5,5,2,3,4,6,7,1,0
"522",1,0,0,61,1,7,2,"Angestellt oder selbstständig",0,"CDU/CSU",3.75,2.25,4.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,5,5,2.75,1,1,1,1,3,4,1,6,5,7,2,0
"523",1,0,1,35,3,6,3,"Angestellt oder selbstständig",0,"SPD",4.25,4.25,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,3,5,1,4,4,2.5,3.5,4,3,4,1,5,4,2,3,6,7,0
"525",1,0,1,49,3,7,3,"Angestellt oder selbstständig",0,"Gruene",5,3.25,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,3,1,1,1,3,3.5,3,4,1,4,2,3,5,6,7,1,0
"526",1,0,0,73,1,7,2,"im Ruhestand",1,"SPD",2,2.75,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,1,1,3.25,3,2.5,3.5,1,1,2,5,4,6,7,3,0
"527",1,1,NA,35,3,5,3,"Angestellt oder selbstständig",1,"Other",2,2.25,3.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,3,3,3,1.75,1.5,2,2,1,3,2,4,6,7,5,0
"528",1,1,0,20,2,5,1,"Schüler/in oder Student/in",0,"Gruene",2.75,3.75,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,3,0,4,4,3.75,2.75,2,3.5,2,3,4,2,5,7,6,1,0
"530",1,1,0,24,1,6,1,"Schüler/in oder Student/in",1,"SPD",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3,3,1,3,3,3,3,3,3,3,1,2,6,3,4,5,7,0
"531",1,0,0,39,3,5,3,"Angestellt oder selbstständig",1,"FDP",2.5,2.5,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,2,2,4.25,2.5,2,3,2,3,1,4,6,5,7,2,0
"532",1,1,1,71,2,6,2,"im Ruhestand",1,"CDU/CSU",3,2.5,2.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,3,0,2,2,3,3,2.5,3.5,4,1,2,3,4,5,6,7,0
"533",1,0,0,32,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",3,3.25,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,4,1,4,2,3,3.75,3.5,4,3,4,6,5,7,3,1,2,0
"534",1,0,0,36,3,7,3,"Angestellt oder selbstständig",1,"CDU/CSU",4,3.75,4.25,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2,4,1,4,2,2.25,3.5,3,4,5,4,2,5,6,3,7,1,0
"535",1,0,0,73,2,5,2,"im Ruhestand",0,"SPD",2,2,4.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3.25,1,1,1,1,3,2,6,7,4,5,1,0
"536",1,1,0,19,1,5,2,"Angestellt oder selbstständig",1,"Linke",3.5,2.75,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2,1,3,3,3.5,2.25,1.5,3,2,1,3,5,7,6,4,2,0
"537",1,1,1,19,1,5,1,"Schüler/in oder Student/in",0,"Gruene",3.25,3.25,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,3,3,3,2.75,2,3.5,3,1,4,5,2,3,6,7,0
"539",1,0,0,45,3,6,3,"Angestellt oder selbstständig",1,"Linke",3.5,3,2.75,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,3,1,3,3,3.5,3,3,3,3,5,1,4,7,2,6,3,0
"540",1,1,0,32,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",4,4.25,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,5,4,1,5,4,3.5,4.5,4.5,4.5,4,1,5,3,6,4,2,7,0
"541",1,1,0,22,2,6,1,"Schüler/in oder Student/in",0,"Gruene",3.5,4,2.25,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,3,0,3,2,3,2.75,2,3.5,3,2,1,5,4,6,7,3,0
"543",1,1,0,82,3,6,3,"im Ruhestand",1,"CDU/CSU",1.75,2.5,4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,0,1,1,3,1,1,1,1,3,4,5,6,7,1,2,0
"545",1,0,0,32,3,6,3,"Angestellt oder selbstständig",0,"Gruene",4,3.5,1.5,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,5,4,1,5,4,2.75,4.5,4.5,4.5,4,3,5,6,2,1,7,4,0
"547",1,0,0,37,3,6,3,"Angestellt oder selbstständig",0,"Gruene",4.25,3.5,2.5,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,2,1,4,3,3,3.25,3,3.5,4,1,2,4,3,6,5,7,0
"549",1,1,0,63,2,7,2,"Angestellt oder selbstständig",1,"CDU/CSU",3.25,2.5,3.75,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,4,0,1,1,3.5,4.5,4,5,1,1,3,4,5,6,7,2,0
"551",1,0,0,52,3,5,3,"Angestellt oder selbstständig",1,"CDU/CSU",2.75,3.5,2.75,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,1,1,3,2.25,1.5,3,2,3,2,5,4,6,7,1,0
"552",1,1,0,33,1,5,2,"Arbeitssuchend",0,"AfD",3.5,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,3,0,3,3,3.25,2.5,3,2,3,1,2,5,3,7,6,4,0
"554",1,0,0,66,3,6,3,"im Ruhestand",1,"Linke",2.5,1.5,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,4,1,1,1,1,1,4,2,3,6,7,5,0
"555",1,0,0,43,1,5,2,"Angestellt oder selbstständig",1,"AfD",3.75,1.75,2.25,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,4,1,1,1,1,2,4,5,3,6,7,1,0
"556",1,0,0,63,3,7,3,"Angestellt oder selbstständig",1,"AfD",4.75,1.75,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,1,3.5,1.5,1,2,1,3,1,5,6,7,4,2,0
"558",1,0,0,49,1,7,2,"Angestellt oder selbstständig",1,"CDU/CSU",4,3.5,3.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,0,3,3,2.5,3,3,3,3,3,1,5,4,7,6,2,0
"561",1,1,0,32,3,5,3,"Angestellt oder selbstständig",0,"Gruene",2.5,2.25,2.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,1,1,1,2.5,1.75,2,1.5,4,1,2,4,6,7,5,3,0
"562",1,1,0,65,1,5,2,"Angestellt oder selbstständig",0,"Gruene",2,3.75,3.25,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,1,1,3,2,2,2,2,4,2,3,5,6,7,1,0
"564",1,0,0,63,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",1.5,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,2.75,1,1,1,1,1,2,3,5,4,6,7,0
"565",1,0,0,44,2,5,2,"Arbeitssuchend",1,"SPD",4,3.75,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,4,1,3,4,3,4,4,4,4,1,2,3,4,5,6,7,0
"566",1,0,0,33,3,5,3,"Angestellt oder selbstständig",1,"Gruene",3.25,3.5,3.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,2,2,2.5,1.5,1.5,1.5,1,5,1,2,7,3,6,4,0
"567",1,0,0,31,3,5,3,"Angestellt oder selbstständig",0,"Gruene",4.25,2.25,3.25,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,2,2,3.75,2,2,2,2,1,4,6,2,7,5,3,0
"568",1,0,0,62,1,7,2,"Angestellt oder selbstständig",1,"Linke",3.5,1.5,3.25,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,1,1,3.25,2.75,2.5,3,2,2,3,4,6,7,5,1,0
"569",1,0,1,50,2,7,2,"Angestellt oder selbstständig",0,"SPD",3.5,3,3.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,1,1,2.5,1.75,1.5,2,2,3,2,4,5,6,7,1,0
"570",1,1,0,27,2,7,1,"Schüler/in oder Student/in",0,"Other",2.5,3.5,3.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,1,1,1,2.75,1.5,2,1,4,4,1,5,3,6,7,2,0
"572",1,1,0,19,2,7,1,"Schüler/in oder Student/in",0,"Gruene",3.5,3.75,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,0,1,1,2.75,3.25,2.5,4,3,4,1,3,6,5,7,2,0
"573",1,0,0,70,3,6,3,"im Ruhestand",0,"SPD",3.75,3.5,3.75,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,5,0,1,1,2,3.5,3,4,2,2,4,3,5,6,7,1,0
"575",1,0,1,37,2,7,1,"Arbeitssuchend",0,"AfD",5,1,3.75,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3.25,1,1,1,1,2,3,5,7,4,6,1,0
"577",1,0,0,25,2,7,1,"Schüler/in oder Student/in",0,"CDU/CSU",4,3,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,0,2,2,3.5,2.25,2.5,2,2,1,5,3,6,2,4,7,0
"578",1,0,0,46,1,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",2,3,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.5,1,1,1,1,2,3,1,4,6,7,5,0
"580",1,1,0,69,1,5,2,"im Ruhestand",0,"Linke",2,2.25,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,0,1,1,2.75,1,1,1,1,1,3,4,5,6,7,2,0
"581",1,0,0,30,2,6,2,"Angestellt oder selbstständig",1,"AfD",4,3.25,1.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,0,2,2,3,2.75,2.5,3,3,1,5,2,3,7,4,6,0
"582",1,0,1,41,3,6,3,"Angestellt oder selbstständig",0,"Gruene",3.25,2,2.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,5,3,3.25,1.5,2,1,1,7,4,6,5,1,3,2,0
"583",1,0,0,81,2,7,2,"im Ruhestand",0,"SPD",3.75,3,3.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,3,3,0,1,1,3,3,3,3,3,3,1,4,5,6,7,2,0
"584",1,0,1,77,1,5,2,"im Ruhestand",0,"AfD",2,2.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,3,3,4.75,2.25,1,3.5,1,1,3,6,2,5,4,7,0
"585",1,1,0,20,2,5,1,"Schüler/in oder Student/in",1,"Other",1.75,2.75,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,0,1,2,4,3.25,3,3.5,1,4,1,3,6,5,7,2,0
"586",1,0,0,66,1,6,2,"im Ruhestand",0,"Linke",4,3,2.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,5,4,1,3,3,3,4.25,4.5,4,5,4,1,2,7,6,3,5,0
"588",1,1,0,18,1,5,1,"Schüler/in oder Student/in",0,"SPD",2,1.75,1.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,1,1,4,2,2,2,2,1,5,2,6,7,4,3,0
"589",1,0,0,37,3,7,3,"Angestellt oder selbstständig",0,"AfD",4.25,3.5,4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,4,1,4,4,2.75,4.5,4,5,1,4,2,3,6,1,7,5,0
"590",1,1,0,62,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.25,2.5,3.25,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,4,0,1,1,3.25,4,4,4,4,3,1,4,5,6,7,2,0
"594",1,0,0,49,3,5,3,"Angestellt oder selbstständig",1,"AfD",4,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,5,5,3,1,1,1,1,3,2,4,6,5,7,1,0
"595",1,0,0,34,1,6,2,"Angestellt oder selbstständig",0,"SPD",4.25,2.75,1.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,4,1,2,2,3.5,3,3,3,2,2,5,7,3,6,4,1,0
"596",1,0,0,57,3,7,3,"Angestellt oder selbstständig",0,"SPD",4.25,2.5,4.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.75,1,1,1,1,2,1,4,5,6,7,3,0
"598",1,0,0,40,1,6,2,"Angestellt oder selbstständig",0,"AfD",2,3.5,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,4,1,3,3,3,3.25,3.5,3,3,1,4,5,2,3,6,7,0
"599",1,1,0,64,3,7,3,"Angestellt oder selbstständig",0,"Linke",4,1.5,2.75,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,3,3,1,1,1,3.5,3,3,3,3,1,2,4,3,6,5,7,0
"602",1,0,0,60,1,6,2,"im Ruhestand",0,"FDP",4.75,2.75,2.5,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3.75,2,1,3,1,2,5,4,6,3,1,7,0
"603",1,0,0,38,2,6,2,"Angestellt oder selbstständig",0,"CDU/CSU",2.25,3,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,1,1,2.75,2,1.5,2.5,2,1,2,5,4,6,7,3,0
"604",1,0,0,61,2,7,2,"Angestellt oder selbstständig",0,"FDP",4.5,1.5,1.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3,1,1,1,3.75,3.75,2.5,5,2,3,1,4,5,6,7,2,0
"605",1,1,0,63,3,7,3,"im Ruhestand",1,"Other",2.25,1.75,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,3,0,1,1,4.75,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,0
"606",1,1,0,65,1,6,2,"im Ruhestand",0,"SPD",2,1.75,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,0,1,1,2.75,1.5,1,2,2,1,2,4,3,5,6,7,0
"608",1,0,0,55,2,7,2,"Angestellt oder selbstständig",0,"Other",3,3.5,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,3,1,1,1,2.75,3.25,2.5,4,4,1,3,5,2,6,7,4,0
"610",1,0,1,33,3,7,3,"Angestellt oder selbstständig",0,"Other",4.25,2.75,1.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,5,5,3.75,1,1,1,1,2,6,4,1,5,3,7,0
"613",1,0,NA,40,2,5,2,"Angestellt oder selbstständig",1,"Other",2.75,2.75,3,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,3,4,1,1,1,3,3.5,3.5,3.5,3,3,2,4,7,5,6,1,0
"614",1,0,0,71,1,7,2,"im Ruhestand",0,"CDU/CSU",3.75,2,4.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,4.5,1,1,1,5,3,2,1,4,6,7,5,0
"615",1,0,1,47,1,6,2,"im Ruhestand",0,"Gruene",2.5,3.75,3.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,3,1,3,4,3.25,2.5,2,3,1,1,6,3,5,7,4,2,0
"617",1,0,0,42,3,7,3,"Angestellt oder selbstständig",1,"Gruene",4.5,1.75,4.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,1,1,1,4.25,3.5,3,4,2,6,1,5,4,3,7,2,0
"620",1,1,1,44,1,5,1,"Angestellt oder selbstständig",0,"CDU/CSU",1.5,2.75,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,2,0,1,1,1,2.25,1.5,3,1,3,2,1,7,6,5,4,0
"621",1,0,0,60,1,5,2,"Angestellt oder selbstständig",1,"Other",3,1,5,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,2,2,3,1,1,1,1,1,4,3,5,6,7,2,0
"622",1,0,0,34,2,6,2,"Angestellt oder selbstständig",1,"SPD",4.5,2.5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,2,1,2,2,3.5,3,2,4,2,2,6,4,7,5,3,1,0
"623",1,0,0,26,1,7,1,"Angestellt oder selbstständig",0,"SPD",2.25,2.75,2.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,2,3,1,3,2,3.5,2.5,2.5,2.5,2,1,3,4,2,5,6,7,0
"624",1,0,0,62,3,6,3,"im Ruhestand",1,"Gruene",3.25,3.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,0,1,1,2.75,1.5,2,1,3,2,1,4,5,6,7,3,0
"625",1,0,0,70,3,6,3,"im Ruhestand",1,"Linke",3,2,4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,3,3,3,1.75,1.5,2,2,3,2,4,6,5,7,1,0
"628",1,1,1,19,1,7,1,"Schüler/in oder Student/in",0,"Gruene",3.25,2.5,2.25,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,5,5,0,2,4,3.5,3.25,5,1.5,2,5,3,6,7,4,1,2,0
"629",1,1,0,24,2,5,1,"Schüler/in oder Student/in",0,"Gruene",3.25,3.5,3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,3,0,1,1,2.5,2.5,2,3,3,2,3,1,4,6,7,5,0
"630",1,0,0,34,1,5,2,"Angestellt oder selbstständig",0,"SPD",2.5,1.75,4.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,3.75,1,1,1,1,1,4,3,5,6,7,2,0
"632",1,0,0,34,3,7,3,"Angestellt oder selbstständig",1,"Linke",3,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,3,0,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,0
"633",1,0,0,75,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",3,4,2.75,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,2,0,3,2,1.75,3,2,4,1,3,1,4,6,5,7,2,0
"634",1,0,0,57,2,7,2,"Angestellt oder selbstständig",0,"SPD",3.5,3.75,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,1,1,3,1.75,1.5,2,1,3,1,5,4,6,7,2,0
"635",1,0,1,62,3,5,3,"Angestellt oder selbstständig",0,"Other",3,2,3.5,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,2,0,3,3,3,1.75,1.5,2,2,2,1,3,4,5,6,7,0
"636",1,1,0,44,1,5,2,"Angestellt oder selbstständig",0,"CDU/CSU",1.75,2.25,3,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,3,1,1,1,1,1,3,4,5,7,6,2,0
"638",1,1,1,65,2,5,2,"Angestellt oder selbstständig",0,"Gruene",2.25,3,3.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,0,2,2,3.25,1.5,1,2,2,3,1,5,6,2,7,4,0
"639",1,0,0,75,3,7,3,"im Ruhestand",0,"Other",3.75,2.5,3,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,0,4,2,3.5,3,2,4,2,5,4,2,1,7,6,3,0
"640",1,0,0,44,3,6,3,"Angestellt oder selbstständig",1,"CDU/CSU",3.25,3.5,2.5,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,3,3,4.5,2,1,3,4,3,5,2,4,7,1,6,0
"644",1,1,0,58,3,7,3,"Angestellt oder selbstständig",0,"AfD",4.25,1,4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,5,1,1,1,1,3,1,4,5,6,7,2,0
"646",1,0,1,64,3,7,3,"Angestellt oder selbstständig",0,"CDU/CSU",3.5,3.5,4.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,1,1,4,1.5,1,2,1,5,1,3,6,4,7,2,0
