,crime,city,law,date,background,suspects,party,state,plz,city_id,bl_kuerzel,year,month,day,cycle_1,cycle_2,cycle_3,crime_count,Anzahl Bewerber,darunter Frauen,Land,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff
6832,,Heitersheim,,,,,AfD,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,36.0,9.0,0.0,0.0,0.0,0.0,,,0.25,,,0.004901960784313708,,
6833,,Heitersheim,,,,,CDU,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,3.0,8.0,0.0,0.0,0.0,0.0,right,36.0,9.0,0.0,0.0,0.0,0.0,0.16666666666666666,,0.25,,0.009803921568627472,0.004901960784313708,,
6834,,Heitersheim,,,,,DIE LINKE,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,36.0,9.0,0.0,0.0,0.0,0.0,,,0.25,,,0.004901960784313708,,
6835,,Heitersheim,,,,,FDP,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,36.0,9.0,0.0,0.0,0.0,0.0,,,0.25,,,0.004901960784313708,,
6836,,Heitersheim,,,,,GRÜNE,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,36.0,9.0,0.0,0.0,0.0,0.0,,,0.25,,,0.004901960784313708,,
6837,,Heitersheim,,,,,SPD,BW,79423.0,8315050.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,left,36.0,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.25,,-0.055555555555555525,0.004901960784313708,,
6838,,Heuweiler,,,,,AfD,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6839,,Heuweiler,,,,,CDU,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6840,,Heuweiler,,,,,DIE LINKE,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6841,,Heuweiler,,,,,FDP,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6842,,Heuweiler,,,,,GRÜNE,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6843,,Heuweiler,,,,,SPD,BW,79194.0,8315051.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6844,,Heuweiler,,,,,AfD,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6845,,Heuweiler,,,,,CDU,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6846,,Heuweiler,,,,,DIE LINKE,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6847,,Heuweiler,,,,,FDP,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6848,,Heuweiler,,,,,GRÜNE,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6849,,Heuweiler,,,,,SPD,BW,79194.0,8315051.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6850,,Hinterzarten,,,,,AfD,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6851,,Hinterzarten,,,,,CDU,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6852,,Hinterzarten,,,,,DIE LINKE,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6853,,Hinterzarten,,,,,FDP,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6854,,Hinterzarten,,,,,GRÜNE,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6855,,Hinterzarten,,,,,SPD,BW,79856.0,8315052.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6856,,Hinterzarten,,,,,AfD,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6857,,Hinterzarten,,,,,CDU,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6858,,Hinterzarten,,,,,DIE LINKE,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6859,,Hinterzarten,,,,,FDP,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6860,,Hinterzarten,,,,,GRÜNE,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6861,,Hinterzarten,,,,,SPD,BW,79856.0,8315052.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6862,,Horben,,,,,AfD,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6863,,Horben,,,,,CDU,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6864,,Horben,,,,,DIE LINKE,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6865,,Horben,,,,,FDP,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6866,,Horben,,,,,GRÜNE,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6867,,Horben,,,,,SPD,BW,79289.0,8315056.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
6868,,Horben,,,,,AfD,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,6.0,2.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,,,
6869,,Horben,,,,,CDU,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,right,6.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.3333333333333333,,,,,
6870,,Horben,,,,,DIE LINKE,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,6.0,2.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,,,
6871,,Horben,,,,,FDP,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,6.0,2.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,,,
6872,,Horben,,,,,GRÜNE,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,6.0,2.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,,,
6873,,Horben,,,,,SPD,BW,79289.0,8315056.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,6.0,2.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,,,
6874,,Ihringen,,,,,AfD,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,52.0,21.0,0.0,0.0,0.0,0.0,,,0.40384615384615385,,,0.03428093645484953,,
6875,,Ihringen,,,,,CDU,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,16.0,5.0,8.0,0.0,0.0,0.0,0.0,right,52.0,21.0,0.0,0.0,0.0,0.0,0.3125,,0.40384615384615385,,0.0625,0.03428093645484953,,
6876,,Ihringen,,,,,DIE LINKE,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,52.0,21.0,0.0,0.0,0.0,0.0,,,0.40384615384615385,,,0.03428093645484953,,
6877,,Ihringen,,,,,FDP,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,52.0,21.0,0.0,0.0,0.0,0.0,,,0.40384615384615385,,,0.03428093645484953,,
6878,,Ihringen,,,,,GRÜNE,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,12.0,8.0,0.0,0.0,0.0,0.0,left,52.0,21.0,0.0,0.0,0.0,0.0,0.6666666666666666,,0.40384615384615385,,0.10416666666666663,0.03428093645484953,,
6879,,Ihringen,,,,,SPD,BW,79241.0,8315059.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,left,52.0,21.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.40384615384615385,,-0.06349206349206349,0.03428093645484953,,
6880,,Ihringen,,,,,AfD,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,46.0,17.0,0.0,0.0,0.0,0.0,,,0.3695652173913043,,,0.03428093645484953,,
6881,,Ihringen,,,,,CDU,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,16.0,4.0,8.0,0.0,0.0,0.0,0.0,right,46.0,17.0,0.0,0.0,0.0,0.0,0.25,,0.3695652173913043,,0.0625,0.03428093645484953,,
6882,,Ihringen,,,,,DIE LINKE,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,46.0,17.0,0.0,0.0,0.0,0.0,,,0.3695652173913043,,,0.03428093645484953,,
6883,,Ihringen,,,,,FDP,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,46.0,17.0,0.0,0.0,0.0,0.0,,,0.3695652173913043,,,0.03428093645484953,,
6884,,Ihringen,,,,,GRÜNE,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,16.0,9.0,8.0,0.0,0.0,0.0,0.0,left,46.0,17.0,0.0,0.0,0.0,0.0,0.5625,,0.3695652173913043,,0.10416666666666663,0.03428093645484953,,
6885,,Ihringen,,,,,SPD,BW,79241.0,8315059.0,BW,,,,2014.0,2014.0,2014.0,0.0,14.0,4.0,8.0,0.0,0.0,0.0,0.0,left,46.0,17.0,0.0,0.0,0.0,0.0,0.2857142857142857,,0.3695652173913043,,-0.06349206349206349,0.03428093645484953,,
6886,,Kirchzarten,,,,,AfD,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,54.0,22.0,0.0,0.0,0.0,0.0,,,0.4074074074074074,,,0.07407407407407407,,
6887,,Kirchzarten,,,,,CDU,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,7.0,8.0,0.0,0.0,0.0,0.0,right,54.0,22.0,0.0,0.0,0.0,0.0,0.3888888888888889,,0.4074074074074074,,0.1111111111111111,0.07407407407407407,,
6888,,Kirchzarten,,,,,DIE LINKE,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,,,0.4074074074074074,,,0.07407407407407407,,
6889,,Kirchzarten,,,,,FDP,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,54.0,22.0,0.0,0.0,0.0,0.0,,,0.4074074074074074,,,0.07407407407407407,,
6890,,Kirchzarten,,,,,GRÜNE,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,9.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,0.5,,0.4074074074074074,,0.0,0.07407407407407407,,
6891,,Kirchzarten,,,,,SPD,BW,79199.0,8315064.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,left,54.0,22.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.4074074074074074,,0.1111111111111111,0.07407407407407407,,
6892,,Kirchzarten,,,,,AfD,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,54.0,18.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,0.07407407407407407,,
6893,,Kirchzarten,,,,,CDU,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,5.0,8.0,0.0,0.0,0.0,0.0,right,54.0,18.0,0.0,0.0,0.0,0.0,0.2777777777777778,,0.3333333333333333,,0.1111111111111111,0.07407407407407407,,
6894,,Kirchzarten,,,,,DIE LINKE,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,54.0,18.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,0.07407407407407407,,
6895,,Kirchzarten,,,,,FDP,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,54.0,18.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,,,0.07407407407407407,,
6896,,Kirchzarten,,,,,GRÜNE,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,9.0,8.0,0.0,0.0,0.0,0.0,left,54.0,18.0,0.0,0.0,0.0,0.0,0.5,,0.3333333333333333,,0.0,0.07407407407407407,,
6897,,Kirchzarten,,,,,SPD,BW,79199.0,8315064.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,left,54.0,18.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.3333333333333333,,0.1111111111111111,0.07407407407407407,,
6898,,Lenzkirch,,,,,AfD,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,17.0,3.0,0.0,0.0,0.0,0.0,,,0.17647058823529413,,,-0.18352941176470586,,
6899,,Lenzkirch,,,,,CDU,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,13.0,2.0,8.0,0.0,0.0,0.0,0.0,right,17.0,3.0,0.0,0.0,0.0,0.0,0.15384615384615385,,0.17647058823529413,,-0.21457489878542507,-0.18352941176470586,,
6900,,Lenzkirch,,,,,DIE LINKE,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,17.0,3.0,0.0,0.0,0.0,0.0,,,0.17647058823529413,,,-0.18352941176470586,,
6901,,Lenzkirch,,,,,FDP,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,17.0,3.0,0.0,0.0,0.0,0.0,,,0.17647058823529413,,,-0.18352941176470586,,
6902,,Lenzkirch,,,,,GRÜNE,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,17.0,3.0,0.0,0.0,0.0,0.0,,,0.17647058823529413,,,-0.18352941176470586,,
6903,,Lenzkirch,,,,,SPD,BW,79853.0,8315068.0,BW,,,,2019.0,2019.0,2019.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,left,17.0,3.0,0.0,0.0,0.0,0.0,0.25,,0.17647058823529413,,-0.08333333333333331,-0.18352941176470586,,
6904,,Lenzkirch,,,,,AfD,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,-0.18352941176470586,,
6905,,Lenzkirch,,,,,CDU,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,19.0,7.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,0.3684210526315789,,0.36,,-0.21457489878542507,-0.18352941176470586,,
6906,,Lenzkirch,,,,,DIE LINKE,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,-0.18352941176470586,,
6907,,Lenzkirch,,,,,FDP,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,-0.18352941176470586,,
6908,,Lenzkirch,,,,,GRÜNE,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,,,0.36,,,-0.18352941176470586,,
6909,,Lenzkirch,,,,,SPD,BW,79853.0,8315068.0,BW,,,,2014.0,2014.0,2014.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,left,25.0,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.36,,-0.08333333333333331,-0.18352941176470586,,
6910,,Loffingen,,,,,AfD,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,34.0,16.0,0.0,0.0,0.0,0.0,,,0.47058823529411764,,,0.009049773755656076,,
6911,,Loffingen,,,,,CDU,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,20.0,9.0,8.0,0.0,0.0,0.0,0.0,right,34.0,16.0,0.0,0.0,0.0,0.0,0.45,,0.47058823529411764,,-0.0954545454545454,0.009049773755656076,,
6912,,Loffingen,,,,,DIE LINKE,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,34.0,16.0,0.0,0.0,0.0,0.0,,,0.47058823529411764,,,0.009049773755656076,,
6913,,Loffingen,,,,,FDP,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,34.0,16.0,0.0,0.0,0.0,0.0,,,0.47058823529411764,,,0.009049773755656076,,
6914,,Loffingen,,,,,GRÜNE,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,34.0,16.0,0.0,0.0,0.0,0.0,,,0.47058823529411764,,,0.009049773755656076,,
6915,,Loffingen,,,,,SPD,BW,79843.0,8315070.0,BW,,,,2019.0,2019.0,2019.0,0.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,left,34.0,16.0,0.0,0.0,0.0,0.0,0.5,,0.47058823529411764,,0.14705882352941174,0.009049773755656076,,
6916,,Loffingen,,,,,AfD,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,39.0,18.0,0.0,0.0,0.0,0.0,,,0.46153846153846156,,,0.009049773755656076,,
6917,,Loffingen,,,,,CDU,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,12.0,8.0,0.0,0.0,0.0,0.0,right,39.0,18.0,0.0,0.0,0.0,0.0,0.5454545454545454,,0.46153846153846156,,-0.0954545454545454,0.009049773755656076,,
6918,,Loffingen,,,,,DIE LINKE,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,39.0,18.0,0.0,0.0,0.0,0.0,,,0.46153846153846156,,,0.009049773755656076,,
6919,,Loffingen,,,,,FDP,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,39.0,18.0,0.0,0.0,0.0,0.0,,,0.46153846153846156,,,0.009049773755656076,,
6920,,Loffingen,,,,,GRÜNE,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,39.0,18.0,0.0,0.0,0.0,0.0,,,0.46153846153846156,,,0.009049773755656076,,
6921,,Loffingen,,,,,SPD,BW,79843.0,8315070.0,BW,,,,2014.0,2014.0,2014.0,0.0,17.0,6.0,8.0,0.0,0.0,0.0,0.0,left,39.0,18.0,0.0,0.0,0.0,0.0,0.35294117647058826,,0.46153846153846156,,0.14705882352941174,0.009049773755656076,,
6922,,Merdingen,,,,,AfD,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,17.0,2.0,0.0,0.0,0.0,0.0,,,0.11764705882352941,,,-0.17401960784313728,,
6923,,Merdingen,,,,,CDU,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,right,17.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.11764705882352941,,-0.25,-0.17401960784313728,,
6924,,Merdingen,,,,,DIE LINKE,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,17.0,2.0,0.0,0.0,0.0,0.0,,,0.11764705882352941,,,-0.17401960784313728,,
6925,,Merdingen,,,,,FDP,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,17.0,2.0,0.0,0.0,0.0,0.0,,,0.11764705882352941,,,-0.17401960784313728,,
6926,,Merdingen,,,,,GRÜNE,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,17.0,2.0,0.0,0.0,0.0,0.0,,,0.11764705882352941,,,-0.17401960784313728,,
6927,,Merdingen,,,,,SPD,BW,79291.0,8315072.0,BW,,,,2019.0,2019.0,2019.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,left,17.0,2.0,0.0,0.0,0.0,0.0,0.2,,0.11764705882352941,,-0.1333333333333333,-0.17401960784313728,,
6928,,Merdingen,,,,,AfD,BW,79291.0,8315072.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,24.0,7.0,0.0,0.0,0.0,0.0,,,0.2916666666666667,,,-0.17401960784313728,,
6929,,Merdingen,,,,,CDU,BW,79291.0,8315072.0,BW,,,,2014.0,2014.0,2014.0,0.0,12.0,3.0,8.0,0.0,0.0,0.0,0.0,right,24.0,7.0,0.0,0.0,0.0,0.0,0.25,,0.2916666666666667,,-0.25,-0.17401960784313728,,
6930,,Merdingen,,,,,DIE LINKE,BW,79291.0,8315072.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,24.0,7.0,0.0,0.0,0.0,0.0,,,0.2916666666666667,,,-0.17401960784313728,,
6931,,Merdingen,,,,,FDP,BW,79291.0,8315072.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,24.0,7.0,0.0,0.0,0.0,0.0,,,0.2916666666666667,,,-0.17401960784313728,,
6932,,Merdingen,,,,,GRÜNE,BW,79291.0,8315072.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,24.0,7.0,0.0,0.0,0.0,0.0,,,0.2916666666666667,,,-0.17401960784313728,,
