,crime,city,law,date,background,suspects,party,state,plz,city_id,bl_kuerzel,year,month,day,cycle_1,cycle_2,cycle_3,crime_count,Anzahl Bewerber,darunter Frauen,Land,crime_count_party_lr,crime_count_party,crime_count_lr,crime_count_city,party_lr,Bewerber_city,Frauen_city,bewerber_hit_by_lr,fem_hit_by_lr,bewerber_party_hit_by_lr,fem_party_hit_by_lr,p_female,p_female_lr,p_female_city,p_female_party_lr,p_female_diff,p_female_city_diff,p_female_lr_diff,p_female_party_lr_diff
3500,,Heidenheim an der Brenz,,,,,GRÜNE,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,32.0,14.0,8.0,0.0,0.0,0.0,0.0,left,124.0,43.0,0.0,0.0,0.0,0.0,0.4375,,0.3467741935483871,,0.0786290322580645,0.023596176821983228,,
3501,,Heidenheim an der Brenz,,,,,SPD,BW,89522.0,8135019.0,BW,,,,2014.0,2014.0,2014.0,0.0,31.0,9.0,8.0,0.0,0.0,0.0,0.0,left,124.0,43.0,0.0,0.0,0.0,0.0,0.2903225806451613,,0.3467741935483871,,0.032258064516129004,0.023596176821983228,,
3502,,Herbrechtingen,,,,,AfD,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,31.0,8.0,0.0,0.0,0.0,0.0,,,0.25806451612903225,,,0.0009216589861751334,,
3503,,Herbrechtingen,,,,,CDU,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,right,31.0,8.0,0.0,0.0,0.0,0.0,0.2222222222222222,,0.25806451612903225,,0.0222222222222222,0.0009216589861751334,,
3504,,Herbrechtingen,,,,,DIE LINKE,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,31.0,8.0,0.0,0.0,0.0,0.0,,,0.25806451612903225,,,0.0009216589861751334,,
3505,,Herbrechtingen,,,,,FDP,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,31.0,8.0,0.0,0.0,0.0,0.0,,,0.25806451612903225,,,0.0009216589861751334,,
3506,,Herbrechtingen,,,,,GRÜNE,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,31.0,8.0,0.0,0.0,0.0,0.0,,,0.25806451612903225,,,0.0009216589861751334,,
3507,,Herbrechtingen,,,,,SPD,BW,89542.0,8135020.0,BW,,,,2019.0,2019.0,2019.0,0.0,13.0,4.0,8.0,0.0,0.0,0.0,0.0,left,31.0,8.0,0.0,0.0,0.0,0.0,0.3076923076923077,,0.25806451612903225,,-0.025641025641025605,0.0009216589861751334,,
3508,,Herbrechtingen,,,,,AfD,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,35.0,9.0,0.0,0.0,0.0,0.0,,,0.2571428571428571,,,0.0009216589861751334,,
3509,,Herbrechtingen,,,,,CDU,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,20.0,4.0,8.0,0.0,0.0,0.0,0.0,right,35.0,9.0,0.0,0.0,0.0,0.0,0.2,,0.2571428571428571,,0.0222222222222222,0.0009216589861751334,,
3510,,Herbrechtingen,,,,,DIE LINKE,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,35.0,9.0,0.0,0.0,0.0,0.0,,,0.2571428571428571,,,0.0009216589861751334,,
3511,,Herbrechtingen,,,,,FDP,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,35.0,9.0,0.0,0.0,0.0,0.0,,,0.2571428571428571,,,0.0009216589861751334,,
3512,,Herbrechtingen,,,,,GRÜNE,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,35.0,9.0,0.0,0.0,0.0,0.0,,,0.2571428571428571,,,0.0009216589861751334,,
3513,,Herbrechtingen,,,,,SPD,BW,89542.0,8135020.0,BW,,,,2014.0,2014.0,2014.0,0.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,left,35.0,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.2571428571428571,,-0.025641025641025605,0.0009216589861751334,,
3514,,Hermaringen,,,,,AfD,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3515,,Hermaringen,,,,,CDU,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3516,,Hermaringen,,,,,DIE LINKE,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3517,,Hermaringen,,,,,FDP,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3518,,Hermaringen,,,,,GRÜNE,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3519,,Hermaringen,,,,,SPD,BW,89568.0,8135021.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3520,,Hermaringen,,,,,AfD,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3521,,Hermaringen,,,,,CDU,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3522,,Hermaringen,,,,,DIE LINKE,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3523,,Hermaringen,,,,,FDP,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3524,,Hermaringen,,,,,GRÜNE,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3525,,Hermaringen,,,,,SPD,BW,89568.0,8135021.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3526,,Konigsbronn,,,,,AfD,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,39.0,9.0,0.0,0.0,0.0,0.0,,,0.23076923076923078,,,-0.013133208255159456,,
3527,,Konigsbronn,,,,,CDU,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,17.0,2.0,8.0,0.0,0.0,0.0,0.0,right,39.0,9.0,0.0,0.0,0.0,0.0,0.11764705882352941,,0.23076923076923078,,-0.040247678018575844,-0.013133208255159456,,
3528,,Konigsbronn,,,,,DIE LINKE,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,39.0,9.0,0.0,0.0,0.0,0.0,,,0.23076923076923078,,,-0.013133208255159456,,
3529,,Konigsbronn,,,,,FDP,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,39.0,9.0,0.0,0.0,0.0,0.0,,,0.23076923076923078,,,-0.013133208255159456,,
3530,,Konigsbronn,,,,,GRÜNE,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,39.0,9.0,0.0,0.0,0.0,0.0,,,0.23076923076923078,,,-0.013133208255159456,,
3531,,Konigsbronn,,,,,SPD,BW,89551.0,8135025.0,BW,,,,2019.0,2019.0,2019.0,0.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,left,39.0,9.0,0.0,0.0,0.0,0.0,0.3181818181818182,,0.23076923076923078,,0.0,-0.013133208255159456,,
3532,,Konigsbronn,,,,,AfD,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,41.0,10.0,0.0,0.0,0.0,0.0,,,0.24390243902439024,,,-0.013133208255159456,,
3533,,Konigsbronn,,,,,CDU,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,19.0,3.0,8.0,0.0,0.0,0.0,0.0,right,41.0,10.0,0.0,0.0,0.0,0.0,0.15789473684210525,,0.24390243902439024,,-0.040247678018575844,-0.013133208255159456,,
3534,,Konigsbronn,,,,,DIE LINKE,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,41.0,10.0,0.0,0.0,0.0,0.0,,,0.24390243902439024,,,-0.013133208255159456,,
3535,,Konigsbronn,,,,,FDP,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,41.0,10.0,0.0,0.0,0.0,0.0,,,0.24390243902439024,,,-0.013133208255159456,,
3536,,Konigsbronn,,,,,GRÜNE,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,41.0,10.0,0.0,0.0,0.0,0.0,,,0.24390243902439024,,,-0.013133208255159456,,
3537,,Konigsbronn,,,,,SPD,BW,89551.0,8135025.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,left,41.0,10.0,0.0,0.0,0.0,0.0,0.3181818181818182,,0.24390243902439024,,0.0,-0.013133208255159456,,
3538,,Nattheim,,,,,AfD,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
3539,,Nattheim,,,,,CDU,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
3540,,Nattheim,,,,,DIE LINKE,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
3541,,Nattheim,,,,,FDP,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
3542,,Nattheim,,,,,GRÜNE,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
3543,,Nattheim,,,,,SPD,BW,89564.0,8135026.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
3544,,Nattheim,,,,,AfD,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3545,,Nattheim,,,,,CDU,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3546,,Nattheim,,,,,DIE LINKE,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3547,,Nattheim,,,,,FDP,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3548,,Nattheim,,,,,GRÜNE,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3549,,Nattheim,,,,,SPD,BW,89564.0,8135026.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
3550,,Niederstotzingen,,,,,AfD,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,5.0,0.0,0.0,0.0,0.0,,,0.1724137931034483,,,-0.1400862068965517,,
3551,,Niederstotzingen,,,,,CDU,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.1724137931034483,,,-0.1400862068965517,,
3552,,Niederstotzingen,,,,,DIE LINKE,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,29.0,5.0,0.0,0.0,0.0,0.0,,,0.1724137931034483,,,-0.1400862068965517,,
3553,,Niederstotzingen,,,,,FDP,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,5.0,0.0,0.0,0.0,0.0,,,0.1724137931034483,,,-0.1400862068965517,,
3554,,Niederstotzingen,,,,,GRÜNE,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,29.0,5.0,0.0,0.0,0.0,0.0,,,0.1724137931034483,,,-0.1400862068965517,,
3555,,Niederstotzingen,,,,,SPD,BW,89168.0,8135027.0,BW,,,,2019.0,2019.0,2019.0,0.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,left,29.0,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,,0.1724137931034483,,0.020833333333333315,-0.1400862068965517,,
3556,,Niederstotzingen,,,,,AfD,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,16.0,5.0,0.0,0.0,0.0,0.0,,,0.3125,,,-0.1400862068965517,,
3557,,Niederstotzingen,,,,,CDU,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,16.0,5.0,0.0,0.0,0.0,0.0,,,0.3125,,,-0.1400862068965517,,
3558,,Niederstotzingen,,,,,DIE LINKE,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,16.0,5.0,0.0,0.0,0.0,0.0,,,0.3125,,,-0.1400862068965517,,
3559,,Niederstotzingen,,,,,FDP,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,16.0,5.0,0.0,0.0,0.0,0.0,,,0.3125,,,-0.1400862068965517,,
3560,,Niederstotzingen,,,,,GRÜNE,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,16.0,5.0,0.0,0.0,0.0,0.0,,,0.3125,,,-0.1400862068965517,,
3561,,Niederstotzingen,,,,,SPD,BW,89168.0,8135027.0,BW,,,,2014.0,2014.0,2014.0,0.0,16.0,5.0,8.0,0.0,0.0,0.0,0.0,left,16.0,5.0,0.0,0.0,0.0,0.0,0.3125,,0.3125,,0.020833333333333315,-0.1400862068965517,,
3562,,Sontheim an der Brenz,,,,,AfD,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,26.0,8.0,0.0,0.0,0.0,0.0,,,0.3076923076923077,,,0.03183023872679047,,
3563,,Sontheim an der Brenz,,,,,CDU,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,right,26.0,8.0,0.0,0.0,0.0,0.0,0.14285714285714285,,0.3076923076923077,,0.14285714285714285,0.03183023872679047,,
3564,,Sontheim an der Brenz,,,,,DIE LINKE,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,26.0,8.0,0.0,0.0,0.0,0.0,,,0.3076923076923077,,,0.03183023872679047,,
3565,,Sontheim an der Brenz,,,,,FDP,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,26.0,8.0,0.0,0.0,0.0,0.0,,,0.3076923076923077,,,0.03183023872679047,,
3566,,Sontheim an der Brenz,,,,,GRÜNE,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,26.0,8.0,0.0,0.0,0.0,0.0,,,0.3076923076923077,,,0.03183023872679047,,
3567,,Sontheim an der Brenz,,,,,SPD,BW,89567.0,8135031.0,BW,,,,2019.0,2019.0,2019.0,0.0,19.0,7.0,8.0,0.0,0.0,0.0,0.0,left,26.0,8.0,0.0,0.0,0.0,0.0,0.3684210526315789,,0.3076923076923077,,-0.07602339181286549,0.03183023872679047,,
3568,,Sontheim an der Brenz,,,,,AfD,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,8.0,0.0,0.0,0.0,0.0,,,0.27586206896551724,,,0.03183023872679047,,
3569,,Sontheim an der Brenz,,,,,CDU,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.27586206896551724,,0.14285714285714285,0.03183023872679047,,
3570,,Sontheim an der Brenz,,,,,DIE LINKE,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,29.0,8.0,0.0,0.0,0.0,0.0,,,0.27586206896551724,,,0.03183023872679047,,
3571,,Sontheim an der Brenz,,,,,FDP,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,29.0,8.0,0.0,0.0,0.0,0.0,,,0.27586206896551724,,,0.03183023872679047,,
3572,,Sontheim an der Brenz,,,,,GRÜNE,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,29.0,8.0,0.0,0.0,0.0,0.0,,,0.27586206896551724,,,0.03183023872679047,,
3573,,Sontheim an der Brenz,,,,,SPD,BW,89567.0,8135031.0,BW,,,,2014.0,2014.0,2014.0,0.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,left,29.0,8.0,0.0,0.0,0.0,0.0,0.4444444444444444,,0.27586206896551724,,-0.07602339181286549,0.03183023872679047,,
3574,,Steinheim am Albuch,,,,,AfD,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,20.0,2.0,0.0,0.0,0.0,0.0,,,0.1,,,0.009090909090909094,,
3575,,Steinheim am Albuch,,,,,CDU,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,20.0,2.0,8.0,0.0,0.0,0.0,0.0,right,20.0,2.0,0.0,0.0,0.0,0.0,0.1,,0.1,,0.009090909090909094,0.009090909090909094,,
3576,,Steinheim am Albuch,,,,,DIE LINKE,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,20.0,2.0,0.0,0.0,0.0,0.0,,,0.1,,,0.009090909090909094,,
3577,,Steinheim am Albuch,,,,,FDP,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,20.0,2.0,0.0,0.0,0.0,0.0,,,0.1,,,0.009090909090909094,,
3578,,Steinheim am Albuch,,,,,GRÜNE,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,20.0,2.0,0.0,0.0,0.0,0.0,,,0.1,,,0.009090909090909094,,
3579,,Steinheim am Albuch,,,,,SPD,BW,89555.0,8135032.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,20.0,2.0,0.0,0.0,0.0,0.0,,,0.1,,,0.009090909090909094,,
3580,,Steinheim am Albuch,,,,,AfD,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,22.0,2.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,,,0.009090909090909094,,
3581,,Steinheim am Albuch,,,,,CDU,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,2.0,8.0,0.0,0.0,0.0,0.0,right,22.0,2.0,0.0,0.0,0.0,0.0,0.09090909090909091,,0.09090909090909091,,0.009090909090909094,0.009090909090909094,,
3582,,Steinheim am Albuch,,,,,DIE LINKE,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,22.0,2.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,,,0.009090909090909094,,
3583,,Steinheim am Albuch,,,,,FDP,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,22.0,2.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,,,0.009090909090909094,,
3584,,Steinheim am Albuch,,,,,GRÜNE,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,22.0,2.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,,,0.009090909090909094,,
3585,,Steinheim am Albuch,,,,,SPD,BW,89555.0,8135032.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,22.0,2.0,0.0,0.0,0.0,0.0,,,0.09090909090909091,,,0.009090909090909094,,
3586,,Abtsgmund,,,,,AfD,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,22.0,8.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,,,-0.09090909090909088,,
3587,,Abtsgmund,,,,,CDU,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,22.0,8.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,,,-0.09090909090909088,,
3588,,Abtsgmund,,,,,DIE LINKE,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,22.0,8.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,,,-0.09090909090909088,,
3589,,Abtsgmund,,,,,FDP,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,22.0,8.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,,,-0.09090909090909088,,
3590,,Abtsgmund,,,,,GRÜNE,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,left,22.0,8.0,0.0,0.0,0.0,0.0,,,0.36363636363636365,,,-0.09090909090909088,,
3591,,Abtsgmund,,,,,SPD,BW,73453.0,8136002.0,BW,,,,2019.0,2019.0,2019.0,0.0,22.0,8.0,8.0,0.0,0.0,0.0,0.0,left,22.0,8.0,0.0,0.0,0.0,0.0,0.36363636363636365,,0.36363636363636365,,-0.09090909090909088,-0.09090909090909088,,
3592,,Abtsgmund,,,,,AfD,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,right,22.0,10.0,0.0,0.0,0.0,0.0,,,0.45454545454545453,,,-0.09090909090909088,,
3593,,Abtsgmund,,,,,CDU,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,right,22.0,10.0,0.0,0.0,0.0,0.0,,,0.45454545454545453,,,-0.09090909090909088,,
3594,,Abtsgmund,,,,,DIE LINKE,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,left,22.0,10.0,0.0,0.0,0.0,0.0,,,0.45454545454545453,,,-0.09090909090909088,,
3595,,Abtsgmund,,,,,FDP,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,right,22.0,10.0,0.0,0.0,0.0,0.0,,,0.45454545454545453,,,-0.09090909090909088,,
3596,,Abtsgmund,,,,,GRÜNE,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,left,22.0,10.0,0.0,0.0,0.0,0.0,,,0.45454545454545453,,,-0.09090909090909088,,
3597,,Abtsgmund,,,,,SPD,BW,73453.0,8136002.0,BW,,,,2014.0,2014.0,2014.0,0.0,22.0,10.0,8.0,0.0,1.0,0.0,3.0,left,22.0,10.0,0.0,0.0,0.0,0.0,0.45454545454545453,,0.45454545454545453,,-0.09090909090909088,-0.09090909090909088,,
3598,,Adelmannsfelden,,,,,AfD,BW,73486.0,8136003.0,BW,,,,2019.0,2019.0,2019.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,right,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
