city,crime,law,date,background,suspects,party,Land,plz,city_id,bl_kuerzel
Ladbergen,0,0,0,0,0,0,1,1,1,0
Ladelund,0,0,0,0,0,0,1,1,1,0
Ladenburg,0,0,0,0,0,0,1,1,1,1
Laer,0,0,0,0,0,0,1,1,1,0
Lagerdorf,0,0,0,0,0,0,1,1,1,0
Lahden,0,0,0,0,0,0,1,1,1,0
Lahn,0,0,0,0,0,0,1,1,1,0
Lahnau,0,0,0,0,0,0,1,1,1,0
Lahnstein,0,0,0,0,0,0,1,1,1,1
Lahntal,0,0,0,0,0,0,1,1,1,0
Lahr/Schwarzwald,0,0,0,0,0,0,1,1,1,1
Laichingen,7,7,7,7,7,1,7,7,7,7
Lalendorf,7,7,7,7,7,2,7,7,7,7
Lalling,0,0,0,0,0,0,1,1,1,1
Lam,21,21,21,21,21,0,21,21,21,21
Lambertsberg,0,0,0,0,0,0,1,1,1,1
Lambrecht (Pfalz),0,0,0,0,0,0,1,1,1,1
Lambrechtshagen,0,0,0,0,0,0,1,1,1,1
Lambsborn,0,0,0,0,0,0,1,1,1,1
Lambsheim,7,7,7,7,7,1,7,7,7,7
Lamerdingen,0,0,0,0,0,0,1,1,1,1
Lammershagen,0,0,0,0,0,0,1,1,1,0
Lampaden,0,0,0,0,0,0,1,1,1,1
Lampertheim,0,0,0,0,0,0,1,1,1,0
Lampertswalde,0,0,0,0,0,0,1,1,1,1
Lamspringe,0,0,0,0,0,0,1,1,1,0
Lamstedt,0,0,0,0,0,0,1,1,1,0
Lancken-Granitz,0,0,0,0,0,0,1,1,1,1
Landau a.d.Isar,0,0,0,0,0,0,1,1,1,1
Landau in der Pfalz,0,0,0,0,0,0,1,1,1,1
Landensberg,0,0,0,0,0,0,1,1,1,1
Landesbergen,7,7,7,7,7,1,7,7,7,0
Landkern,0,0,0,0,0,0,1,1,1,1
Landolfshausen,0,0,0,0,0,0,1,1,1,0
Landrecht,0,0,0,0,0,0,1,1,1,0
Landsberg,42,42,42,42,42,5,42,42,42,42
Landsberg am Lech,0,0,0,0,0,0,1,1,1,1
Landsberied,0,0,0,0,0,0,1,1,1,1
Landscheid,0,0,0,0,0,0,1,1,1,1
Landscheide,0,0,0,0,0,0,1,1,1,0
Landshut,21,21,21,21,21,0,21,21,21,21
Landstuhl,0,0,0,0,0,0,1,1,1,1
Langballig,14,14,14,14,14,2,14,14,14,0
Langdorf,0,0,0,0,0,0,1,1,1,1
Langeln,0,0,0,0,0,0,1,1,1,0
Langelsheim,0,0,0,0,0,0,1,1,1,0
Langen,0,0,0,0,0,0,1,1,1,0
Langen (Hessen),0,0,0,0,0,0,1,1,1,0
Langen Brutz,0,0,0,0,0,0,1,1,1,1
Langenaltheim,0,0,0,0,0,0,1,1,1,1
Langenargen,0,0,0,0,0,0,1,1,1,1
Langenau,0,0,0,0,0,0,1,1,1,1
Langenbach bei Kirburg,0,0,0,0,0,0,1,1,1,1
Langenbacher Forst,0,0,0,0,0,0,1,0,1,1
Langenberg,0,0,0,0,0,0,1,1,1,0
Langenbernsdorf,0,0,0,0,0,0,1,1,1,1
Langenbrettach,0,0,0,0,0,0,1,1,1,1
Langenburg,0,0,0,0,0,0,1,1,1,1
Langendorf,0,0,0,0,0,0,1,1,1,0
Langenenslingen,0,0,0,0,0,0,1,1,1,1
Langeness,0,0,0,0,0,0,1,1,1,0
Langenfeld (Rheinland),0,0,0,0,0,0,1,1,1,0
Langenhagen,7,7,7,7,7,1,7,7,7,0
Langenhahn,0,0,0,0,0,0,1,1,1,1
Langenhorn,0,0,0,0,0,0,1,1,1,0
Langenlehsten,0,0,0,0,0,0,1,1,1,0
Langenleuba-Niederhain,0,0,0,0,0,0,1,1,1,1
Langenlonsheim,0,0,0,0,0,0,1,1,1,1
Langenmosen,0,0,0,0,0,0,1,1,1,1
Langenneufnach,0,0,0,0,0,0,1,1,1,1
Langenorla,0,0,0,0,0,0,1,1,1,1
Langenpreising,0,0,0,0,0,0,1,1,1,1
Langenprozeltener Forst,0,0,0,0,0,0,1,0,1,1
Langenscheid,0,0,0,0,0,0,1,1,1,1
Langenselbold,7,7,7,7,7,0,7,7,7,0
Langensendelbach,0,0,0,0,0,0,1,1,1,1
Langenthal,0,0,0,0,0,0,1,1,1,1
Langenweissbach,0,0,0,0,0,0,1,1,1,1
Langenwetzendorf,0,0,0,0,0,0,1,1,1,1
Langenwolschendorf,0,0,0,0,0,0,1,1,1,1
Langenzenn,21,21,21,21,21,3,21,21,21,21
Langeoog,0,0,0,0,0,0,1,1,1,0
Langerringen,0,0,0,0,0,0,1,1,1,1
Langerwehe,0,0,0,0,0,0,1,1,1,0
Langewahl,0,0,0,0,0,0,1,1,1,1
Langfurth,0,0,0,0,0,0,1,1,1,1
Langgons,0,0,0,0,0,0,1,1,1,0
Langlingen,0,0,0,0,0,0,1,1,1,0
Langquaid,0,0,0,0,0,0,1,1,1,1
Langscheid,0,0,0,0,0,0,1,1,1,1
Langstedt,0,0,0,0,0,0,1,1,1,0
Langsur,0,0,0,0,0,0,1,1,1,1
Langweid a.Lech,0,0,0,0,0,0,1,1,1,1
Langwieden,0,0,0,0,0,0,1,1,1,1
Lanitz-Hassel-Tal,0,0,0,0,0,0,1,1,1,1
Lankau,0,0,0,0,0,0,1,1,1,0
Lanz,0,0,0,0,0,0,1,1,1,1
Lanze,0,0,0,0,0,0,1,1,1,0
Lappersdorf,0,0,0,0,0,0,1,1,1,1
Larz,0,0,0,0,0,0,1,1,1,1
Lasbek,0,0,0,0,0,0,1,1,1,0
Lascheid,0,0,0,0,0,0,1,1,1,1
Lasel,0,0,0,0,0,0,1,1,1,1
Lassan,7,7,7,7,7,1,7,7,7,7
Lastrup,0,0,0,0,0,0,1,1,1,0
Latendorf,0,0,0,0,0,0,1,1,1,0
Lathen,0,0,0,0,0,0,1,1,1,0
Laubenheim,0,0,0,0,0,0,1,1,1,1
Laucha an der Unstrut,0,0,0,0,0,0,1,1,1,1
Lauchhammer,42,42,42,42,42,11,42,42,42,42
Lauchheim,0,0,0,0,0,0,1,1,1,1
Lauchringen,0,0,0,0,0,0,1,1,1,1
Lauda-Konigshofen,0,0,0,0,0,0,1,1,1,1
Laudert,0,0,0,0,0,0,1,1,1,1
Lauenau,0,0,0,0,0,0,1,1,1,0
Lauenbruck,0,0,0,0,0,0,1,1,1,0
Lauenburg/ Elbe,0,0,0,0,0,0,1,1,1,0
Lauenforde,0,0,0,0,0,0,1,1,1,0
Lauenhagen,0,0,0,0,0,0,1,1,1,0
Lauf,28,28,28,28,28,0,28,28,28,28
Lauf a.d.Pegnitz,0,0,0,0,0,0,1,1,1,1
Laufach,0,0,0,0,0,0,1,1,1,1
Laufamholzer Forst,0,0,0,0,0,0,1,0,1,1
Laufeld,0,0,0,0,0,0,1,1,1,1
Laufen,7,7,7,7,7,0,7,7,7,7
Laufenburg (Baden),0,0,0,0,0,0,1,1,1,1
Laufersweiler,0,0,0,0,0,0,1,1,1,1
Lauffen am Neckar,0,0,0,0,0,0,1,1,1,1
Laugna,0,0,0,0,0,0,1,1,1,1
Lauingen (Donau),0,0,0,0,0,0,1,1,1,1
Laumersheim,0,0,0,0,0,0,1,1,1,1
Lauperath,0,0,0,0,0,0,1,1,1,1
Laupheim,0,0,0,0,0,0,1,1,1,1
Laurenburg,0,0,0,0,0,0,1,1,1,1
Lauscha,0,0,0,0,0,0,1,1,1,1
Lauschied,0,0,0,0,0,0,1,1,1,1
Lausnitz b. Neustadt an der Orla,0,0,0,0,0,0,1,1,1,1
Laussig,14,14,14,14,14,2,14,14,14,14
Laussnitz,0,0,0,0,0,0,1,1,1,1
Lauta,0,0,0,0,0,0,1,1,1,1
Lautenbach,0,0,0,0,0,0,1,1,1,1
Lauter,0,0,0,0,0,0,1,1,1,1
Lauter-Bernsbach,0,0,0,0,0,0,1,1,1,1
Lauterach,0,0,0,0,0,0,1,1,1,1
Lauterbach (Hessen),0,0,0,0,0,0,1,1,1,0
Lauterecken,0,0,0,0,0,0,1,1,1,1
Lauterhofen,0,0,0,0,0,0,1,1,1,1
Lautersheim,0,0,0,0,0,0,1,1,1,1
Lauterstein,0,0,0,0,0,0,1,1,1,1
Lautert,0,0,0,0,0,0,1,1,1,1
Lautertal,0,0,0,0,0,0,1,1,1,1
Lautertal (Odenwald),0,0,0,0,0,0,1,1,1,0
Lautertal (Vogelsberg),0,0,0,0,0,0,1,1,1,0
Lautrach,0,0,0,0,0,0,1,1,1,1
Lautzenbrucken,0,0,0,0,0,0,1,1,1,1
Lautzenhausen,0,0,0,0,0,0,1,1,1,1
Lawalde,0,0,0,0,0,0,1,1,1,1
Lawitz,0,0,0,0,0,0,1,1,1,1
Lebach,0,0,0,0,0,0,1,1,1,1
Lebrade,0,0,0,0,0,0,1,1,1,0
Lebus,0,0,0,0,0,0,1,1,1,1
Lebusa,0,0,0,0,0,0,1,1,1,1
Lechbruck am See,0,0,0,0,0,0,1,1,1,1
Leck,14,14,14,14,14,0,14,14,14,0
Lederhose,0,0,0,0,0,0,1,1,1,1
Leegebruch,21,21,21,21,21,3,21,21,21,21
Leer (Ostfriesland),0,0,0,0,0,0,1,1,1,0
Leese,7,7,7,7,7,1,7,7,7,0
Leezdorf,0,0,0,0,0,0,1,1,1,0
Legau,0,0,0,0,0,0,1,1,1,1
Legde/Quitzobel,0,0,0,0,0,0,1,1,1,1
Legden,0,0,0,0,0,0,1,1,1,0
Lehmen,0,0,0,0,0,0,1,1,1,1
Lehmkuhlen,0,0,0,0,0,0,1,1,1,0
Lehmrade,0,0,0,0,0,0,1,1,1,0
Lehnstedt,0,0,0,0,0,0,1,1,1,1
Lehrberg,0,0,0,0,0,0,1,1,1,1
Lehre,0,0,0,0,0,0,1,1,1,0
Lehrensteinsfeld,0,0,0,0,0,0,1,1,1,1
Lehrte,7,7,7,7,7,0,7,7,7,0
Leibertingen,0,0,0,0,0,0,1,1,1,1
Leiblfing,0,0,0,0,0,0,1,1,1,1
Leichlingen (Rheinland),0,0,0,0,0,0,1,1,1,0
Leidenborn,0,0,0,0,0,0,1,1,1,1
Leidersbach,0,0,0,0,0,0,1,1,1,1
Leienkaul,0,0,0,0,0,0,1,1,1,1
Leiferde,0,0,0,0,0,0,1,1,1,0
Leimersheim,0,0,0,0,0,0,1,1,1,1
Leinach,0,0,0,0,0,0,1,1,1,1
Leinefelde-Worbis,42,42,42,42,42,6,42,42,42,42
Leinfelden-Echterdingen,0,0,0,0,0,0,1,1,1,1
Leingarten,7,7,7,7,7,1,7,7,7,7
Leiningen,7,7,7,7,7,0,7,7,7,7
Leinsweiler,0,0,0,0,0,0,1,1,1,1
Leinzell,0,0,0,0,0,0,1,1,1,1
Leipheim,0,0,0,0,0,0,1,1,1,1
Leipzig,3220,3220,3220,3220,3220,471,3220,3220,3220,3220
Leisel,0,0,0,0,0,0,1,1,1,1
Leisnig,56,56,56,56,56,8,56,56,56,56
Leitzweiler,0,0,0,0,0,0,1,1,1,1
Leiwen,0,0,0,0,0,0,1,1,1,1
Leizen,0,0,0,0,0,0,1,1,1,1
Lelkendorf,0,0,0,0,0,0,1,1,1,1
Lemberg,0,0,0,0,0,0,1,1,1,1
Lembruch,0,0,0,0,0,0,1,1,1,0
Lemforde,0,0,0,0,0,0,1,1,1,0
Lemgo,7,7,7,7,7,1,7,7,7,0
Lemgow,0,0,0,0,0,0,1,1,1,0
Lemnitz,0,0,0,0,0,0,1,1,1,1
Lemwerder,0,0,0,0,0,0,1,1,1,0
Lengdorf,0,0,0,0,0,0,1,1,1,1
Lengede,0,0,0,0,0,0,1,1,1,0
Lengenbostel,0,0,0,0,0,0,1,1,1,0
Lengenfeld,0,0,0,0,0,0,1,1,1,1
Lengenwang,0,0,0,0,0,0,1,1,1,1
Lengfeld,0,0,0,0,0,0,1,1,1,1
Lenggries,0,0,0,0,0,0,1,1,1,1
Lenne,0,0,0,0,0,0,1,1,1,0
Lennestadt,0,0,0,0,0,0,1,1,1,0
Lenningen,0,0,0,0,0,0,1,1,1,1
Lensahn,0,0,0,0,0,0,1,1,1,0
Lenterode,0,0,0,0,0,0,1,1,1,1
Lentfohrden,7,7,7,7,7,0,7,7,7,0
Lenting,0,0,0,0,0,0,1,1,1,1
Lenzen (Elbe),0,0,0,0,0,0,1,1,1,1
Lenzerwische,0,0,0,0,0,0,1,1,1,1
Lenzkirch,0,0,0,0,0,0,1,1,1,1
Leopoldshagen,0,0,0,0,0,0,1,1,1,1
Leopoldshohe,0,0,0,0,0,0,1,1,1,0
Leopoldsreuter Wald,0,0,0,0,0,0,1,0,1,1
Letschin,0,0,0,0,0,0,1,1,1,1
Lettweiler,0,0,0,0,0,0,1,1,1,1
Leuchtenberg,0,0,0,0,0,0,1,1,1,1
Leun,0,0,0,0,0,0,1,1,1,0
Leuna,7,7,7,7,7,1,7,7,7,7
Leupoldsgrun,0,0,0,0,0,0,1,1,1,1
Leutenberg,14,14,14,14,14,2,14,14,14,14
Leuterod,0,0,0,0,0,0,1,1,1,1
Leutershausen,0,0,0,0,0,0,1,1,1,1
Leutesdorf,0,0,0,0,0,0,1,1,1,1
Leutkirch im Allgau,0,0,0,0,0,0,1,1,1,1
Levenhagen,0,0,0,0,0,0,1,1,1,1
Leverkusen,35,35,35,35,35,5,35,35,35,0
Lewitzrand,0,0,0,0,0,0,1,1,1,1
Lexgaard,0,0,0,0,0,0,1,1,1,0
Lich,0,0,0,0,0,0,1,1,1,0
Lichtenberg/Erzgeb.,0,0,0,0,0,0,1,1,1,1
Lichtenborn,0,0,0,0,0,0,1,1,1,1
Lichtenstein,28,28,28,28,28,4,28,28,28,28
Lichtenstein/Sa.,0,0,0,0,0,0,1,1,1,1
Lichtentanne,0,0,0,0,0,0,1,1,1,1
Lichtenwald,0,0,0,0,0,0,1,1,1,1
Lichterfeld-Schacksdorf,0,0,0,0,0,0,1,1,1,1
Liebenburg,7,7,7,7,7,0,7,7,7,0
Liebenscheid,0,0,0,0,0,0,1,1,1,1
Liebenwalde,7,7,7,7,7,1,7,7,7,7
Lieberose,7,7,7,7,7,1,7,7,7,7
Liebschutzberg,0,0,0,0,0,0,1,1,1,1
Liebshausen,0,0,0,0,0,0,1,1,1,1
Liebstadt,0,0,0,0,0,0,1,1,1,1
Liederbach am Taunus,0,0,0,0,0,0,1,1,1,0
Lieg,0,0,0,0,0,0,1,1,1,1
Lienen,0,0,0,0,0,0,1,1,1,0
Liepe,0,0,0,0,0,0,1,1,1,1
Liepgarten,0,0,0,0,0,0,1,1,1,1
Lierfeld,0,0,0,0,0,0,1,1,1,1
Lierschied,0,0,0,0,0,0,1,1,1,1
Liesenich,0,0,0,0,0,0,1,1,1,1
Lieser,0,0,0,0,0,0,1,1,1,1
Liessem,0,0,0,0,0,0,1,1,1,1
Lieth,0,0,0,0,0,0,1,1,1,0
Lietzen,0,0,0,0,0,0,1,1,1,1
Lietzow,0,0,0,0,0,0,1,1,1,1
Lilienthal,7,7,7,7,7,2,7,7,7,0
Limbach-Oberfrohna,28,28,28,28,28,3,28,28,28,28
Limburg a.d. Lahn,0,0,0,0,0,0,1,1,1,0
Limburgerhof,0,0,0,0,0,0,1,1,1,1
Limeshain,0,0,0,0,0,0,1,1,1,0
Linau,0,0,0,0,0,0,1,1,1,0
Linda b. Weida,0,0,0,0,0,0,1,1,1,1
Lindach,0,0,0,0,0,0,1,0,1,1
Lindau,14,14,14,14,14,1,14,14,14,0
Lindau (Bodensee),0,0,0,0,0,0,1,1,1,1
Lindberg,0,0,0,0,0,0,1,1,1,1
Lindenau,0,0,0,0,0,0,1,1,1,1
Lindenberg i.Allgau,0,0,0,0,0,0,1,1,1,1
Lindendorf,0,0,0,0,0,0,1,1,1,1
Lindenfels,0,0,0,0,0,0,1,1,1,0
Lindenkreuz,0,0,0,0,0,0,1,1,1,1
Lindenschied,0,0,0,0,0,0,1,1,1,1
Lindern (Oldenburg),0,0,0,0,0,0,1,1,1,0
Lindetal,0,0,0,0,0,0,1,1,1,1
Lindewerra,0,0,0,0,0,0,1,1,1,1
Lindewitt,0,0,0,0,0,0,1,1,1,0
Lindholz,0,0,0,0,0,0,1,1,1,1
Lindhorst,0,0,0,0,0,0,1,1,1,0
Lindig,0,0,0,0,0,0,1,1,1,1
Lindlar,0,0,0,0,0,0,1,1,1,0
Lindow (Mark),0,0,0,0,0,0,1,1,1,1
Lindwedel,0,0,0,0,0,0,1,1,1,0
Lingen (Ems),0,0,0,0,0,0,1,1,1,0
Lingenfeld,7,7,7,7,7,1,7,7,7,7
Lingerhahn,0,0,0,0,0,0,1,1,1,1
Linkenbach,0,0,0,0,0,0,1,1,1,1
Linkenheim-Hochstetten,7,7,7,7,7,1,7,7,7,7
Linnich,0,0,0,0,0,0,1,1,1,0
Linsburg,0,0,0,0,0,0,1,1,1,0
Linsengericht,7,7,7,7,7,1,7,7,7,0
Linthe,0,0,0,0,0,0,1,1,1,1
Linz am Rhein,0,0,0,0,0,0,1,1,1,1
Lippersdorf-Erdmannsdorf,0,0,0,0,0,0,1,1,1,1
Lippetal,0,0,0,0,0,0,1,1,1,0
Lipporn,0,0,0,0,0,0,1,1,1,1
Lipprechterode,0,0,0,0,0,0,1,1,1,1
Lippstadt,0,0,0,0,0,0,1,1,1,0
Lirstal,0,0,0,0,0,0,1,1,1,1
Lisberg,0,0,0,0,0,0,1,1,1,1
Lissendorf,0,0,0,0,0,0,1,1,1,1
List auf Sylt,0,0,0,0,0,0,1,1,1,0
Litzendorf,7,7,7,7,7,0,7,7,7,7
Lobau,21,21,21,21,21,3,21,21,21,21
Lobbach,0,0,0,0,0,0,1,1,1,1
Loberschutz,0,0,0,0,0,0,1,1,1,1
Lobichau,0,0,0,0,0,0,1,1,1,1
Lochgau,0,0,0,0,0,0,1,1,1,1
Lochum,0,0,0,0,0,0,1,1,1,1
Locknitz,7,7,7,7,7,1,7,7,7,7
Lockstedt,0,0,0,0,0,0,1,1,1,0
Loddin,0,0,0,0,0,0,1,1,1,1
Lodla,0,0,0,0,0,0,1,1,1,1
Lof,0,0,0,0,0,0,1,1,1,1
Loffenau,0,0,0,0,0,0,1,1,1,1
Loffingen,0,0,0,0,0,0,1,1,1,1
Lohbarbek,0,0,0,0,0,0,1,1,1,0
Lohberg,14,14,14,14,14,0,14,14,14,14
Lohe-Fohrden,0,0,0,0,0,0,1,1,1,0
Lohe-Rickelshof,0,0,0,0,0,0,1,1,1,0
Lohfelden,7,7,7,7,7,0,7,7,7,0
Lohheide,0,0,0,0,0,0,1,1,1,0
Lohkirchen,0,0,0,0,0,0,1,1,1,1
Lohma,0,0,0,0,0,0,1,1,1,1
Lohmar,0,0,0,0,0,0,1,1,1,0
Lohme,0,0,0,0,0,0,1,1,1,1
Lohnberg,0,0,0,0,0,0,1,1,1,0
Lohne,7,7,7,7,7,1,7,7,7,0
Lohne (Oldenburg),0,0,0,0,0,0,1,1,1,0
Lohnsfeld,0,0,0,0,0,0,1,1,1,1
Lohnweiler,0,0,0,0,0,0,1,1,1,1
Lohr a.Main,0,0,0,0,0,0,1,1,1,1
Lohra,0,0,0,0,0,0,1,1,1,0
Lohrheim,0,0,0,0,0,0,1,1,1,1
Lohsa / Łaz,0,0,0,0,0,0,1,1,1,1
Loiching,0,0,0,0,0,0,1,1,1,1
Loissin,0,0,0,0,0,0,1,1,1,1
Loit,0,0,0,0,0,0,1,1,1,0
Loitsche-Heinrichsberg,0,0,0,0,0,0,1,1,1,1
Loitz,0,0,0,0,0,0,1,1,1,1
Loitzendorf,0,0,0,0,0,0,1,1,1,1
Lollar,0,0,0,0,0,0,1,1,1,0
Lollbach,0,0,0,0,0,0,1,1,1,1
Lollschied,0,0,0,0,0,0,1,1,1,1
Lommatzsch,56,56,56,56,56,8,56,56,56,56
Longen,0,0,0,0,0,0,1,1,1,1
Longkamp,0,0,0,0,0,0,1,1,1,1
Longuich,0,0,0,0,0,0,1,1,1,1
Loningen,14,14,14,14,14,2,14,14,14,0
Lonnerstadt,0,0,0,0,0,0,1,1,1,1
Lonnig,0,0,0,0,0,0,1,1,1,1
Lonsee,0,0,0,0,0,0,1,1,1,1
Lonsheim,0,0,0,0,0,0,1,1,1,1
Looft,0,0,0,0,0,0,1,1,1,0
Loop,0,0,0,0,0,0,1,1,1,0
Loose,0,0,0,0,0,0,1,1,1,0
Loptin,0,0,0,0,0,0,1,1,1,0
Lorrach,21,21,21,21,21,3,21,21,21,21
Lorsch,7,7,7,7,7,0,7,7,7,0
Lorscheid,0,0,0,0,0,0,1,1,1,1
Lorup,0,0,0,0,0,0,1,1,1,0
Lorzweiler,0,0,0,0,0,0,1,1,1,1
Losheim am See,0,0,0,0,0,0,1,1,1,1
Losnich,0,0,0,0,0,0,1,1,1,1
Lossatal,0,0,0,0,0,0,1,1,1,1
Lossburg,0,0,0,0,0,0,1,1,1,1
Lossnitz,0,0,0,0,0,0,1,1,1,1
Lotte,0,0,0,0,0,0,1,1,1,0
Lottorf,0,0,0,0,0,0,1,1,1,0
Lottstetten,0,0,0,0,0,0,1,1,1,1
Lotzbeuren,0,0,0,0,0,0,1,1,1,1
Lowenberger Land,56,56,56,56,56,8,56,56,56,56
Lowenstedt,0,0,0,0,0,0,1,1,1,0
Lowenstein,0,0,0,0,0,0,1,1,1,1
Loxstedt,0,0,0,0,0,0,1,1,1,0
Lubbecke,0,0,0,0,0,0,1,1,1,0
Lubben (Spreewald) / Lubin (Błota),0,0,0,0,0,0,1,1,1,1
Lubbenau/Spreewald / Lubnjow/Błota,0,0,0,0,0,0,1,1,1,1
Lubberstedt,0,0,0,0,0,0,1,1,1,0
Lubberstorf,0,0,0,0,0,0,1,1,1,1
Lubbow,0,0,0,0,0,0,1,1,1,0
Lubeck,182,182,182,182,182,20,182,182,182,0
Lubesse,0,0,0,0,0,0,1,1,1,1
Lublow,0,0,0,0,0,0,1,1,1,1
Lubmin,0,0,0,0,0,0,1,1,1,1
Lubow,0,0,0,0,0,0,1,1,1,1
Lubs,0,0,0,0,0,0,1,1,1,1
Lubstorf,7,7,7,7,7,1,7,7,7,7
Lubtheen,7,7,7,7,7,1,7,7,7,7
Lubz,7,7,7,7,7,1,7,7,7,7
Luchow,0,0,0,0,0,0,1,1,1,0
Luchow (Wendland),0,0,0,0,0,0,1,1,1,0
Lucka,7,7,7,7,7,1,7,7,7,7
Luckaitztal,0,0,0,0,0,0,1,1,1,1
Luckau,7,7,7,7,7,1,7,7,7,7
Luckau (Wendland),0,0,0,0,0,0,1,1,1,0
Luckenbach,0,0,0,0,0,0,1,1,1,1
Luckenburg,0,0,0,0,0,0,1,1,1,1
Luckenwalde,308,308,308,308,308,54,308,308,308,308
Luckow,0,0,0,0,0,0,1,1,1,1
Ludenscheid,0,0,0,0,0,0,1,1,1,0
Luder,0,0,0,0,0,0,1,1,1,0
Ludersburg,0,0,0,0,0,0,1,1,1,0
Ludersdorf,0,0,0,0,0,0,1,1,1,1
Ludersfeld,0,0,0,0,0,0,1,1,1,0
Ludershagen,0,0,0,0,0,0,1,1,1,1
Ludinghausen,0,0,0,0,0,0,1,1,1,0
Ludwigsau,7,7,7,7,7,0,7,7,7,0
Ludwigsburg,49,49,49,49,49,8,49,49,49,49
Ludwigschorgast,0,0,0,0,0,0,1,1,1,1
Ludwigsfelde,91,91,91,91,91,20,91,91,91,91
Ludwigshafen am Rhein,0,0,0,0,0,0,1,1,1,1
Ludwigshohe,0,0,0,0,0,0,1,1,1,1
Ludwigslust,14,14,14,14,14,4,14,14,14,14
Ludwigsstadt,0,0,0,0,0,0,1,1,1,1
Ludwigswinkel,0,0,0,0,0,0,1,1,1,1
Luerdissen,0,0,0,0,0,0,1,1,1,0
Lug,0,0,0,0,0,0,1,1,1,1
Lugau/Erzgeb.,0,0,0,0,0,0,1,1,1,1
Lugde,0,0,0,0,0,0,1,1,1,0
Luhden,0,0,0,0,0,0,1,1,1,0
Luhe-Wildenau,0,0,0,0,0,0,1,1,1,1
Luhnstedt,0,0,0,0,0,0,1,1,1,0
Luisenthal,0,0,0,0,0,0,1,1,1,1
Lulsfeld,0,0,0,0,0,0,1,1,1,1
Lunden,0,0,0,0,0,0,1,1,1,0
Lunebach,0,0,0,0,0,0,1,1,1,1
Luneburg,49,49,49,49,49,4,49,49,49,0
Lunen,14,14,14,14,14,1,14,14,14,0
Lunne,0,0,0,0,0,0,1,1,1,0
Lunow-Stolzenhagen,14,14,14,14,14,2,14,14,14,14
Lunzenau,28,28,28,28,28,4,28,28,28,28
Lupburg,7,7,7,7,7,0,7,7,7,7
Lurschau,0,0,0,0,0,0,1,1,1,0
Lustadt,0,0,0,0,0,0,1,1,1,1
Lutau,0,0,0,0,0,0,1,1,1,0
Lutetsburg,0,0,0,0,0,0,1,1,1,0
Lutjenburg,0,0,0,0,0,0,1,1,1,0
Lutjenholm,0,0,0,0,0,0,1,1,1,0
Lutjensee,0,0,0,0,0,0,1,1,1,0
Lutjenwestedt,0,0,0,0,0,0,1,1,1,0
Lutow,0,0,0,0,0,0,1,1,1,1
Lutter,0,0,0,0,0,0,1,1,1,1
Lutter am Barenberge,0,0,0,0,0,0,1,1,1,0
Lutterbek,0,0,0,0,0,0,1,1,1,0
Luttow-Valluhn,0,0,0,0,0,0,1,1,1,1
Lutz,0,0,0,0,0,0,1,1,1,1
Lutzelbach,0,0,0,0,0,0,1,1,1,0
Lutzen,0,0,0,0,0,0,1,1,1,1
Lutzerath,0,0,0,0,0,0,1,1,1,1
Lutzhorn,0,0,0,0,0,0,1,1,1,0
Lutzingen,0,0,0,0,0,0,1,1,1,1
Lutzkampen,0,0,0,0,0,0,1,1,1,1
Lutzow,0,0,0,0,0,0,1,1,1,1
Luxem,0,0,0,0,0,0,1,1,1,1
Lychen,0,0,0,0,0,0,1,1,1,1
Lykershausen,0,0,0,0,0,0,1,1,1,1
Maasbull,0,0,0,0,0,0,1,1,1,0
Maasen,0,0,0,0,0,0,1,1,1,0
Maasholm,0,0,0,0,0,0,1,1,1,0
Machern,49,49,49,49,49,7,49,49,49,49
Macken,0,0,0,0,0,0,1,1,1,1
Mackenbach,0,0,0,0,0,0,1,1,1,1
Mackenrode,7,7,7,7,7,1,7,7,7,7
Mackenrodt,0,0,0,0,0,0,1,1,1,1
Magdala,0,0,0,0,0,0,1,1,1,1
Magdeburg,336,336,336,336,336,44,336,336,336,336
Magstadt,7,7,7,7,7,1,7,7,7,7
Mahlberg,0,0,0,0,0,0,1,1,1,1
Mahlstetten,0,0,0,0,0,0,1,1,1,1
Mahren,0,0,0,0,0,0,1,1,1,1
Mahring,0,0,0,0,0,0,1,1,1,1
Maierhofen,0,0,0,0,0,0,1,1,1,1
Maihingen,0,0,0,0,0,0,1,1,1,1
Maikammer,0,0,0,0,0,0,1,1,1,1
Mainaschaff,0,0,0,0,0,0,1,1,1,1
Mainbernheim,0,0,0,0,0,0,1,1,1,1
Mainburg,0,0,0,0,0,0,1,1,1,1
Mainhardt,0,0,0,0,0,0,1,1,1,1
Mainhausen,0,0,0,0,0,0,1,1,1,0
Mainleus,0,0,0,0,0,0,1,1,1,1
Mainstockheim,0,0,0,0,0,0,1,1,1,1
Maintal,7,7,7,7,7,0,7,7,7,0
Mainz,189,189,189,189,189,29,189,189,189,189
Maisach,0,0,0,0,0,0,1,1,1,1
Maisborn,0,0,0,0,0,0,1,1,1,1
Maitenbeth,0,0,0,0,0,0,1,1,1,1
Maitzborn,0,0,0,0,0,0,1,1,1,1
Malbergweich,0,0,0,0,0,0,1,1,1,1
Malborn,0,0,0,0,0,0,1,1,1,1
Malchin,14,14,14,14,14,3,14,14,14,14
Malching,0,0,0,0,0,0,1,1,1,1
Malchow,14,14,14,14,14,2,14,14,14,14
Malente,0,0,0,0,0,0,1,1,1,0
Malgersdorf,0,0,0,0,0,0,1,1,1,1
