city,crime,law,date,background,suspects,party,Land,plz,city_id,bl_kuerzel
Emmingen-Liptingen,0,0,0,0,0,0,1,1,1,1
Empfertshausen,0,0,0,0,0,0,1,1,1,1
Empfingen,0,0,0,0,0,0,1,1,1,1
Emsburen,0,0,0,0,0,0,1,1,1,0
Emsdetten,0,0,0,0,0,0,1,1,1,0
Emskirchen,7,7,7,7,7,1,7,7,7,7
Emstek,0,0,0,0,0,0,1,1,1,0
Emtinghausen,0,0,0,0,0,0,1,1,1,0
Emtmannsberg,0,0,0,0,0,0,1,1,1,1
Endingen am Kaiserstuhl,0,0,0,0,0,0,1,1,1,1
Endlichhofen,0,0,0,0,0,0,1,1,1,1
Endschutz,0,0,0,0,0,0,1,1,1,1
Engden,0,0,0,0,0,0,1,1,1,0
Enge-Sande,0,0,0,0,0,0,1,1,1,0
Engelbrechtsche Wildnis,0,0,0,0,0,0,1,1,1,0
Engelsberg,0,0,0,0,0,0,1,1,1,1
Engelsbrand,0,0,0,0,0,0,1,1,1,1
Engelschoff,0,0,0,0,0,0,1,1,1,0
Engelskirchen,0,0,0,0,0,0,1,1,1,0
Engelstadt,0,0,0,0,0,0,1,1,1,1
Engelthal,0,0,0,0,0,0,1,1,1,1
Engelthaler Forst,0,0,0,0,0,0,1,0,1,1
Engen,0,0,0,0,0,0,1,1,1,1
Enger,0,0,0,0,0,0,1,1,1,0
Engstingen,0,0,0,0,0,0,1,1,1,1
Eningen unter Achalm,0,0,0,0,0,0,1,1,1,1
Enkenbach-Alsenborn,0,0,0,0,0,0,1,1,1,1
Enkirch,0,0,0,0,0,0,1,1,1,1
Ennepetal,0,0,0,0,0,0,1,1,1,0
Ennigerloh,7,7,7,7,7,1,7,7,7,0
Ensch,0,0,0,0,0,0,1,1,1,1
Ense,0,0,0,0,0,0,1,1,1,0
Ensheim,0,0,0,0,0,0,1,1,1,1
Enspel,0,0,0,0,0,0,1,1,1,1
Enzen,0,0,0,0,0,0,1,1,1,1
Enzklosterle,0,0,0,0,0,0,1,1,1,1
Epenwohrden,0,0,0,0,0,0,1,1,1,0
Epfenbach,0,0,0,0,0,0,1,1,1,1
Epfendorf,0,0,0,0,0,0,1,1,1,1
Eppelborn,7,7,7,7,7,3,7,7,7,7
Eppelheim,7,7,7,7,7,1,7,7,7,7
Eppelsheim,0,0,0,0,0,0,1,1,1,1
Eppenberg,0,0,0,0,0,0,1,1,1,1
Eppenbrunn,0,0,0,0,0,0,1,1,1,1
Eppendorf,35,35,35,35,35,5,35,35,35,35
Eppenrod,0,0,0,0,0,0,1,1,1,1
Eppenschlag,0,0,0,0,0,0,1,1,1,1
Eppertshausen,0,0,0,0,0,0,1,1,1,0
Eppingen,35,35,35,35,35,5,35,35,35,35
Eppishausen,0,0,0,0,0,0,1,1,1,1
Eppstein,0,0,0,0,0,0,1,1,1,0
Erbendorf,7,7,7,7,7,0,7,7,7,7
Erbenhausen,0,0,0,0,0,0,1,1,1,1
Erbes-Budesheim,0,0,0,0,0,0,1,1,1,1
Erden,0,0,0,0,0,0,1,1,1,1
Erdesbach,0,0,0,0,0,0,1,1,1,1
Erding,42,42,42,42,42,1,42,42,42,42
Erdmannhausen,0,0,0,0,0,0,1,1,1,1
Erdweg,0,0,0,0,0,0,1,1,1,1
Eresing,0,0,0,0,0,0,1,1,1,1
Erfde,0,0,0,0,0,0,1,1,1,0
Erftstadt,0,0,0,0,0,0,1,1,1,0
Erfurt,308,308,308,308,308,53,308,308,308,308
Erfweiler,0,0,0,0,0,0,1,1,1,1
Ergersheim,0,0,0,0,0,0,1,1,1,1
Ergeshausen,0,0,0,0,0,0,1,1,1,1
Ergolding,0,0,0,0,0,0,1,1,1,1
Ergoldsbach,0,0,0,0,0,0,1,1,1,1
Erharting,0,0,0,0,0,0,1,1,1,1
Ering,0,0,0,0,0,0,1,1,1,1
Eriskirch,0,0,0,0,0,0,1,1,1,1
Erkelenz,0,0,0,0,0,0,1,1,1,0
Erkenbrechtsweiler,0,0,0,0,0,0,1,1,1,1
Erkerode,0,0,0,0,0,0,1,1,1,0
Erkheim,0,0,0,0,0,0,1,1,1,1
Erkner,28,28,28,28,28,4,28,28,28,28
Erkrath,7,7,7,7,7,3,7,7,7,0
Erlabrunn,0,0,0,0,0,0,1,1,1,1
Erlangen,63,63,63,63,63,0,63,63,63,63
Erlau,14,14,14,14,14,2,14,14,14,14
Erlbach,0,0,0,0,0,0,1,1,1,1
Erlenbach,0,0,0,0,0,0,1,1,1,1
Erlenbach a.Main,0,0,0,0,0,0,1,1,1,1
Erlenbach b.Marktheidenfeld,0,0,0,0,0,0,1,1,1,1
Erlenbach bei Dahn,0,0,0,0,0,0,1,1,1,1
Erlenbach bei Kandel,0,0,0,0,0,0,1,1,1,1
Erlenmoos,0,0,0,0,0,0,1,1,1,1
Erlensee,0,0,0,0,0,0,1,1,1,0
Erlenstegener Forst,0,0,0,0,0,0,1,0,1,1
Erligheim,0,0,0,0,0,0,1,1,1,1
Ermershausen,0,0,0,0,0,0,1,1,1,1
Erndtebruck,7,7,7,7,7,1,7,7,7,0
Ernsgaden,0,0,0,0,0,0,1,1,1,1
Ernst,0,0,0,0,0,0,1,1,1,1
Ernzen,0,0,0,0,0,0,1,1,1,1
Erolzheim,0,0,0,0,0,0,1,1,1,1
Erpel,0,0,0,0,0,0,1,1,1,1
Erpolzheim,0,0,0,0,0,0,1,1,1,1
Ersfeld,0,0,0,0,0,0,1,1,1,1
Ertingen,0,0,0,0,0,0,1,1,1,1
Erwitte,0,0,0,0,0,0,1,1,1,0
Erxleben,0,0,0,0,0,0,1,1,1,1
Erzenhausen,0,0,0,0,0,0,1,1,1,1
Erzhausen,0,0,0,0,0,0,1,1,1,0
Eschach,0,0,0,0,0,0,1,1,1,1
Eschau,0,0,0,0,0,0,1,1,1,1
Eschborn,0,0,0,0,0,0,1,1,1,0
Eschbronn,0,0,0,0,0,0,1,1,1,1
Esche,0,0,0,0,0,0,1,1,1,0
Escheburg,0,0,0,0,0,0,1,1,1,0
Eschede,0,0,0,0,0,0,1,1,1,0
Eschelbronn,0,0,0,0,0,0,1,1,1,1
Eschenbach,0,0,0,0,0,0,1,1,1,1
Eschenbach i.d.OPf.,0,0,0,0,0,0,1,1,1,1
Eschenbergen,0,0,0,0,0,0,1,1,1,1
Eschenburg,0,0,0,0,0,0,1,1,1,0
Eschenlohe,0,0,0,0,0,0,1,1,1,1
Eschfeld,0,0,0,0,0,0,1,1,1,1
Eschlkam,7,7,7,7,7,0,7,7,7,7
Eschwege,0,0,0,0,0,0,1,1,1,0
Eschweiler,0,0,0,0,0,0,1,1,1,0
Esens,7,7,7,7,7,1,7,7,7,0
Esgrus,0,0,0,0,0,0,1,1,1,0
Eslarn,0,0,0,0,0,0,1,1,1,1
Eslohe (Sauerland),0,0,0,0,0,0,1,1,1,0
Espelkamp,0,0,0,0,0,0,1,1,1,0
Espenau,0,0,0,0,0,0,1,1,1,0
Essbach,0,0,0,0,0,0,1,1,1,1
Essel,0,0,0,0,0,0,1,1,1,0
Esselbach,0,0,0,0,0,0,1,1,1,1
Esselborn,0,0,0,0,0,0,1,1,1,1
Essen,70,70,70,70,70,8,70,70,70,0
Essen (Oldenburg),0,0,0,0,0,0,1,1,1,0
Essenbach,0,0,0,0,0,0,1,1,1,1
Essenheim,0,0,0,0,0,0,1,1,1,1
Essing,0,0,0,0,0,0,1,1,1,1
Esslingen,14,14,14,14,14,2,14,14,14,14
Esslingen am Neckar,0,0,0,0,0,0,1,1,1,1
Essweiler,0,0,0,0,0,0,1,1,1,1
Estenfeld,0,0,0,0,0,0,1,1,1,1
Esterholz,0,0,0,0,0,0,1,0,1,1
Esterwegen,0,0,0,0,0,0,1,1,1,0
Esthal,0,0,0,0,0,0,1,1,1,1
Etgert,0,0,0,0,0,0,1,1,1,1
Etschberg,0,0,0,0,0,0,1,1,1,1
Ettal,0,0,0,0,0,0,1,1,1,1
Ettaler Forst,0,0,0,0,0,0,1,0,1,1
Etteldorf,0,0,0,0,0,0,1,1,1,1
Ettenheim,7,7,7,7,7,1,7,7,7,7
Ettenstatt,0,0,0,0,0,0,1,1,1,1
Ettersburg,0,0,0,0,0,0,1,1,1,1
Ettinghausen,0,0,0,0,0,0,1,1,1,1
Ettlingen,0,0,0,0,0,0,1,1,1,1
Etzbach,7,7,7,7,7,1,7,7,7,7
Etzelwang,7,7,7,7,7,0,7,7,7,7
Etzenricht,0,0,0,0,0,0,1,1,1,1
Etzleben,0,0,0,0,0,0,1,1,1,1
Euerbach,0,0,0,0,0,0,1,1,1,1
Euerdorf,0,0,0,0,0,0,1,1,1,1
Eulenberg,0,0,0,0,0,0,1,1,1,1
Eulenbis,0,0,0,0,0,0,1,1,1,1
Eulgem,0,0,0,0,0,0,1,1,1,1
Euscheid,0,0,0,0,0,0,1,1,1,1
Euskirchen,7,7,7,7,7,0,7,7,7,0
Eussenheim,0,0,0,0,0,0,1,1,1,1
Eusserthal,0,0,0,0,0,0,1,1,1,1
Eutin,14,14,14,14,14,0,14,14,14,0
Eutingen im Gau,0,0,0,0,0,0,1,1,1,1
Eversmeer,0,0,0,0,0,0,1,1,1,0
Everswinkel,0,0,0,0,0,0,1,1,1,0
Evessen,0,0,0,0,0,0,1,1,1,0
Ewighausen,0,0,0,0,0,0,1,1,1,1
Extertal,0,0,0,0,0,0,1,1,1,0
Eydelstedt,0,0,0,0,0,0,1,1,1,0
Eyendorf,0,0,0,0,0,0,1,1,1,0
Eystrup,0,0,0,0,0,0,1,1,1,0
Fachbach,0,0,0,0,0,0,1,1,1,1
Fahrdorf,0,0,0,0,0,0,1,1,1,0
Fahren,0,0,0,0,0,0,1,1,1,0
Fahrenbach,0,0,0,0,0,0,1,1,1,1
Fahrenkrug,0,0,0,0,0,0,1,1,1,0
Fahrenwalde,0,0,0,0,0,0,1,1,1,1
Fahrenzhausen,0,0,0,0,0,0,1,1,1,1
Faid,0,0,0,0,0,0,1,1,1,1
Falkenberg/Elster,0,0,0,0,0,0,1,1,1,1
Falkenfels,0,0,0,0,0,0,1,1,1,1
Falkenhagen (Mark),0,0,0,0,0,0,1,1,1,1
Falkensee,203,203,203,203,203,39,203,203,203,203
Falkenstein/Harz,0,0,0,0,0,0,1,1,1,1
Falkenstein/Vogtl.,0,0,0,0,0,0,1,1,1,1
Fambach,0,0,0,0,0,0,1,1,1,1
Farchant,0,0,0,0,0,0,1,1,1,1
Fargau-Pratjau,0,0,0,0,0,0,1,1,1,0
Farnstadt,0,0,0,0,0,0,1,1,1,1
Farschweiler,0,0,0,0,0,0,1,1,1,1
Farven,0,0,0,0,0,0,1,1,1,0
Fassberg,0,0,0,0,0,0,1,1,1,0
Faulbach,0,0,0,0,0,0,1,1,1,1
Faulenrost,0,0,0,0,0,0,1,1,1,1
Fedderingen,0,0,0,0,0,0,1,1,1,0
Fehl-Ritzhausen,0,0,0,0,0,0,1,1,1,1
Fehmarn,0,0,0,0,0,0,1,1,1,0
Fehrbellin,56,56,56,56,56,8,56,56,56,56
Feichten a.d.Alz,0,0,0,0,0,0,1,1,1,1
Feilbingert,0,0,0,0,0,0,1,1,1,1
Feilitzsch,0,0,0,0,0,0,1,1,1,1
Feilsdorf,0,0,0,0,0,0,1,1,1,1
Feldafing,0,0,0,0,0,0,1,1,1,1
Feldatal,7,7,7,7,7,0,7,7,7,0
Feldberg (Schwarzwald),0,0,0,0,0,0,1,1,1,1
Feldberger Seenlandschaft,0,0,0,0,0,0,1,1,1,1
Felde,0,0,0,0,0,0,1,1,1,0
Feldhorst,0,0,0,0,0,0,1,1,1,0
Feldkirchen-Westerham,7,7,7,7,7,0,7,7,7,7
Felixsee/Feliksowy Jazor,0,0,0,0,0,0,1,1,1,1
Fell,0,0,0,0,0,0,1,1,1,1
Fellbach,7,7,7,7,7,1,7,7,7,7
Fellen,0,0,0,0,0,0,1,1,1,1
Fellheim,0,0,0,0,0,0,1,1,1,1
Felm,0,0,0,0,0,0,1,1,1,0
Felsberg,7,7,7,7,7,0,7,7,7,0
Fensdorf,0,0,0,0,0,0,1,1,1,1
Fensterbach,0,0,0,0,0,0,1,1,1,1
Ferdinandshof,0,0,0,0,0,0,1,1,1,1
Ferna,0,0,0,0,0,0,1,1,1,1
Fernwald,7,7,7,7,7,0,7,7,7,0
Ferschweiler,0,0,0,0,0,0,1,1,1,1
Feucht,7,7,7,7,7,0,7,7,7,7
Feuchter Forst,0,0,0,0,0,0,1,0,1,1
Feuchtwangen,0,0,0,0,0,0,1,1,1,1
Feuerscheid,0,0,0,0,0,0,1,1,1,1
Feusdorf,0,0,0,0,0,0,1,1,1,1
Fichtenau,0,0,0,0,0,0,1,1,1,1
Fichtenberg,0,0,0,0,0,0,1,1,1,1
Fichtenhohe,0,0,0,0,0,0,1,1,1,1
Fichtwald,0,0,0,0,0,0,1,1,1,1
Fiefbergen,0,0,0,0,0,0,1,1,1,0
Fiersbach,0,0,0,0,0,0,1,1,1,1
Filderstadt,0,0,0,0,0,0,1,1,1,1
Filsen,0,0,0,0,0,0,1,1,1,1
Filsum,7,7,7,7,7,1,7,7,7,0
Filz,0,0,0,0,0,0,1,1,1,1
Fincken,0,0,0,0,0,0,1,1,1,1
Finkenbach-Gersweiler,0,0,0,0,0,0,1,1,1,1
Finkenthal,0,0,0,0,0,0,1,1,1,1
Finne,0,0,0,0,0,0,1,1,1,1
Finneland,0,0,0,0,0,0,1,1,1,1
Finnentrop,7,7,7,7,7,1,7,7,7,0
Finning,0,0,0,0,0,0,1,1,1,1
Finningen,0,0,0,0,0,0,1,1,1,1
Finsing,0,0,0,0,0,0,1,1,1,1
Finsterwalde,147,147,147,147,147,26,147,147,147,147
Fintel,0,0,0,0,0,0,1,1,1,0
Firrel,0,0,0,0,0,0,1,1,1,0
Fisch,0,0,0,0,0,0,1,1,1,1
Fischach,0,0,0,0,0,0,1,1,1,1
Fischbach bei Dahn,0,0,0,0,0,0,1,1,1,1
Fischbach-Oberraden,0,0,0,0,0,0,1,1,1,1
Fischbachau,0,0,0,0,0,0,1,1,1,1
Fischbachtal,0,0,0,0,0,0,1,1,1,0
Fischen i.Allgau,0,0,0,0,0,0,1,1,1,1
Fischerbach,0,0,0,0,0,0,1,1,1,1
Fischingen,0,0,0,0,0,0,1,1,1,1
Fitzbek,0,0,0,0,0,0,1,1,1,0
Fitzen,0,0,0,0,0,0,1,1,1,0
Flachslanden,0,0,0,0,0,0,1,1,1,1
Flacht,0,0,0,0,0,0,1,1,1,1
Fladungen,0,0,0,0,0,0,1,1,1,1
Flammersfeld,0,0,0,0,0,0,1,1,1,1
Flechtingen,0,0,0,0,0,0,1,1,1,1
Fleckeby,0,0,0,0,0,0,1,1,1,0
Flein,7,7,7,7,7,1,7,7,7,7
Fleischwangen,0,0,0,0,0,0,1,1,1,1
Flemlingen,0,0,0,0,0,0,1,1,1,1
Flensburg,63,63,63,63,63,7,63,63,63,0
Fleringen,0,0,0,0,0,0,1,1,1,1
Flieden,0,0,0,0,0,0,1,1,1,0
Fliessem,0,0,0,0,0,0,1,1,1,1
Flieth-Stegelitz,0,0,0,0,0,0,1,1,1,1
Flintbek,0,0,0,0,0,0,1,1,1,0
Flintsbach a.Inn,0,0,0,0,0,0,1,1,1,1
Floh-Seligenthal,0,0,0,0,0,0,1,1,1,1
Floha,14,14,14,14,14,2,14,14,14,14
Flomborn,0,0,0,0,0,0,1,1,1,1
Flonheim,0,0,0,0,0,0,1,1,1,1
Florsbachtal,0,0,0,0,0,0,1,1,1,0
Florsheim am Main,0,0,0,0,0,0,1,1,1,0
Florsheim-Dalsheim,0,0,0,0,0,0,1,1,1,1
Florstadt,0,0,0,0,0,0,1,1,1,0
Floss,0,0,0,0,0,0,1,1,1,1
Flossenburg,0,0,0,0,0,0,1,1,1,1
Flothe,0,0,0,0,0,0,1,1,1,0
Fluorn-Winzeln,0,0,0,0,0,0,1,1,1,1
Flussbach,0,0,0,0,0,0,1,1,1,1
Fluterschen,0,0,0,0,0,0,1,1,1,1
Fockbek,14,14,14,14,14,2,14,14,14,0
Fockelberg,0,0,0,0,0,0,1,1,1,1
Fockendorf,0,0,0,0,0,0,1,1,1,1
Fohrden-Barl,0,0,0,0,0,0,1,1,1,0
Fohren,0,0,0,0,0,0,1,1,1,1
Fohren-Linden,0,0,0,0,0,0,1,1,1,1
Forbach,0,0,0,0,0,0,1,1,1,1
Forchtenberg,0,0,0,0,0,0,1,1,1,1
Forheim,0,0,0,0,0,0,1,1,1,1
Foritztal,0,0,0,0,0,0,1,1,1,1
Forst (Eifel),0,0,0,0,0,0,1,1,1,1
Forst (Hunsruck),0,0,0,0,0,0,1,1,1,1
Forst (Lausitz)/Baršć (Łužyca),0,0,0,0,0,0,1,1,1,1
Forst Aura,0,0,0,0,0,0,1,0,1,1
Forst Detter-Sud,0,0,0,0,0,0,1,0,1,1
Forst Hain i.Spessart,0,0,0,0,0,0,1,0,1,1
Forst Kleinschwarzenlohe,0,0,0,0,0,0,1,0,1,1
Forst Lohrerstrasse,0,0,0,0,0,0,1,0,1,1
Forst Neustadtlein a.Forst,0,0,0,0,0,0,1,0,1,1
Forst Schmalwasser-Nord,0,0,0,0,0,0,1,0,1,1
Forst Schmalwasser-Sud,0,0,0,0,0,0,1,0,1,1
Forst Schwarzenbach a.Wald,0,0,0,0,0,0,1,0,1,1
Forst Tennenlohe,0,0,0,0,0,0,1,0,1,1
Forst an der Weinstrasse,0,0,0,0,0,0,1,1,1,1
Forstenrieder Park,0,0,0,0,0,0,1,0,1,1
Forstern,0,0,0,0,0,0,1,1,1,1
Forsthof,0,0,0,0,0,0,1,0,1,1
Forstinning,0,0,0,0,0,0,1,1,1,1
Forstmehren,0,0,0,0,0,0,1,1,1,1
Forstmuhler Forst,0,0,0,0,0,0,1,0,1,1
Forstwald,0,0,0,0,0,0,1,0,1,1
Framersheim,0,0,0,0,0,0,1,1,1,1
Frammersbach,0,0,0,0,0,0,1,1,1,1
Frammersbacher Forst,0,0,0,0,0,0,1,0,1,1
Frankelbach,0,0,0,0,0,0,1,1,1,1
Frankenau,0,0,0,0,0,0,1,1,1,0
Frankenberg (Eder),0,0,0,0,0,0,1,1,1,0
Frankenberg/Sa.,0,0,0,0,0,0,1,1,1,1
Frankenblick,0,0,0,0,0,0,1,1,1,1
Frankendorf,0,0,0,0,0,0,1,1,1,1
Frankeneck,0,0,0,0,0,0,1,1,1,1
Frankenfeld,0,0,0,0,0,0,1,1,1,0
Frankenhardt,0,0,0,0,0,0,1,1,1,1
Frankenheim/Rhon,0,0,0,0,0,0,1,1,1,1
Frankenroda,0,0,0,0,0,0,1,1,1,1
Frankenstein,21,21,21,21,21,3,21,21,21,21
Frankenthal,7,7,7,7,7,1,7,7,7,7
Frankenthal (Pfalz),0,0,0,0,0,0,1,1,1,1
Frankenwinheim,0,0,0,0,0,0,1,1,1,1
Frankfurt (Oder),0,0,0,0,0,0,1,1,1,1
Frankfurt am Main,0,0,0,0,0,0,1,1,1,0
Frankisch-Crumbach,0,0,0,0,0,0,1,1,1,0
Frankweiler,0,0,0,0,0,0,1,1,1,1
Franzburg,0,0,0,0,0,0,1,1,1,1
Franzenheim,0,0,0,0,0,0,1,1,1,1
Frasdorf,0,0,0,0,0,0,1,1,1,1
Frauenau,0,0,0,0,0,0,1,1,1,1
Frauenberg,0,0,0,0,0,0,1,1,1,1
Frauenberger u. Duschlberger Wald,0,0,0,0,0,0,1,0,1,1
Frauendorf,0,0,0,0,0,0,1,1,1,1
Frauenforst,0,0,0,0,0,0,1,0,1,1
Frauenneuharting,0,0,0,0,0,0,1,1,1,1
Frauenpriessnitz,0,0,0,0,0,0,1,1,1,1
Frauenstein,14,14,14,14,14,2,14,14,14,14
Fraunberg,0,0,0,0,0,0,1,1,1,1
Fraureuth,0,0,0,0,0,0,1,1,1,1
Frechen,21,21,21,21,21,2,21,21,21,0
Freckenfeld,0,0,0,0,0,0,1,1,1,1
Fredeburg,0,0,0,0,0,0,1,1,1,0
Freden (Leine),0,0,0,0,0,0,1,1,1,0
Fredenbeck,0,0,0,0,0,0,1,1,1,0
Fredersdorf-Vogelsdorf,14,14,14,14,7,2,14,14,14,14
Fredesdorf,0,0,0,0,0,0,1,1,1,0
Frei-Laubersheim,0,0,0,0,0,0,1,1,1,1
Freiamt,0,0,0,0,0,0,1,1,1,1
Freiberg,133,133,133,133,133,20,133,133,133,133
Freiberg am Neckar,0,0,0,0,0,0,1,1,1,1
Freiburg (Elbe),0,0,0,0,0,0,1,1,1,0
Freiburg im Breisgau,0,0,0,0,0,0,1,1,1,1
Freienbessingen,0,0,0,0,0,0,1,1,1,1
Freienhagen,0,0,0,0,0,0,1,1,1,1
Freienorla,0,0,0,0,0,0,1,1,1,1
Freiensteinau,0,0,0,0,0,0,1,1,1,0
Freienwill,0,0,0,0,0,0,1,1,1,0
Freigericht,0,0,0,0,0,0,1,1,1,0
Freihung,0,0,0,0,0,0,1,1,1,1
Freilassing,0,0,0,0,0,0,1,1,1,1
Freilingen,0,0,0,0,0,0,1,1,1,1
Freimersheim,0,0,0,0,0,0,1,1,1,1
Freimersheim (Pfalz),0,0,0,0,0,0,1,1,1,1
Freinsheim,0,0,0,0,0,0,1,1,1,1
Freirachdorf,0,0,0,0,0,0,1,1,1,1
Freisbach,0,0,0,0,0,0,1,1,1,1
Freisen,0,0,0,0,0,0,1,1,1,1
Freising,70,70,70,70,70,0,70,70,70,70
Freistatt,0,0,0,0,0,0,1,1,1,0
Freital,70,70,70,70,70,11,70,70,70,70
Frellstedt,0,0,0,0,0,0,1,1,1,0
Fremdingen,0,0,0,0,0,0,1,1,1,1
Frensdorf,0,0,0,0,0,0,1,1,1,1
Freren,0,0,0,0,0,0,1,1,1,0
Fresenburg,0,0,0,0,0,0,1,1,1,0
Fresendelf,0,0,0,0,0,0,1,1,1,0
Frestedt,0,0,0,0,0,0,1,1,1,0
Frettenheim,0,0,0,0,0,0,1,1,1,1
Fretterode,0,0,0,0,0,0,1,1,1,1
Freudenburg,0,0,0,0,0,0,1,1,1,1
Freudenstadt,0,0,0,0,0,0,1,1,1,1
Freudental,0,0,0,0,0,0,1,1,1,1
Freyburg (Unstrut),0,0,0,0,0,0,1,1,1,1
Freystadt,0,0,0,0,0,0,1,1,1,1
Freyung,7,7,7,7,7,0,7,7,7,7
Frickenhausen,0,0,0,0,0,0,1,1,1,1
Frickenhausen a.Main,0,0,0,0,0,0,1,1,1,1
Frickingen,0,0,0,0,0,0,1,1,1,1
Fridingen an der Donau,0,0,0,0,0,0,1,1,1,1
Fridolfing,0,0,0,0,0,0,1,1,1,1
Friedberg,7,7,7,7,7,0,7,7,7,7
Friedberg (Hessen),0,0,0,0,0,0,1,1,1,0
Friedeburg,49,49,49,49,49,9,49,49,49,0
Friedelshausen,0,0,0,0,0,0,1,1,1,1
Friedelsheim,7,7,7,7,7,1,7,7,7,7
Friedenfels,21,21,21,21,21,1,21,21,21,21
Friedenweiler,0,0,0,0,0,0,1,1,1,1
Friedrich-Wilhelm-Lubke-Koog,0,0,0,0,0,0,1,1,1,0
Friedrichroda,7,7,7,7,7,0,7,7,7,7
Friedrichsdorf,0,0,0,0,0,0,1,1,1,0
Friedrichsgabekoog,0,0,0,0,0,0,1,1,1,0
Friedrichsgraben,0,0,0,0,0,0,1,1,1,0
Friedrichshafen,0,0,0,0,0,0,1,1,1,1
Friedrichsholm,0,0,0,0,0,0,1,1,1,0
Friedrichskoog,0,0,0,0,0,0,1,1,1,0
Friedrichsruhe,7,7,7,7,7,1,7,7,7,7
Friedrichstadt,0,0,0,0,0,0,1,1,1,0
Friedrichsthal,0,0,0,0,0,0,1,1,1,1
Friedrichswalde,0,0,0,0,0,0,1,1,1,1
Frielendorf,0,0,0,0,0,0,1,1,1,0
Friemar,0,0,0,0,0,0,1,1,1,1
Friesack,0,0,0,0,0,0,1,1,1,1
Friesenhagen,0,0,0,0,0,0,1,1,1,1
Friesenried,0,0,0,0,0,0,1,1,1,1
Friesoythe,0,0,0,0,0,0,1,1,1,0
Friolzheim,0,0,0,0,0,0,1,1,1,1
Frittlingen,0,0,0,0,0,0,1,1,1,1
Fritzlar,0,0,0,0,0,0,1,1,1,0
Frohburg,14,14,14,14,14,2,14,14,14,14
Frohnd,0,0,0,0,0,0,1,1,1,1
Frohnhofen,0,0,0,0,0,0,1,1,1,1
Frondenberg/Ruhr,0,0,0,0,0,0,1,1,1,0
Fronhausen,0,0,0,0,0,0,1,1,1,0
Fronhofen,0,0,0,0,0,0,1,1,1,1
Fronreute,0,0,0,0,0,0,1,1,1,1
Frontenhausen,0,0,0,0,0,0,1,1,1,1
Frucht,0,0,0,0,0,0,1,1,1,1
Fuchshofen,0,0,0,0,0,0,1,1,1,1
Fuchsmuhl,0,0,0,0,0,0,1,1,1,1
Fuchsstadt,0,0,0,0,0,0,1,1,1,1
Fuchstal,0,0,0,0,0,0,1,1,1,1
Fuhlenhagen,0,0,0,0,0,0,1,1,1,0
Fulda,91,91,91,91,91,2,91,91,91,0
Fuldabruck,0,0,0,0,0,0,1,1,1,0
Fuldatal,0,0,0,0,0,0,1,1,1,0
Funfseen,0,0,0,0,0,0,1,1,1,1
Funfstetten,0,0,0,0,0,0,1,1,1,1
Furfeld,0,0,0,0,0,0,1,1,1,1
Furstenau,0,0,0,0,0,0,1,1,1,0
Furstenberg,49,49,49,49,49,7,49,49,49,0
Furstenberg/Havel,0,0,0,0,0,0,1,1,1,1
Fursteneck,0,0,0,0,0,0,1,1,1,1
Furstenfeldbruck,0,0,0,0,0,0,1,1,1,1
Furstenstein,0,0,0,0,0,0,1,1,1,1
Furstenwalde/Spree,0,0,0,0,0,0,1,1,1,1
Furstenzell,0,0,0,0,0,0,1,1,1,1
Furstl. Lowenstein'scher Park,0,0,0,0,0,0,1,0,1,1
Furth im Wald,7,7,7,7,7,1,7,7,7,7
Furthen,7,7,7,7,7,1,7,7,7,7
Furtwangen im Schwarzwald,0,0,0,0,0,0,1,1,1,1
Fussen,28,28,28,28,28,1,28,28,28,28
Fussgonheim,0,0,0,0,0,0,1,1,1,1
Gablenz / Jabłońc,0,0,0,0,0,0,1,1,1,1
Gablingen,0,0,0,0,0,0,1,1,1,1
Gabsheim,0,0,0,0,0,0,1,1,1,1
Gachenbach,7,7,7,7,7,0,7,7,7,7
Gackenbach,0,0,0,0,0,0,1,1,1,1
Gadebusch,14,14,14,14,14,2,14,14,14,14
Gadheim,0,0,0,0,0,0,1,1,1,1
Gagelow,0,0,0,0,0,0,1,1,1,1
Gaggenau,14,14,14,14,14,2,14,14,14,14
Gaiberg,0,0,0,0,0,0,1,1,1,1
Gaienhofen,0,0,0,0,0,0,1,1,1,1
Gaildorf,0,0,0,0,0,0,1,1,1,1
Gailingen am Hochrhein,0,0,0,0,0,0,1,1,1,1
Gaimersheim,0,0,0,0,0,0,1,1,1,1
Gaissach,0,0,0,0,0,0,1,1,1,1
Galenbeck,0,0,0,0,0,0,1,1,1,1
Galenberg,0,0,0,0,0,0,1,1,1,1
Gallin,0,0,0,0,0,0,1,1,1,1
Gallin-Kuppentin,0,0,0,0,0,0,1,1,1,1
Gallmersgarten,0,0,0,0,0,0,1,1,1,1
Galmsbull,0,0,0,0,0,0,1,1,1,0
Gamlen,0,0,0,0,0,0,1,1,1,1
Gammelby,0,0,0,0,0,0,1,1,1,0
Gammelin,0,0,0,0,0,0,1,1,1,1
Gammelsdorf,0,0,0,0,0,0,1,1,1,1
Gammelshausen,0,0,0,0,0,0,1,1,1,1
Gammertingen,0,0,0,0,0,0,1,1,1,1
Ganderkesee,0,0,0,0,0,0,1,1,1,0
Gandesbergen,0,0,0,0,0,0,1,1,1,0
Gangelt,14,14,14,14,14,3,14,14,14,0
Gangkofen,0,0,0,0,0,0,1,1,1,1
