,city,party,Anzahl Bewerber,darunter Frauen,year,state,plz,city_id,Land,bl_kuerzel
12739,Wald,CDU,10.0,3.0,2014.0,BW,88639,8437118.0,8.0,BW
12740,Wald,DIE LINKE,0.0,0.0,2014.0,BW,88639,8437118.0,8.0,BW
12741,Wald,FDP,0.0,0.0,2014.0,BW,88639,8437118.0,8.0,BW
12742,Wald,GRÜNE,0.0,0.0,2014.0,BW,88639,8437118.0,8.0,BW
12743,Wald,SPD,0.0,0.0,2014.0,BW,88639,8437118.0,8.0,BW
12744,Sauldorf,AfD,0,0,2019.0,BW,88605,8437123.0,8.0,BW
12745,Sauldorf,CDU,7,0,2019.0,BW,88605,8437123.0,8.0,BW
12746,Sauldorf,DIE LINKE,0,0,2019.0,BW,88605,8437123.0,8.0,BW
12747,Sauldorf,FDP,0,0,2019.0,BW,88605,8437123.0,8.0,BW
12748,Sauldorf,GRÜNE,0,0,2019.0,BW,88605,8437123.0,8.0,BW
12749,Sauldorf,SPD,0,0,2019.0,BW,88605,8437123.0,8.0,BW
12750,Sauldorf,AfD,0.0,0.0,2014.0,BW,88605,8437123.0,8.0,BW
12751,Sauldorf,CDU,10.0,1.0,2014.0,BW,88605,8437123.0,8.0,BW
12752,Sauldorf,DIE LINKE,0.0,0.0,2014.0,BW,88605,8437123.0,8.0,BW
12753,Sauldorf,FDP,0.0,0.0,2014.0,BW,88605,8437123.0,8.0,BW
12754,Sauldorf,GRÜNE,0.0,0.0,2014.0,BW,88605,8437123.0,8.0,BW
12755,Sauldorf,SPD,0.0,0.0,2014.0,BW,88605,8437123.0,8.0,BW
12756,Herdwangen-Schonach,AfD,0,0,2019.0,BW,88634,8437124.0,8.0,BW
12757,Herdwangen-Schonach,CDU,7,0,2019.0,BW,88634,8437124.0,8.0,BW
12758,Herdwangen-Schonach,DIE LINKE,0,0,2019.0,BW,88634,8437124.0,8.0,BW
12759,Herdwangen-Schonach,FDP,0,0,2019.0,BW,88634,8437124.0,8.0,BW
12760,Herdwangen-Schonach,GRÜNE,0,0,2019.0,BW,88634,8437124.0,8.0,BW
12761,Herdwangen-Schonach,SPD,0,0,2019.0,BW,88634,8437124.0,8.0,BW
12762,Herdwangen-Schonach,AfD,0.0,0.0,2014.0,BW,88634,8437124.0,8.0,BW
12763,Herdwangen-Schonach,CDU,13.0,3.0,2014.0,BW,88634,8437124.0,8.0,BW
12764,Herdwangen-Schonach,DIE LINKE,0.0,0.0,2014.0,BW,88634,8437124.0,8.0,BW
12765,Herdwangen-Schonach,FDP,0.0,0.0,2014.0,BW,88634,8437124.0,8.0,BW
12766,Herdwangen-Schonach,GRÜNE,0.0,0.0,2014.0,BW,88634,8437124.0,8.0,BW
12767,Herdwangen-Schonach,SPD,0.0,0.0,2014.0,BW,88634,8437124.0,8.0,BW
12768,Chemnitz,DIE LINKE,40,11,2014.0,SN,9111,14511000.0,14.0,SN
12769,Chemnitz,CDU,49,11,2014.0,SN,9111,14511000.0,14.0,SN
12770,Chemnitz,SPD,63,19,2014.0,SN,9111,14511000.0,14.0,SN
12771,Chemnitz,FDP,78,18,2014.0,SN,9111,14511000.0,14.0,SN
12772,Chemnitz,GRÜNE,64,26,2014.0,SN,9111,14511000.0,14.0,SN
12773,Chemnitz,AfD,13,1,2014.0,SN,9111,14511000.0,14.0,SN
12774,Dresden,CDU,81,24,2014.0,SN,1067,14612000.0,14.0,SN
12775,Dresden,DIE LINKE,108,51,2014.0,SN,1067,14612000.0,14.0,SN
12776,Dresden,GRÜNE,105,44,2014.0,SN,1067,14612000.0,14.0,SN
12777,Dresden,SPD,107,39,2014.0,SN,1067,14612000.0,14.0,SN
12778,Dresden,FDP,105,22,2014.0,SN,1067,14612000.0,14.0,SN
12779,Dresden,AfD,30,2,2014.0,SN,1067,14612000.0,14.0,SN
12780,Leipzig,CDU,99,27,2014.0,SN,4109,14713000.0,14.0,SN
12781,Leipzig,DIE LINKE,104,37,2014.0,SN,4109,14713000.0,14.0,SN
12782,Leipzig,SPD,109,31,2014.0,SN,4109,14713000.0,14.0,SN
12783,Leipzig,GRÜNE,109,51,2014.0,SN,4109,14713000.0,14.0,SN
12784,Leipzig,FDP,76,13,2014.0,SN,4109,14713000.0,14.0,SN
12785,Leipzig,AfD,50,10,2014.0,SN,4109,14713000.0,14.0,SN
12786,Erzgebirgskreis,CDU,833,164,2014.0,SN,,14521.0,,
12787,Erzgebirgskreis,DIE LINKE,166,62,2014.0,SN,,14521.0,,
12788,Erzgebirgskreis,SPD,161,44,2014.0,SN,,14521.0,,
12789,Erzgebirgskreis,FDP,175,40,2014.0,SN,,14521.0,,
12790,Erzgebirgskreis,GRÜNE,37,13,2014.0,SN,,14521.0,,
12791,Erzgebirgskreis,AfD,4,0,2014.0,SN,,14521.0,,
12792,Amtsberg,CDU,20,8,2014.0,SN,9439,14521010.0,14.0,SN
12793,Amtsberg,SPD,5,1,2014.0,SN,9439,14521010.0,14.0,SN
12794,Amtsberg,DIE LINKE,3,2,2014.0,SN,9439,14521010.0,14.0,SN
12795,Amtsberg,FDP,1,1,2014.0,SN,9439,14521010.0,14.0,SN
12796,Annaberg-Buchholz,CDU,28,7,2014.0,SN,9456,14521020.0,14.0,SN
12797,Annaberg-Buchholz,DIE LINKE,7,2,2014.0,SN,9456,14521020.0,14.0,SN
12798,Annaberg-Buchholz,SPD,10,1,2014.0,SN,9456,14521020.0,14.0,SN
12799,Annaberg-Buchholz,FDP,11,5,2014.0,SN,9456,14521020.0,14.0,SN
12800,Annaberg-Buchholz,GRÜNE,2,0,2014.0,SN,9456,14521020.0,14.0,SN
12801,Aue,CDU,27,9,2014.0,SN,,14521030.0,,
12802,Aue,DIE LINKE,6,3,2014.0,SN,,14521030.0,,
12803,Aue,SPD,8,2,2014.0,SN,,14521030.0,,
12804,Aue,FDP,5,2,2014.0,SN,,14521030.0,,
12805,Aue,GRÜNE,4,0,2014.0,SN,,14521030.0,,
12806,Auerbach,DIE LINKE,4,0,2014.0,SN,9392,14521040.0,14.0,SN
12807,Auerbach,CDU,6,2,2014.0,SN,9392,14521040.0,14.0,SN
12808,Bad Schlema,CDU,17,8,2014.0,SN,,14521050.0,,
12809,Bad Schlema,DIE LINKE,5,0,2014.0,SN,,14521050.0,,
12810,Bad Schlema,SPD,5,3,2014.0,SN,,14521050.0,,
12811,Bad Schlema,FDP,2,0,2014.0,SN,,14521050.0,,
12812,Barenstein,CDU,7,1,2014.0,SN,9471,14521060.0,14.0,SN
12813,Bockau,CDU,7,0,2014.0,SN,8324,14521080.0,14.0,SN
12814,Bockau,SPD,4,2,2014.0,SN,8324,14521080.0,14.0,SN
12815,Bornichen/Erzgeb.,DIE LINKE,1,0,2014.0,SN,9437,14521090.0,14.0,SN
12816,Borstendorf,CDU,2,1,2014.0,SN,,14521100.0,,
12817,Borstendorf,FDP,1,0,2014.0,SN,,14521100.0,,
12818,Breitenbrunn/Erzgeb.,CDU,19,3,2014.0,SN,8359,14521110.0,14.0,SN
12819,Breitenbrunn/Erzgeb.,DIE LINKE,3,2,2014.0,SN,8359,14521110.0,14.0,SN
12820,Breitenbrunn/Erzgeb.,SPD,3,1,2014.0,SN,8359,14521110.0,14.0,SN
12821,Breitenbrunn/Erzgeb.,GRÜNE,5,2,2014.0,SN,8359,14521110.0,14.0,SN
12822,Breitenbrunn/Erzgeb.,FDP,1,0,2014.0,SN,8359,14521110.0,14.0,SN
12823,Burkhardtsdorf,CDU,12,2,2014.0,SN,9235,14521120.0,14.0,SN
12824,Burkhardtsdorf,DIE LINKE,2,2,2014.0,SN,9235,14521120.0,14.0,SN
12825,Burkhardtsdorf,FDP,2,0,2014.0,SN,9235,14521120.0,14.0,SN
12826,Crottendorf,CDU,15,1,2014.0,SN,9474,14521130.0,14.0,SN
12827,Crottendorf,FDP,1,0,2014.0,SN,9474,14521130.0,14.0,SN
12828,Deutschneudorf,FDP,15,3,2014.0,SN,9548,14521140.0,14.0,SN
12829,Deutschneudorf,AfD,1,0,2014.0,SN,9548,14521140.0,14.0,SN
12830,Drebach,CDU,18,6,2014.0,SN,9430,14521150.0,14.0,SN
12831,Drebach,DIE LINKE,1,0,2014.0,SN,9430,14521150.0,14.0,SN
12832,Ehrenfriedersdorf,CDU,13,1,2014.0,SN,9427,14521160.0,14.0,SN
12833,Ehrenfriedersdorf,SPD,3,0,2014.0,SN,9427,14521160.0,14.0,SN
12834,Ehrenfriedersdorf,DIE LINKE,3,0,2014.0,SN,9427,14521160.0,14.0,SN
12835,Ehrenfriedersdorf,FDP,2,0,2014.0,SN,9427,14521160.0,14.0,SN
12836,Eibenstock,CDU,20,2,2014.0,SN,8309,14521170.0,14.0,SN
12837,Eibenstock,SPD,9,1,2014.0,SN,8309,14521170.0,14.0,SN
12838,Eibenstock,DIE LINKE,2,1,2014.0,SN,8309,14521170.0,14.0,SN
12839,Elterlein,CDU,18,2,2014.0,SN,9481,14521180.0,14.0,SN
12840,Elterlein,DIE LINKE,1,1,2014.0,SN,9481,14521180.0,14.0,SN
12841,Gelenau/Erzgeb.,CDU,14,1,2014.0,SN,9423,14521200.0,14.0,SN
12842,Gelenau/Erzgeb.,DIE LINKE,3,1,2014.0,SN,9423,14521200.0,14.0,SN
12843,Gelenau/Erzgeb.,FDP,1,0,2014.0,SN,9423,14521200.0,14.0,SN
12844,Geyer,CDU,8,2,2014.0,SN,9468,14521210.0,14.0,SN
12845,Geyer,DIE LINKE,6,3,2014.0,SN,9468,14521210.0,14.0,SN
12846,Gornau/Erzgeb.,CDU,12,2,2014.0,SN,9405,14521220.0,14.0,SN
12847,Gornau/Erzgeb.,DIE LINKE,1,0,2014.0,SN,9405,14521220.0,14.0,SN
12848,Gornau/Erzgeb.,SPD,4,1,2014.0,SN,9405,14521220.0,14.0,SN
12849,Gornsdorf,CDU,6,2,2014.0,SN,9390,14521230.0,14.0,SN
12850,Gornsdorf,DIE LINKE,4,4,2014.0,SN,9390,14521230.0,14.0,SN
12851,Grossolbersdorf,SPD,1,0,2014.0,SN,9432,14521240.0,14.0,SN
12852,Grossolbersdorf,CDU,4,1,2014.0,SN,9432,14521240.0,14.0,SN
12853,Grossruckerswalde,CDU,17,4,2014.0,SN,9518,14521250.0,14.0,SN
12854,Grossruckerswalde,FDP,14,4,2014.0,SN,9518,14521250.0,14.0,SN
12855,Grossruckerswalde,DIE LINKE,1,0,2014.0,SN,9518,14521250.0,14.0,SN
12856,Grunhain-Beierfeld,CDU,16,3,2014.0,SN,8344,14521260.0,14.0,SN
12857,Grunhain-Beierfeld,DIE LINKE,4,1,2014.0,SN,8344,14521260.0,14.0,SN
12858,Grunhain-Beierfeld,SPD,2,1,2014.0,SN,8344,14521260.0,14.0,SN
12859,Grunhain-Beierfeld,AfD,1,0,2014.0,SN,8344,14521260.0,14.0,SN
12860,Grunhainichen,CDU,10,3,2014.0,SN,9579,14521270.0,14.0,SN
12861,Grunhainichen,FDP,1,0,2014.0,SN,9579,14521270.0,14.0,SN
12862,Hohndorf,CDU,15,1,2014.0,SN,9394,14521290.0,14.0,SN
12863,Hohndorf,SPD,6,3,2014.0,SN,9394,14521290.0,14.0,SN
12864,Jahnsdorf/Erzgeb.,CDU,14,1,2014.0,SN,9387,14521310.0,14.0,SN
12865,Jahnsdorf/Erzgeb.,DIE LINKE,1,0,2014.0,SN,9387,14521310.0,14.0,SN
12866,Jahnsdorf/Erzgeb.,SPD,2,2,2014.0,SN,9387,14521310.0,14.0,SN
12867,Jahnsdorf/Erzgeb.,GRÜNE,2,1,2014.0,SN,9387,14521310.0,14.0,SN
12868,Johanngeorgenstadt,SPD,11,3,2014.0,SN,8349,14521320.0,14.0,SN
12869,Johanngeorgenstadt,DIE LINKE,4,1,2014.0,SN,8349,14521320.0,14.0,SN
12870,Johanngeorgenstadt,CDU,11,4,2014.0,SN,8349,14521320.0,14.0,SN
12871,Johanngeorgenstadt,GRÜNE,1,0,2014.0,SN,8349,14521320.0,14.0,SN
12872,Johstadt,CDU,13,3,2014.0,SN,9477,14521330.0,14.0,SN
12873,Konigswalde,CDU,11,3,2014.0,SN,9471,14521340.0,14.0,SN
12874,Lauter-Bernsbach,CDU,22,3,2014.0,SN,8315,14521355.0,14.0,SN
12875,Lauter-Bernsbach,DIE LINKE,7,3,2014.0,SN,8315,14521355.0,14.0,SN
12876,Lauter-Bernsbach,SPD,8,3,2014.0,SN,8315,14521355.0,14.0,SN
12877,Lauter-Bernsbach,FDP,3,0,2014.0,SN,8315,14521355.0,14.0,SN
12878,Lossnitz,CDU,13,2,2014.0,SN,8294,14521370.0,14.0,SN
12879,Lossnitz,DIE LINKE,6,2,2014.0,SN,8294,14521370.0,14.0,SN
12880,Lossnitz,SPD,9,1,2014.0,SN,8294,14521370.0,14.0,SN
12881,Lossnitz,FDP,2,0,2014.0,SN,8294,14521370.0,14.0,SN
12882,Lugau/Erzgeb.,DIE LINKE,10,5,2014.0,SN,9385,14521380.0,14.0,SN
12883,Lugau/Erzgeb.,CDU,11,3,2014.0,SN,9385,14521380.0,14.0,SN
12884,Marienberg,CDU,24,4,2014.0,SN,9496,14521390.0,14.0,SN
12885,Marienberg,DIE LINKE,8,2,2014.0,SN,9496,14521390.0,14.0,SN
12886,Marienberg,SPD,6,1,2014.0,SN,9496,14521390.0,14.0,SN
12887,Marienberg,FDP,19,5,2014.0,SN,9496,14521390.0,14.0,SN
12888,Marienberg,GRÜNE,4,1,2014.0,SN,9496,14521390.0,14.0,SN
12889,Mildenau,CDU,21,4,2014.0,SN,9456,14521400.0,14.0,SN
12890,Neukirchen/Erzgeb.,CDU,12,3,2014.0,SN,9221,14521410.0,14.0,SN
12891,Neukirchen/Erzgeb.,DIE LINKE,4,1,2014.0,SN,9221,14521410.0,14.0,SN
12892,Neukirchen/Erzgeb.,SPD,6,4,2014.0,SN,9221,14521410.0,14.0,SN
12893,Neukirchen/Erzgeb.,AfD,2,0,2014.0,SN,9221,14521410.0,14.0,SN
12894,Neukirchen/Erzgeb.,GRÜNE,1,0,2014.0,SN,9221,14521410.0,14.0,SN
12895,Niederdorf,CDU,12,4,2014.0,SN,9366,14521420.0,14.0,SN
12896,Niederdorf,SPD,1,0,2014.0,SN,9366,14521420.0,14.0,SN
12897,Niederwurschnitz,SPD,15,3,2014.0,SN,9399,14521430.0,14.0,SN
12898,Niederwurschnitz,CDU,11,3,2014.0,SN,9399,14521430.0,14.0,SN
12899,Niederwurschnitz,DIE LINKE,1,0,2014.0,SN,9399,14521430.0,14.0,SN
12900,Oberwiesenthal,FDP,11,3,2014.0,SN,9484,14521440.0,14.0,SN
12901,Oberwiesenthal,CDU,14,5,2014.0,SN,9484,14521440.0,14.0,SN
12902,Oelsnitz/Erzgeb.,CDU,25,5,2014.0,SN,9376,14521450.0,14.0,SN
12903,Oelsnitz/Erzgeb.,DIE LINKE,8,4,2014.0,SN,9376,14521450.0,14.0,SN
12904,Oelsnitz/Erzgeb.,SPD,10,0,2014.0,SN,9376,14521450.0,14.0,SN
12905,Olbernhau,CDU,18,2,2014.0,SN,9526,14521460.0,14.0,SN
12906,Olbernhau,FDP,19,2,2014.0,SN,9526,14521460.0,14.0,SN
12907,Olbernhau,DIE LINKE,4,2,2014.0,SN,9526,14521460.0,14.0,SN
12908,Pfaffroda,CDU,8,1,2014.0,SN,,14521470.0,,
12909,Pockau-Lengefeld,CDU,17,4,2014.0,SN,9514,14521495.0,14.0,SN
12910,Pockau-Lengefeld,DIE LINKE,2,0,2014.0,SN,9514,14521495.0,14.0,SN
12911,Pockau-Lengefeld,SPD,2,0,2014.0,SN,9514,14521495.0,14.0,SN
12912,Pockau-Lengefeld,FDP,9,2,2014.0,SN,9514,14521495.0,14.0,SN
12913,Pockau-Lengefeld,GRÜNE,1,0,2014.0,SN,9514,14521495.0,14.0,SN
12914,Raschau-Markersbach,CDU,11,0,2014.0,SN,8352,14521500.0,14.0,SN
12915,Raschau-Markersbach,DIE LINKE,4,1,2014.0,SN,8352,14521500.0,14.0,SN
12916,Raschau-Markersbach,FDP,2,1,2014.0,SN,8352,14521500.0,14.0,SN
12917,Scheibenberg,CDU,7,1,2014.0,SN,9481,14521510.0,14.0,SN
12918,Schlettau,CDU,8,1,2014.0,SN,9487,14521520.0,14.0,SN
12919,Schlettau,GRÜNE,1,0,2014.0,SN,9487,14521520.0,14.0,SN
12920,Schneeberg,CDU,33,5,2014.0,SN,8289,14521530.0,14.0,SN
12921,Schneeberg,DIE LINKE,4,1,2014.0,SN,8289,14521530.0,14.0,SN
12922,Schneeberg,SPD,2,0,2014.0,SN,8289,14521530.0,14.0,SN
12923,Schneeberg,GRÜNE,2,0,2014.0,SN,8289,14521530.0,14.0,SN
12924,Schneeberg,FDP,6,1,2014.0,SN,8289,14521530.0,14.0,SN
12925,Schonheide,CDU,11,2,2014.0,SN,8304,14521540.0,14.0,SN
12926,Schonheide,SPD,3,2,2014.0,SN,8304,14521540.0,14.0,SN
12927,Schonheide,FDP,3,0,2014.0,SN,8304,14521540.0,14.0,SN
12928,Schwarzenberg/Erzgeb.,CDU,20,2,2014.0,SN,8340,14521550.0,14.0,SN
12929,Schwarzenberg/Erzgeb.,DIE LINKE,13,4,2014.0,SN,8340,14521550.0,14.0,SN
12930,Schwarzenberg/Erzgeb.,FDP,9,1,2014.0,SN,8340,14521550.0,14.0,SN
12931,Schwarzenberg/Erzgeb.,SPD,3,0,2014.0,SN,8340,14521550.0,14.0,SN
12932,Schwarzenberg/Erzgeb.,GRÜNE,7,6,2014.0,SN,8340,14521550.0,14.0,SN
12933,Sehmatal,CDU,7,0,2014.0,SN,9465,14521560.0,14.0,SN
12934,Sehmatal,DIE LINKE,1,0,2014.0,SN,9465,14521560.0,14.0,SN
12935,Sehmatal,GRÜNE,1,0,2014.0,SN,9465,14521560.0,14.0,SN
12936,Seiffen/Erzgeb.,FDP,10,5,2014.0,SN,9548,14521570.0,14.0,SN
12937,Seiffen/Erzgeb.,CDU,8,2,2014.0,SN,9548,14521570.0,14.0,SN
12938,Stollberg/Erzgeb.,CDU,18,4,2014.0,SN,9366,14521590.0,14.0,SN
12939,Stollberg/Erzgeb.,DIE LINKE,9,4,2014.0,SN,9366,14521590.0,14.0,SN
12940,Stollberg/Erzgeb.,FDP,2,1,2014.0,SN,9366,14521590.0,14.0,SN
12941,Stollberg/Erzgeb.,SPD,1,0,2014.0,SN,9366,14521590.0,14.0,SN
12942,Stutzengrun,CDU,15,5,2014.0,SN,8328,14521600.0,14.0,SN
12943,Stutzengrun,FDP,7,2,2014.0,SN,8328,14521600.0,14.0,SN
12944,Tannenberg,CDU,4,1,2014.0,SN,9468,14521610.0,14.0,SN
12945,Tannenberg,FDP,1,0,2014.0,SN,9468,14521610.0,14.0,SN
12946,Thalheim/Erzgeb.,DIE LINKE,2,1,2014.0,SN,9380,14521620.0,14.0,SN
12947,Thalheim/Erzgeb.,CDU,8,2,2014.0,SN,9380,14521620.0,14.0,SN
12948,Thalheim/Erzgeb.,SPD,4,2,2014.0,SN,9380,14521620.0,14.0,SN
12949,Thermalbad Wiesenbad,CDU,16,2,2014.0,SN,9488,14521630.0,14.0,SN
12950,Thermalbad Wiesenbad,SPD,2,2,2014.0,SN,9488,14521630.0,14.0,SN
12951,Thum,CDU,9,2,2014.0,SN,9419,14521640.0,14.0,SN
12952,Thum,DIE LINKE,3,0,2014.0,SN,9419,14521640.0,14.0,SN
12953,Thum,FDP,2,0,2014.0,SN,9419,14521640.0,14.0,SN
12954,Thum,SPD,1,0,2014.0,SN,9419,14521640.0,14.0,SN
12955,Wolkenstein,CDU,7,0,2014.0,SN,9429,14521670.0,14.0,SN
12956,Wolkenstein,SPD,4,2,2014.0,SN,9429,14521670.0,14.0,SN
12957,Wolkenstein,FDP,1,0,2014.0,SN,9429,14521670.0,14.0,SN
12958,Wolkenstein,GRÜNE,1,1,2014.0,SN,9429,14521670.0,14.0,SN
12959,Zschopau,CDU,13,1,2014.0,SN,9405,14521690.0,14.0,SN
12960,Zschopau,DIE LINKE,10,5,2014.0,SN,9405,14521690.0,14.0,SN
12961,Zschopau,FDP,5,0,2014.0,SN,9405,14521690.0,14.0,SN
12962,Zschopau,SPD,3,0,2014.0,SN,9405,14521690.0,14.0,SN
12963,Zschopau,GRÜNE,5,2,2014.0,SN,9405,14521690.0,14.0,SN
12964,Zschorlau,CDU,19,4,2014.0,SN,8321,14521700.0,14.0,SN
12965,Zschorlau,SPD,5,2,2014.0,SN,8321,14521700.0,14.0,SN
12966,Zschorlau,FDP,4,2,2014.0,SN,8321,14521700.0,14.0,SN
12967,Zwonitz,CDU,31,4,2014.0,SN,8297,14521710.0,14.0,SN
12968,Zwonitz,DIE LINKE,8,4,2014.0,SN,8297,14521710.0,14.0,SN
12969,Zwonitz,SPD,3,1,2014.0,SN,8297,14521710.0,14.0,SN
12970,Zwonitz,FDP,3,0,2014.0,SN,8297,14521710.0,14.0,SN
12971,Mittelsachsen,CDU,673,135,2014.0,SN,,14522.0,,
12972,Mittelsachsen,DIE LINKE,200,65,2014.0,SN,,14522.0,,
12973,Mittelsachsen,SPD,189,50,2014.0,SN,,14522.0,,
12974,Mittelsachsen,FDP,90,23,2014.0,SN,,14522.0,,
12975,Mittelsachsen,GRÜNE,43,18,2014.0,SN,,14522.0,,
12976,Mittelsachsen,AfD,7,1,2014.0,SN,,14522.0,,
12977,Altmittweida,CDU,16,2,2014.0,SN,9648,14522010.0,14.0,SN
12978,Altmittweida,FDP,3,0,2014.0,SN,9648,14522010.0,14.0,SN
12979,Altmittweida,DIE LINKE,2,1,2014.0,SN,9648,14522010.0,14.0,SN
12980,Altmittweida,SPD,1,0,2014.0,SN,9648,14522010.0,14.0,SN
12981,Augustusburg,CDU,8,2,2014.0,SN,9573,14522020.0,14.0,SN
12982,Augustusburg,DIE LINKE,1,0,2014.0,SN,9573,14522020.0,14.0,SN
12983,Augustusburg,SPD,1,0,2014.0,SN,9573,14522020.0,14.0,SN
12984,Bobritzsch-Hilbersdorf,CDU,19,1,2014.0,SN,9627,14522035.0,14.0,SN
12985,Bobritzsch-Hilbersdorf,DIE LINKE,2,1,2014.0,SN,9627,14522035.0,14.0,SN
12986,Brand-Erbisdorf,CDU,9,1,2014.0,SN,9618,14522050.0,14.0,SN
12987,Brand-Erbisdorf,DIE LINKE,5,2,2014.0,SN,9618,14522050.0,14.0,SN
12988,Brand-Erbisdorf,SPD,1,0,2014.0,SN,9618,14522050.0,14.0,SN
12989,Burgstadt,CDU,9,1,2014.0,SN,9217,14522060.0,14.0,SN
12990,Burgstadt,DIE LINKE,3,0,2014.0,SN,9217,14522060.0,14.0,SN
12991,Burgstadt,FDP,6,3,2014.0,SN,9217,14522060.0,14.0,SN
12992,Burgstadt,SPD,6,1,2014.0,SN,9217,14522060.0,14.0,SN
12993,Burgstadt,GRÜNE,3,0,2014.0,SN,9217,14522060.0,14.0,SN
12994,Claussnitz,CDU,6,1,2014.0,SN,9236,14522070.0,14.0,SN
12995,Claussnitz,SPD,6,2,2014.0,SN,9236,14522070.0,14.0,SN
12996,Claussnitz,DIE LINKE,1,0,2014.0,SN,9236,14522070.0,14.0,SN
12997,Dobeln,CDU,38,13,2014.0,SN,4720,14522080.0,14.0,SN
12998,Dobeln,SPD,31,11,2014.0,SN,4720,14522080.0,14.0,SN
12999,Dobeln,FDP,16,1,2014.0,SN,4720,14522080.0,14.0,SN
13000,Dobeln,DIE LINKE,12,6,2014.0,SN,4720,14522080.0,14.0,SN
13001,Dobeln,GRÜNE,1,0,2014.0,SN,4720,14522080.0,14.0,SN
13002,Dorfchemnitz,CDU,10,2,2014.0,SN,9619,14522090.0,14.0,SN
13003,Eppendorf,CDU,20,6,2014.0,SN,9575,14522110.0,14.0,SN
13004,Eppendorf,FDP,3,1,2014.0,SN,9575,14522110.0,14.0,SN
13005,Eppendorf,SPD,10,5,2014.0,SN,9575,14522110.0,14.0,SN
13006,Eppendorf,DIE LINKE,2,1,2014.0,SN,9575,14522110.0,14.0,SN
13007,Erlau,CDU,12,4,2014.0,SN,9306,14522120.0,14.0,SN
13008,Erlau,DIE LINKE,4,0,2014.0,SN,9306,14522120.0,14.0,SN
13009,Floha,CDU,21,1,2014.0,SN,9557,14522140.0,14.0,SN
13010,Floha,DIE LINKE,4,2,2014.0,SN,9557,14522140.0,14.0,SN
13011,Floha,SPD,6,2,2014.0,SN,9557,14522140.0,14.0,SN
13012,Floha,FDP,7,3,2014.0,SN,9557,14522140.0,14.0,SN
13013,Floha,AfD,5,1,2014.0,SN,9557,14522140.0,14.0,SN
13014,Floha,GRÜNE,1,0,2014.0,SN,9557,14522140.0,14.0,SN
13015,Frankenberg/Sa.,CDU,30,10,2014.0,SN,9669,14522150.0,14.0,SN
13016,Frankenberg/Sa.,DIE LINKE,13,4,2014.0,SN,9669,14522150.0,14.0,SN
13017,Frankenberg/Sa.,SPD,9,2,2014.0,SN,9669,14522150.0,14.0,SN
13018,Frankenberg/Sa.,GRÜNE,6,3,2014.0,SN,9669,14522150.0,14.0,SN
13019,Frauenstein,CDU,8,1,2014.0,SN,9623,14522170.0,14.0,SN
13020,Frauenstein,DIE LINKE,2,0,2014.0,SN,9623,14522170.0,14.0,SN
13021,Freiberg,CDU,34,11,2014.0,SN,9599,14522180.0,14.0,SN
13022,Freiberg,DIE LINKE,14,3,2014.0,SN,9599,14522180.0,14.0,SN
13023,Freiberg,SPD,25,5,2014.0,SN,9599,14522180.0,14.0,SN
13024,Freiberg,FDP,7,4,2014.0,SN,9599,14522180.0,14.0,SN
13025,Freiberg,GRÜNE,14,7,2014.0,SN,9599,14522180.0,14.0,SN
13026,Freiberg,AfD,2,0,2014.0,SN,9599,14522180.0,14.0,SN
13027,Geringswalde,CDU,11,2,2014.0,SN,9326,14522190.0,14.0,SN
13028,Geringswalde,DIE LINKE,17,5,2014.0,SN,9326,14522190.0,14.0,SN
13029,Geringswalde,FDP,5,1,2014.0,SN,9326,14522190.0,14.0,SN
13030,Geringswalde,SPD,6,1,2014.0,SN,9326,14522190.0,14.0,SN
13031,Geringswalde,GRÜNE,1,1,2014.0,SN,9326,14522190.0,14.0,SN
13032,Grosshartmannsdorf,CDU,14,4,2014.0,SN,9618,14522200.0,14.0,SN
13033,Grosshartmannsdorf,DIE LINKE,1,1,2014.0,SN,9618,14522200.0,14.0,SN
13034,Grosshartmannsdorf,SPD,3,0,2014.0,SN,9618,14522200.0,14.0,SN
13035,Grossschirma,CDU,12,2,2014.0,SN,9603,14522210.0,14.0,SN
13036,Grossschirma,SPD,8,1,2014.0,SN,9603,14522210.0,14.0,SN
13037,Grossschirma,DIE LINKE,1,1,2014.0,SN,9603,14522210.0,14.0,SN
13038,Grossweitzschen,CDU,8,1,2014.0,SN,4720,14522220.0,14.0,SN
13039,Grossweitzschen,DIE LINKE,1,0,2014.0,SN,4720,14522220.0,14.0,SN
13040,Grossweitzschen,SPD,1,0,2014.0,SN,4720,14522220.0,14.0,SN
13041,Grossweitzschen,FDP,1,0,2014.0,SN,4720,14522220.0,14.0,SN
13042,Hainichen,CDU,17,4,2014.0,SN,9661,14522230.0,14.0,SN
13043,Hainichen,SPD,12,4,2014.0,SN,9661,14522230.0,14.0,SN
13044,Hainichen,DIE LINKE,5,1,2014.0,SN,9661,14522230.0,14.0,SN
13045,Hainichen,GRÜNE,2,0,2014.0,SN,9661,14522230.0,14.0,SN
13046,Halsbrucke,CDU,11,1,2014.0,SN,9633,14522240.0,14.0,SN
13047,Halsbrucke,DIE LINKE,4,2,2014.0,SN,9633,14522240.0,14.0,SN
13048,Halsbrucke,SPD,1,0,2014.0,SN,9633,14522240.0,14.0,SN
13049,Hartha,CDU,8,0,2014.0,SN,4746,14522250.0,14.0,SN
