,crime,city,law,date,background,suspects,party,Land
14571,Sachbeschadigung,Windhagen,Â§ 303 StGB,27.04.2019,Nicht zuzuordnen,0,AfD,7
14572,,Windischeschenbach,,,,,,9
14573,,Windischleuba,,,,,,16
14574,,Windorf,,,,,,9
14575,,Windsbach,,,,,,9
14576,Sachbeschadigung,Wingerode,STGB-303,07.07.2019,Links,0,AfD,16
14577,Sachbeschadigung,Wingerode,Â§ 303 StGB,07.05.2019,Links,0,Sonstige Partei,16
14578,Sachbeschadigung,Wingerode,STGB-303,07.07.2019,Links,0,AfD,16
14579,,Wingst,,,,,,3
14580,,Winhoring,,,,,,9
14581,,Winkel (Eifel),,,,,,7
14582,,Winkelbach,,,,,,7
14583,,Winkelhofer Forst,,,,,,9
14584,,Winkelsett,,,,,,3
14585,,Winklarn,,,,,,9
14586,,Winnemark,,,,,,1
14587,,Winnen,,,,,,7
14588,,Winnenden,,,,,,8
14589,,Winnerath,,,,,,7
14590,,Winnert,,,,,,1
14591,,Winnigstedt,,,,,,3
14592,,Winningen,,,,,,7
14593,,Winnweiler,,,,,,7
14594,,Winringen,,,,,,7
14595,,Winseldorf,,,,,,1
14596,Sachbeschadigung,Winsen,Â§ 303 StGB,14.05.2019,Links,0,AfD,1
14597,,Winsen (Aller),,,,,,3
14598,,Winsen (Luhe),,,,,,3
14599,,Winterbach (Pfalz),,,,,,7
14600,,Winterberg,,,,,,5
14601,,Winterborn,,,,,,7
14602,,Winterburg,,,,,,7
14603,,Winterhausen,,,,,,9
14604,,Winterlingen,,,,,,8
14605,,Winterrieden,,,,,,9
14606,,Winterscheid,,,,,,7
14607,,Wintersheim,,,,,,7
14608,,Winterspelt,,,,,,7
14609,,Winterwerb,,,,,,7
14610,,Wintrich,,,,,,7
14611,,Winzer,,,,,,9
14612,,Winzerwald,,,,,,9
14613,,Wipfeld,,,,,,9
14614,Sachbeschadigung,Wipperfurth,Â§ 303 StGB,17.05.2019,Rechts,2,SPD,5
14615,Sachbeschadigung,Wipperfurth,Â§ 303 StGB,17.05.2019,Rechts,2,CDU,5
14616,Sachbeschadigung,Wipperfurth,Â§ 303 StGB,17.05.2019,Rechts,2,FDP,5
14617,,Wippingen,,,,,,3
14618,,Wirdum,,,,,,3
14619,,Wirft,,,,,,7
14620,,Wirfus,,,,,,7
14621,,Wirges,,,,,,7
14622,,Wirsberg,,,,,,9
14623,,Wirscheid,,,,,,7
14624,,Wirschweiler,,,,,,7
14625,,Wischhafen,,,,,,3
14626,Sachbeschadigung,Wismar,STGB-303,18.07.2019,Links,0,AfD,13
14627,Sachbeschadigung,Wismar,STGB-303,28.08.2019,Rechts,0,SPD,13
14628,Notigung,Wismar,Â§ 240 StGB,25.05.2019,Nicht zuzuordnen,1,GRÜNE,13
14629,Notigung,Wismar,Â§ 240 StGB,25.05.2019,Nicht zuzuordnen,1,AfD,13
14630,Sachbeschadigung,Wismar,Â§ 303 StGB,19.04.2019,Links,1,AfD,13
14631,Sachbeschadigung,Wismar,Â§ 303 StGB,08.05.2019,Rechts,0,SPD,13
14632,Sachbeschadigung,Wismar,Â§ 303 StGB,15.05.2019,Links,0,Sonstige Partei,13
14633,Sachbeschadigung,Wismar,STGB-303,18.07.2019,Links,0,AfD,13
14634,Sachbeschadigung,Wismar,STGB-303,28.08.2019,Rechts,0,SPD,13
14635,,Wissen,,,,,,7
14636,,Wissmannsdorf,,,,,,7
14637,,Wistedt,,,,,,3
14638,,Witsum,,,,,,1
14639,,Wittbek,,,,,,1
14640,,Wittdun auf Amrum,,,,,,1
14641,,Wittelshofen,,,,,,9
14642,Sachbeschadigung,Witten,Â§ 303 StGB,17.05.2019,Links,0,AfD,5
14643,Diebstahl,Witten,Â§ 242 StGB,26.04.2019,Links,1,AfD,5
14644,Sachbeschadigung,Witten,Â§ 303 StGB,30.04.2019,Nicht zuzuordnen,0,SPD,5
14645,Diebstahl,Witten,Â§ 242 StGB,01.05.2019,Links,0,AfD,5
14646,Sachbeschadigung,Witten,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,1,FDP,5
14647,Sachbeschadigung,Witten,Â§ 303 StGB,31.05.2019,Nicht zuzuordnen,0,CDU,5
14648,Sachbeschadigung,Witten,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,1,Sonstige Partei,5
14649,,Wittenbeck,,,,,,13
14650,Diebstahl,Wittenberg,Â§ 242 StGB,27.04.2019,Nicht zuzuordnen,0,AfD,15
14651,Sachbeschadigung,Wittenberg,Â§ 303 StGB,09.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
14652,Sachbeschadigung,Wittenberg,Â§ 303 StGB,09.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
14653,Sachbeschadigung,Wittenberg,Â§ 303 StGB,10.05.2019,Nicht zuzuordnen,0,AfD,15
14654,Besonders schwerer Fall des Diebstahls,Wittenberg,Â§ 243 StGB,10.05.2019,Links,0,Sonstige Partei,15
14655,Sachbeschadigung,Wittenberg,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,AfD,15
14656,Sachbeschadigung,Wittenberg,Â§ 303 StGB,12.05.2019,Links,0,Sonstige Partei,15
14657,Sachbeschadigung,Wittenberg,Â§ 303 StGB,12.05.2019,Links,0,Sonstige Partei,15
14658,Sachbeschadigung,Wittenberg,Â§ 303 StGB,19.05.2019,Links,0,AfD,15
14659,Sachbeschadigung,Wittenberg,Â§ 303 StGB,20.05.2019,Nicht zuzuordnen,0,AfD,15
14660,Sachbeschadigung,Wittenberge,STGB-303,19.07.2019,Links,1,AfD,12
14661,Beleidigung,Wittenberge,STGB-185,25.07.2019,Links,1,AfD,12
14662,Verleumdung von Personen des politischen LebensLebens,Wittenberge,STGB-188,02.08.2019,Links,1,AfD,12
14663,Sachbeschadigung,Wittenberge,STGB-303,17.07.2019,Nicht zuzuordnen,0,SPD,12
14664,Sachbeschadigung,Wittenberge,STGB-303,19.07.2019,Links,1,AfD,12
14665,Sachbeschadigung,Wittenberge,STG B-303,17.08.2019,Links,0,AfD,12
14666,Diebstahl,Wittenberge,STGB-242,23.08.2019,Links,0,AfD,12
14667,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wittenberge,Â§ 86a StGB,30.04.2019,Rechts,0,CDU,12
14668,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wittenberge,Â§ 86a StGB,01.05.2019,Rechts,0,CDU,12
14669,Sachbeschadigung,Wittenberge,STGB-303,19.07.2019,Links,1,AfD,12
14670,Beleidigung,Wittenberge,STGB-185,25.07.2019,Links,1,AfD,12
14671,Verleumdung von Personen des politischen LebensLebens,Wittenberge,STGB-188,02.08.2019,Links,1,AfD,12
14672,Sachbeschadigung,Wittenberge,STGB-303,17.07.2019,Nicht zuzuordnen,0,SPD,12
14673,Sachbeschadigung,Wittenberge,STGB-303,19.07.2019,Links,1,AfD,12
14674,Sachbeschadigung,Wittenberge,STG B-303,17.08.2019,Links,0,AfD,12
14675,Diebstahl,Wittenberge,STGB-242,23.08.2019,Links,0,AfD,12
14676,,Wittenbergen,,,,,,1
14677,,Wittenborn,,,,,,1
14678,Wahlfalschung,Wittenburg,Â§ 107a StGB,26.05.2019,Nicht zuzuordnen,0,AfD,13
14679,Sachbeschadigung,Wittenburg,Â§ 303 StGB,23.05.2019,Nicht zuzuordnen,0,SPD,13
14680,Wahlfalschung,Wittenburg,Â§ 107a StGB,26.05.2019,Nicht zuzuordnen,0,CDU,13
14681,,Wittendorp,,,,,,13
14682,,Wittenforden,,,,,,13
14683,,Wittenhagen,,,,,,13
14684,,Witterda,,,,,,16
14685,,Wittgert,,,,,,7
14686,,Wittibreut,,,,,,9
14687,,Wittichenau / Kulow,,,,,,14
14688,,Wittighausen,,,,,,8
14689,,Wittingen,,,,,,3
14690,,Wittislingen,,,,,,9
14691,Sachbeschadigung,Wittlich,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,FDP,7
14692,Diebstahl,Wittlich,Â§ 242 StGB,13.05.2019,Nicht zuzuordnen,0,SPD,7
14693,,Wittlingen,,,,,,8
14694,,Wittmar,,,,,,3
14695,,Wittmoldt,,,,,,1
14696,Diebstahl,Wittmund,Â§ 242 StGB,24.05.2019,Links,0,AfD,3
14697,,Wittnau,,,,,,8
14698,,Wittorf,,,,,,3
14699,,Wittstock/Dosse,,,,,,12
14700,,Witzeeze,,,,,,1
14701,Sachbeschadigung,Witzenhausen,Â§ 303 StGB,22.05.2019,Nicht zuzuordnen,0,AfD,6
14702,Sachbeschadigung,Witzenhausen,Â§ 303 StGB,22.05.2019,Links,2,AfD,6
14703,,Witzhave,,,,,,1
14704,,Witzin,,,,,,13
14705,,Witzleben,,,,,,16
14706,,Witzmannsberg,,,,,,9
14707,,Witzwort,,,,,,1
14708,,Wobbelin,,,,,,13
14709,,Wobbenbull,,,,,,1
14710,,Woggersin,,,,,,13
14711,,Wohlde,,,,,,1
14712,,Wohltorf,,,,,,1
14713,,Wohnste,,,,,,3
14714,,Wohratal,,,,,,6
14715,,Wohrden,,,,,,1
14716,,Wokuhl-Dabelow,,,,,,13
14717,,Wolde,,,,,,13
14718,,Woldegk,,,,,,13
14719,,Woldert,,,,,,7
14720,,Wolfach,,,,,,8
14721,,Wolfegg,,,,,,8
14722,Beleidigung,Wolfenbuttel,STGB-185,12.08.2019,Links,1,AfD,3
14723,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wolfenbuttel,Â§ 86a StGB,29.04.2019,Rechts,0,SPD,3
14724,Sachbeschadigung,Wolfenbuttel,Â§ 303 StGB,05.06.2019,Nicht zuzuordnen,0,SPD,3
14725,Sachbeschadigung,Wolfenbuttel,Â§ 303 StGB,05.06.2019,Nicht zuzuordnen,0,SPD,3
14726,Beleidigung,Wolfenbuttel,STGB-185,12.08.2019,Links,1,AfD,3
14727,Verleumdung,Wolfenbuttel,Â§ 187 StGB,31.10.2019,Links,1,AfD,3
14728,,Wolferlingen,,,,,,7
14729,,Wolferlohe,,,,,,9
14730,,Wolferschwenda,,,,,,16
14731,,Wolfersdorf,,,,,,9
14732,,Wolfersheim,,,,,,6
14733,,Wolferstadt,,,,,,9
14734,,Wolfertschwenden,,,,,,9
14735,,Wolfhagen,,,,,,6
14736,,Wolframs-Eschenbach,,,,,,9
14737,Sachbeschadigung,Wolfratshausen,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,AfD,9
14738,,Wolfratshauser Forst,,,,,,9
14739,,Wolfsburg,,,,,,3
14740,,Wolfschlugen,,,,,,8
14741,,Wolfsegg,,,,,,9
14742,,Wolfsheim,,,,,,7
14743,,Wolfstein,,,,,,7
14744,Sachbeschadigung,Wolgast,Â§ 303 StGB,21.05.2019,Links,0,AfD,13
14745,Volksverhetzung,Wolgast,Â§ 130 StGB,14.06.2019,Links,0,AfD,13
14746,Volksverhetzung,Wolgast,Â§ 130 StGB,14.06.2019,Links,0,AfD,13
14747,Sachbeschadigung,Wolgast,Â§ 303 StGB,20.04.2019,Links,0,AfD,13
14748,Diebstahl und Unterschlagung geringwertiger Sachen,Wolgast,Â§ 248a StGB,22.05.2019,Links,0,AfD,13
14749,,Wolken,,,,,,7
14750,,Wolkenstein,,,,,,14
14751,,Wollbach,,,,,,9
14752,,Wollbrandshausen,,,,,,3
14753,,Wollershausen,,,,,,3
14754,,Wollin,,,,,,12
14755,,Wollmerath,,,,,,7
14756,,Wollstadt,,,,,,6
14757,,Wollstein,,,,,,7
14758,,Wolmersdorf,,,,,,1
14759,,Wolmersen,,,,,,7
14760,,Wolmirsleben,,,,,,15
14761,,Wolmirstedt,,,,,,15
14762,Sachbeschadigung,Wolnzach,Â§ 303 StGB,11.05.2019,Links,0,AfD,9
14763,,Wolpertshausen,,,,,,8
14764,,Wolpertswende,,,,,,8
14765,,Wolpinghausen,,,,,,3
14766,,Wolsdorf,,,,,,3
14767,,Wolsfeld,,,,,,7
14768,,Womrath,,,,,,7
14769,,Wonfurt,,,,,,9
14770,,Wonneberg,,,,,,9
14771,,Wonsees,,,,,,9
14772,,Wonsheim,,,,,,7
14773,,Woppenroth,,,,,,7
14774,,Woringen,,,,,,9
14775,Sachbeschadigung,Worms,Â§ 303 StGB,04.05.2019,Nicht zuzuordnen,0,CDU,7
14776,Sachbeschadigung,Worms,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,CDU,7
14777,Sachbeschadigung,Worms,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,FDP,7
14778,Sachbeschadigung,Worms,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,Sonstige Partei,7
14779,,Wornersberg,,,,,,8
14780,,Wornitz,,,,,,9
14781,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Worpswede,Â§ 86a StGB,26.05.2019,Rechts,0,GRÜNE,3
14782,,Worrstadt,,,,,,7
14783,,Wort,,,,,,8
14784,,Worth a.Main,,,,,,9
14785,,Worth a.d.Donau,,,,,,9
14786,,Worth a.d.Isar,,,,,,9
14787,,Worth am Rhein,,,,,,7
14788,,Worthsee,,,,,,9
14789,,Wrangelsburg,,,,,,13
14790,,Wrestedt,,,,,,3
14791,,Wriedel,,,,,,3
14792,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,Sonstige,12
14793,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,SPD,12
14794,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,CDU,12
14795,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,FDP,12
14796,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,18.08.2019,Rechts,0,SPD,12
14797,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,19.08.2019,Rechts,0,SPD,12
14798,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,Sonstige,12
14799,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,SPD,12
14800,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,CDU,12
14801,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,17.08.2019,Rechts,0,FDP,12
14802,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,18.08.2019,Rechts,0,SPD,12
14803,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wriezen,STGB-86A,19.08.2019,Rechts,0,SPD,12
14804,,Wrist,,,,,,1
14805,,Wrixum,,,,,,1
14806,,Wrohm,,,,,,1
14807,,Wulfershausen a.d.Saale,,,,,,9
14808,,Wulfrath,,,,,,5
14809,,Wulfsen,,,,,,3
14810,,Wulfsmoor,,,,,,1
14811,,Wulften am Harz,,,,,,3
14812,,Wulkenzin,,,,,,13
14813,,Wulknitz,,,,,,14
14814,,Wundersleben,,,,,,16
14815,,Wunschendorf/Elster,,,,,,16
14816,,Wunsiedel,,,,,,9
14817,,Wunstorf,,,,,,3
14818,Sachbeschadigung,Wuppertal,Â§ 303 StGB,09.05.2019,Rechts,0,GRÜNE,5
14819,Sachbeschadigung,Wurmannsquick,Â§ 303 StGB,05.05.2019,Links,0,SPD,9
14820,Sachbeschadigung,Wurmannsquick,Â§ 303 StGB,05.05.2019,Links,0,FDP,9
14821,Sachbeschadigung,Wurmannsquick,Â§ 303 StGB,05.05.2019,Links,0,Sonstige Partei,9
14822,,Wurmberg,,,,,,8
14823,,Wurmlingen,,,,,,8
14824,,Wurmsham,,,,,,9
14825,,Wurrich,,,,,,7
14826,,Wurselen,,,,,,5
14827,,Wurster Nordseekuste,,,,,,3
14828,,Wurzbach,,,,,,16
14829,Sachbeschadigung,Wurzburg,Â§ 303 StGB,09.05.2019,Links,0,AfD,9
14830,Sachbeschadigung,Wurzen,STGB-303,26.07.2019,Nicht zuzuordnen,0,CDU,14
14831,Sachbeschadigung,Wurzen,STGB-303,19.08.2019,Rechts,0,SPD,14
14832,Sachbeschadigung,Wurzen,STGB-303,25.08.2019,Links,1,AfD,14
14833,Sachbeschadigung,Wurzen,Â§ 303 StGB,28.04.2019,Links,0,AfD,14
14834,Sachbeschadigung,Wurzen,Â§ 303 StGB,22.05.2019,Nicht zuzuordnen,0,CDU,14
14835,Sachbeschadigung,Wurzen,Â§ 303 StGB,04.05.2019,Rechts,0,CDU,14
14836,Sachbeschadigung,Wurzen,Â§ 303 StGB,05.05.2019,Rechts,0,SPD,14
14837,Sachbeschadigung,Wurzen,Â§ 303 StGB,06.05.2019,Nicht zuzuordnen,0,CDU,14
14838,Sachbeschadigung,Wurzen,Â§ 303 StGB,07.05.2019,Rechts,0,SPD,14
14839,Sachbeschadigung,Wurzen,Â§ 303 StGB,08.05.2019,Links,0,AfD,14
14840,Sachbeschadigung,Wurzen,Â§ 303 StGB,18.05.2019,Nicht zuzuordnen,0,AfD,14
14841,Sachbeschadigung,Wurzen,STGB-303,26.07.2019,Nicht zuzuordnen,0,CDU,14
14842,Sachbeschadigung,Wurzen,STGB-303,19.08.2019,Rechts,0,SPD,14
14843,Sachbeschadigung,Wurzen,STGB-303,25.08.2019,Links,1,AfD,14
14844,Sachbeschadigung,Wurzen,Â§ 303 StGB,03.10.2019,Nicht zuzuordnen,0,CDU,14
14845,Sachbeschadigung,Wurzen,Â§ 303 StGB,04.05.2019,Rechts,0,SPD,14
14846,Sachbeschadigung,Wurzen,Â§ 303 StGB,05.05.2019,Rechts,0,SPD,14
14847,Sachbeschadigung,Wurzen,Â§ 303 StGB,04.05.2019,Rechts,0,GRÜNE,14
14848,,Wurzweiler,,,,,,7
14849,,Wuschheim,,,,,,7
14850,,Wust-Fischbeck,,,,,,15
14851,,Wustenrot,,,,,,8
14852,,Wusterhausen/Dosse,,,,,,12
14853,Diebstahl und Unterschlagung geringwertiger Sachen,Wusterhusen,Â§ 248a StGB,06.05.2019,Links,0,AfD,13
14854,Sachbeschadigung,Wustermark,STGB-303,09.07.2019,Links,0,AfD,12
14855,Sachbeschadigung,Wustermark,STGB-303,30.07.2019,Links,0,AfD,12
14856,Diebstahl,Wustermark,STGB-242,24.08.2019,Nicht zuzuordnen,0,GRÜNE,12
14857,Sachbeschadigung,Wustermark,STGB-303,09.07.2019,Links,0,AfD,12
14858,Sachbeschadigung,Wustermark,STGB-303,30.07.2019,Links,0,AfD,12
14859,Diebstahl,Wustermark,STGB-242,24.08.2019,Nicht zuzuordnen,0,GRÜNE,12
14860,,Wusterwitz,,,,,,12
14861,,Wustheuterode,,,,,,16
14862,,Wustrow (Wendland),,,,,,3
14863,,Wustvieler Forst,,,,,,9
14864,,Wutach,,,,,,8
14865,,Wutha-Farnroda,,,,,,16
14866,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wutoschingen,Â§ 86a StGB,19.04.2019,Links,0,AfD,8
14867,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Wutoschingen,Â§ 86a StGB,19.04.2019,Links,0,AfD,8
14868,Diebstahl,Wutoschingen,Â§ 242 StGB,23.04.2019,Nicht zuzuordnen,0,AfD,8
14869,,Wyhl am Kaiserstuhl,,,,,,8
14870,,Wyk auf Fohr,,,,,,1
14871,,Xanten,,,,,,5
14872,,Zaberfeld,,,,,,8
14873,,Zachenberg,,,,,,9
14874,,Zahna-Elster,,,,,,15
14875,,Zaisenhausen,,,,,,8
14876,,Zandt,,,,,,9
14877,,Zangberg,,,,,,9
14878,,Zapel,,,,,,13
14879,,Zapfendorf,,,,,,9
14880,,Zarnewanz,,,,,,13
14881,,Zarpen,,,,,,1
14882,,Zarrendorf,,,,,,13
14883,,Zarrentin am Schaalsee,,,,,,13
14884,,Zechin,,,,,,12
14885,,Zedlitz,,,,,,16
14886,Sachbeschadigung,Zehdenick,STG B-303,21.07.2019,Links,0,AfD,12
14887,Sachbeschadigung,Zehdenick,STGB-303,04.08.2019,Rechts,0,SPD,12
14888,Sachbeschadigung,Zehdenick,STGB-303,11.08.2019,Links,0,AfD,12
14889,Sachbeschadigung,Zehdenick,Â§ 303 StGB,24.04.2019,Links,0,AfD,12
14890,Sachbeschadigung,Zehdenick,Â§ 303 StGB,05.05.2019,Nicht zuzuordnen,0,GRÜNE,12
14891,Sachbeschadigung,Zehdenick,Â§ 303 StGB,05.05.2019,Links,0,SPD,12
14892,Sachbeschadigung,Zehdenick,Â§ 303 StGB,13.04.2019,Links,0,Sonstige Partei,12
14893,Sachbeschadigung,Zehdenick,Â§ 303 StGB,21.04.2019,Links,0,Sonstige Partei,12
14894,Sachbeschadigung,Zehdenick,Â§ 303 StGB,24.04.2019,Links,0,AfD,12
14895,Diebstahl,Zehdenick,Â§ 242 StGB,24.04.2019,Links,0,AfD,12
14896,Diebstahl,Zehdenick,Â§ 242 StGB,27.04.2019,Links,0,Sonstige Partei,12
14897,Sachbeschadigung,Zehdenick,Â§ 303 StGB,05.05.2019,Nicht zuzuordnen,0,GRÜNE,12
14898,Sachbeschadigung,Zehdenick,Â§ 303 StGB,05.05.2019,Links,0,SPD,12
14899,Sachbeschadigung,Zehdenick,Â§ 303 StGB,05.05.2019,Links,0,SPD,12
14900,Sachbeschadigung,Zehdenick,Â§ 303 StGB,07.05.2019,Links,0,AfD,12
14901,Sachbeschadigung,Zehdenick,Â§ 303 StGB,07.05.2019,Links,0,Sonstige Partei,12
14902,Sachbeschadigung,Zehdenick,Â§ 303 StGB,07.05.2019,Links,0,Sonstige Partei,12
14903,Sachbeschadigung,Zehdenick,Â§ 303 StGB,07.05.2019,Nicht zuzuordnen,0,SPD,12
14904,Sachbeschadigung,Zehdenick,Â§ 303 StGB,07.05.2019,Nicht zuzuordnen,0,FDP,12
14905,Sachbeschadigung,Zehdenick,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,SPD,12
14906,Sachbeschadigung,Zehdenick,STGB-303,21.07.2019,Links,0,AfD,12
14907,Sachbeschadigung,Zehdenick,STGB-303,04.08.2019,Rechts,0,SPD,12
14908,Sachbeschadigung,Zehdenick,STGB-303,11.08.2019,Links,0,AfD,12
14909,Sachbeschadigung,Zehdenick,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,CDU,12
14910,Sachbeschadigung,Zehdenick,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,SPD,12
14911,Sachbeschadigung,Zehdenick,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,Sonstige Partei,12
14912,,Zehna,,,,,,13
14913,,Zehnhausen bei Rennerod,,,,,,7
14914,,Zehnhausen bei Wallmerod,,,,,,7
14915,,Zehrental,,,,,,15
14916,,Zeil a.Main,,,,,,9
14917,,Zeilarn,,,,,,9
14918,,Zeiskam,,,,,,7
14919,,Zeithain,,,,,,14
14920,Beleidigung,Zeitlarn,Â§ 185 StGB,12.04.2019,Nicht zuzuordnen,1,SPD,9
14921,,Zeitlofs,,,,,,9
14922,Sachbeschadigung,Zeitz,Â§ 303 StGB,13.05.2019,Nicht zuzuordnen,0,AfD,15
14923,Sachbeschadigung,Zeitz,Â§ 303 StGB,18.05.2019,Nicht zuzuordnen,0,CDU,15
14924,Sachbeschadigung,Zeitz,Â§ 303 StGB,20.04.2019,Rechts,0,SPD,15
14925,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Zeitz,Â§ 86a StGB,24.04.2019,Rechts,0,GRÜNE,15
14926,Sachbeschadigung,Zeitz,Â§ 303 StGB,13.05.2019,Nicht zuzuordnen,0,AfD,15
14927,Sachbeschadigung,Zeitz,Â§ 303 StGB,18.05.2019,Nicht zuzuordnen,0,CDU,15
14928,Diebstahl,Zeitz,Â§ 242 StGB,23.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
14929,Diebstahl,Zell,Â§ 242 StGB,27.04.2019,Nicht zuzuordnen,0,AfD,9
14930,Diebstahl,Zell,Â§ 242 StGB,28.04.2019,Nicht zuzuordnen,0,AfD,9
14931,Diebstahl,Zell,Â§ 242 StGB,06.05.2019,Nicht zuzuordnen,0,AfD,9
14932,,Zell (Mosel),,,,,,7
14933,,Zell a.Main,,,,,,9
14934,,Zell am Harmersbach,,,,,,8
14935,,Zell im Fichtelgebirge,,,,,,9
14936,,Zell im Wiesental,,,,,,8
14937,,Zell unter Aichelberg,,,,,,8
14938,,Zella-Mehlis,,,,,,16
14939,,Zellertal,,,,,,7
14940,,Zellingen,,,,,,9
14941,,Zeltingen-Rachtig,,,,,,7
14942,,Zemitz,,,,,,13
14943,,Zemmer,,,,,,7
14944,,Zempin,,,,,,13
14945,,Zendscheid,,,,,,7
14946,,Zenting,,,,,,9
14947,,Zepelin,,,,,,13
14948,,Zerbst/Anhalt,,,,,,15
14949,,Zerf,,,,,,7
14950,,Zernien,,,,,,3
14951,,Zernitz-Lohm,,,,,,12
14952,,Zerrenthin,,,,,,13
14953,,Zerzabelshofer Forst,,,,,,9
14954,,Zeschdorf,,,,,,12
14955,,Zetel,,,,,,3
14956,,Zettemin,,,,,,13
14957,,Zettingen,,,,,,7
14958,Sachbeschadigung,Zettlitz,Â§ 303 StGB,18.05.2019,Links,0,AfD,14
14959,Diebstahl,Zettlitz,Â§ 242 StGB,22.05.2019,Links,0,AfD,14
14960,,Zeulenroda-Triebes,,,,,,16
14961,Sachbeschadigung,Zeuthen,STGB-303,11.07.2019,Nicht zuzuordnen,0,CDU,12
14962,Sachbeschadigung,Zeuthen,STGB-303,29.07.2019,Nicht zuzuordnen,0,SPD,12
14963,Sachbeschadigung,Zeuthen,STGB-303,11.07.2019,Nicht zuzuordnen,0,CDU,12
14964,Sachbeschadigung,Zeuthen,STGB-303,01.09.2019,Nicht zuzuordnen,0,SPD,12
14965,Sachbeschadigung,Zeuthen,STGB-303,11.07.2019,Nicht zuzuordnen,0,CDU,12
14966,Sachbeschadigung,Zeuthen,STGB-303,29.07.2019,Nicht zuzuordnen,0,SPD,12
14967,Sachbeschadigung,Zeuthen,STGB-303,11.07.2019,Nicht zuzuordnen,0,CDU,12
14968,Sachbeschadigung,Zeuthen,STGB-303,01.09.2019,Nicht zuzuordnen,0,SPD,12
14969,Sachbeschadigung,Zeuthen,STGB-303,01.09.2019,Rechts,0,FDP,12
14970,Sachbeschadigung,Zeuthen,STGB-303,01.09.2019,Rechts,0,GRÜNE,12
14971,,Zeven,,,,,,3
14972,,Zichow,,,,,,12
14973,,Zickhusen,,,,,,13
14974,,Ziegendorf,,,,,,13
14975,,Ziegenhain,,,,,,7
14976,,Ziegenruck,,,,,,16
14977,,Zielitz,,,,,,15
14978,,Ziemetshausen,,,,,,9
14979,,Zierenberg,,,,,,6
14980,,Zierow,,,,,,13
14981,,Ziertheim,,,,,,9
14982,,Zierzow,,,,,,13
14983,Sachbeschadigung,Ziesar,STGB-303,21.07.2019,Nicht zuzuordnen,0,SPD,12
14984,Sachbeschadigung,Ziesar,STG B-303,21.07.2019,Nicht zuzuordnen,0,SPD,12
14985,Sachbeschadigung,Ziesar,STGB-303,14.08.2019,Rechts,0,SPD,12
14986,Sachbeschadigung,Ziesar,STGB-303,21.07.2019,Nicht zuzuordnen,0,SPD,12
14987,Sachbeschadigung,Ziesar,STGB-303,21.07.2019,Nicht zuzuordnen,0,SPD,12
14988,Sachbeschadigung,Ziesar,STGB-303,14.08.2019,Rechts,0,SPD,12
14989,,Ziesendorf,,,,,,13
14990,,Zilshausen,,,,,,7
14991,Diebstahl,Ziltendorf,STGB-242,30.07.2019,Links,0,AfD,12
14992,Diebstahl,Ziltendorf,STGB-242,16.08.2019,Links,0,AfD,12
