,crime,city,law,date,background,suspects,party,Land
8315,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Nicht zuzuordnen,0,FDP,14
8316,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Links,0,AfD,14
8317,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Links,0,AfD,14
8318,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Links,0,AfD,14
8319,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Links,0,AfD,14
8320,Sachbeschadigung,Leipzig,STG B-303,11.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8321,Sachbeschadigung,Leipzig,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
8322,Sachbeschadigung,Leipzig,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
8323,Sachbeschadigung,Leipzig,STGB-303,12.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8324,Sachbeschadigung,Leipzig,STGB-303,13.08.2019,Nicht zuzuordnen,2,CDU,14
8325,Sachbeschadigung,Leipzig,STGB-303,13.08.2019,Nicht zuzuordnen,0,CDU,14
8326,Diebstahl,Leipzig,STGB-242,13.08.2019,Nicht zuzuordnen,0,CDU,14
8327,Sachbeschadigung,Leipzig,STGB-303,13.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8328,Sachbeschadigung,Leipzig,STGB-303,13.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8329,Sachbeschadigung,Leipzig,STGB-303,13.08.2019,Nicht zuzuordnen,1,CDU,14
8330,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8331,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8332,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8333,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8334,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8335,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8336,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8337,Sachbeschadigung,Leipzig,STGB-303,14.08.2019,Links,0,AfD,14
8338,Sachbeschadigung,Leipzig,STG B-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8339,Sachbeschadigung,Leipzig,STG B-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8340,Sachbeschadigung,Leipzig,STG B-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8341,Sachbeschadigung,Leipzig,STGB-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8342,Sachbeschadigung,Leipzig,STG B-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8343,Sachbeschadigung,Leipzig,STGB-303,15.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8344,Sachbeschadigung,Leipzig,STGB-303,16.08.2019,Nicht zuzuordnen,0,CDU,14
8345,Sachbeschadigung,Leipzig,STGB-303,16.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8346,Sachbeschadigung,Leipzig,STGB-303,16.08.2019,Nicht zuzuordnen,0,CDU,14
8347,Sachbeschadigung,Leipzig,STGB-303,16.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8348,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8349,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8350,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8351,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8352,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8353,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8354,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8355,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8356,Sachbeschadigung,Leipzig,STGB-303,18.08.2019,Links,0,AfD,14
8357,Diebstahl,Leipzig,STGB-242,18.08.2019,Links,1,AfD,14
8358,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Links,2,CDU,14
8359,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Nicht zuzuordnen,0,FDP,14
8360,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8361,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8362,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Links,0,AfD,14
8363,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Links,0,AfD,14
8364,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Links,0,AfD,14
8365,Sachbeschadigung,Leipzig,STGB-303,20.08.2019,Links,0,AfD,14
8366,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8367,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8368,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8369,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Nicht zuzuordnen,0,GRÜNE,14
8370,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Links,0,AfD,14
8371,Sachbeschadigung,Leipzig,STGB-303,21.08.2019,Links,0,AfD,14
8372,Sachbeschadigung,Leipzig,STGB-303,22.08.2019,Links,1,AfD,14
8373,Sachbeschadigung,Leipzig,STGB-303,22.08.2019,Links,0,Sonstige,14
8374,Sachbeschadigung,Leipzig,STGB-303,22.08.2019,Links,0,Sonstige,14
8375,Sachbeschadigung,Leipzig,STGB-303,22.08.2019,Nicht zuzuordnen,0,CDU,14
8376,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Nicht zuzuordnen,0,CDU,14
8377,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,CDU,14
8378,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8379,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8380,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8381,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8382,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8383,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Links,0,AfD,14
8384,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Nicht zuzuordnen,0,CDU,14
8385,Sachbeschadigung,Leipzig,STGB-303,23.08.2019,Nicht zuzuordnen,0,CDU,14
8386,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Nicht zuzuordnen,0,SPD,14
8387,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Rechts,0,SPD,14
8388,Korperverletzung,Leipzig,STGB-223,24.08.2019,Links,0,AfD,14
8389,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Links,0,AfD,14
8390,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Links,0,AfD,14
8391,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Links,0,AfD,14
8392,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Links,0,AfD,14
8393,Sachbeschadigung,Leipzig,STGB-303,25.08.2019,Links,1,CDU,14
8394,Sachbeschadigung,Leipzig,STGB-303,25.08.2019,Nicht zuzuordnen,0,CDU,14
8395,Sachbeschadigung,Leipzig,STGB-303,27.08.2019,Links,0,AfD,14
8396,Sachbeschadigung,Leipzig,STGB-303,27.08.2019,Links,0,AfD,14
8397,Sachbeschadigung,Leipzig,STGB-303,27.08.2019,Links,0,AfD,14
8398,Sachbeschadigung,Leipzig,STGB-303,27.08.2019,Links,0,AfD,14
8399,Sachbeschadigung,Leipzig,STGB-303,29.08.2019,Nicht zuzuordnen,0,SPD,14
8400,Sachbeschadigung,Leipzig,STGB-303,06.09.2019,Nicht zuzuordnen,0,FDP,14
8401,Sachbeschadigung,Leipzig,STGB-303,08.09.2019,Nicht zuzuordnen,0,CDU,14
8402,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Leipzig,Â§ 86a StGB,28.10.2019,Rechts,0,SPD,14
8403,Besonders schwerer Fall des Diebstahls,Leipzig,Â§ 243 StGB,18.11.2019,Links,0,AfD,14
8404,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Leipzig,Â§ 86a StGB,28.10.2019,Rechts,0,SPD,14
8405,Verleumdung,Leipzig,Â§ 187 StGB,30.10.2019,Links,0,AfD,14
8406,Verleumdung,Leipzig,Â§ 187 StGB,30.10.2019,Links,0,AfD,14
8407,Bedrohung,Leipzig,Â§ 241 StGB,09.11.2019,Rechts,0,SPD,14
8408,offentliche Aufforderung zu Straftaten,Leipzig,Â§ 111 StGB,18.11.2019,Links,0,Sonstige Partei,14
8409,Sachbeschadigung,Leipzig,STGB-303,03.08.2019,Nicht zuzuordnen,0,AfD,14
8410,Sachbeschadigung,Leipzig,STGB-303,05.08.2019,Links,0,CDU,14
8411,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Nicht zuzuordnen,0,CDU,14
8412,Sachbeschadigung,Leipzig,Â§ 303 StGB,10.05.2019,Rechts,0,GRÜNE,14
8413,Sachbeschadigung,Leipzig,Â§ 303 StGB,19.04.2019,Nicht zuzuordnen,0,CDU,14
8414,Sachbeschadigung,Leipzig,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,SPD,14
8415,Sachbeschadigung,Leipzig,Â§ 303 StGB,04.05.2019,Links,0,GRÜNE,14
8416,Sachbeschadigung,Leipzig,Â§ 303 StGB,05.05.2019,Links,0,SPD,14
8417,Sachbeschadigung,Leipzig,Â§ 303 StGB,06.05.2019,Links,0,AfD,14
8418,Sachbeschadigung,Leipzig,Â§ 303 StGB,10.05.2019,Rechts,0,SPD,14
8419,Sachbeschadigung,Leipzig,STGB-303,03.08.2019,Nicht zuzuordnen,0,AfD,14
8420,Sachbeschadigung,Leipzig,STGB-303,05.08.2019,Links,0,CDU,14
8421,Sachbeschadigung,Leipzig,STGB-303,05.08.2019,Rechts,0,CDU,14
8422,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Nicht zuzuordnen,0,AfD,14
8423,Sachbeschadigung,Leipzig,STGB-303,10.08.2019,Nicht zuzuordnen,0,SPD,14
8424,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Nicht zuzuordnen,0,CDU,14
8425,Sachbeschadigung,Leipzig,STGB-303,24.08.2019,Rechts,0,SPD,14
8426,Sachbeschadigung,Leipzig,STGB-303,25.08.2019,Links,1,AfD,14
8427,Sachbeschadigung,Leipzig,Â§ 303 StGB,10.05.2019,Rechts,0,SPD,14
8428,Sachbeschadigung,Leipzig,Â§ 303 StGB,19.04.2019,Nicht zuzuordnen,0,SPD,14
8429,Sachbeschadigung,Leipzig,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,GRÜNE,14
8430,Sachbeschadigung,Leipzig,Â§ 303 StGB,05.05.2019,Links,0,CDU,14
8431,Sachbeschadigung,Leipzig,Â§ 303 StGB,10.05.2019,Rechts,0,GRÜNE,14
8432,Sachbeschadigung,Leipzig,Â§ 303 StGB,19.04.2019,Nicht zuzuordnen,0,GRÜNE,14
8433,Sachbeschadigung,Leipzig,Â§ 303 StGB,05.05.2019,Links,0,GRÜNE,14
8434,Sachbeschadigung,Leipzig,Â§ 303 StGB,05.05.2019,Links,0,SPD,14
8435,,Leisel,,,,,,7
8436,Diebstahl,Leisnig,Â§ 242 StGB,18.05.2019,Nicht zuzuordnen,0,GRÜNE,14
8437,Sachbeschadigung,Leisnig,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,GRÜNE,14
8438,Korperverletzung,Leisnig,Â§ 223 StGB,21.05.2019,Links,1,Sonstige Partei,14
8439,Diebstahl,Leisnig,Â§ 242 StGB,15.05.2019,Links,0,Sonstige Partei,14
8440,Diebstahl,Leisnig,Â§ 242 StGB,18.05.2019,Nicht zuzuordnen,0,GRÜNE,14
8441,Sachbeschadigung,Leisnig,Â§ 303 StGB,18.05.2019,Links,0,Sonstige Partei,14
8442,Sachbeschadigung,Leisnig,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,GRÜNE,14
8443,Diebstahl,Leisnig,Â§ 242 StGB,23.05.2019,Links,0,AfD,14
8444,,Leitzweiler,,,,,,7
8445,,Leiwen,,,,,,7
8446,,Leizen,,,,,,13
8447,,Lelkendorf,,,,,,13
8448,,Lemberg,,,,,,7
8449,,Lembruch,,,,,,3
8450,,Lemforde,,,,,,3
8451,Bedrohung,Lemgo,Â§ 241 StGB,31.10.2019,Rechts,1,SPD,5
8452,,Lemgow,,,,,,3
8453,,Lemnitz,,,,,,16
8454,,Lemwerder,,,,,,3
8455,,Lengdorf,,,,,,9
8456,,Lengede,,,,,,3
8457,,Lengenbostel,,,,,,3
8458,,Lengenfeld,,,,,,14
8459,,Lengenwang,,,,,,9
8460,,Lengfeld,,,,,,16
8461,,Lenggries,,,,,,9
8462,,Lenne,,,,,,3
8463,,Lennestadt,,,,,,5
8464,,Lenningen,,,,,,8
8465,,Lensahn,,,,,,1
8466,,Lenterode,,,,,,16
8467,,Lentfohrden,,,,,,1
8468,,Lenting,,,,,,9
8469,,Lenzen (Elbe),,,,,,12
8470,,Lenzerwische,,,,,,12
8471,,Lenzkirch,,,,,,8
8472,,Leopoldshagen,,,,,,13
8473,,Leopoldshohe,,,,,,5
8474,,Leopoldsreuter Wald,,,,,,9
8475,,Letschin,,,,,,12
8476,,Lettweiler,,,,,,7
8477,,Leuchtenberg,,,,,,9
8478,,Leun,,,,,,6
8479,,Leuna,,,,,,15
8480,,Leupoldsgrun,,,,,,9
8481,Sachbeschadigung,Leutenberg,Â§ 303 StGB,08.10.2019,Nicht zuzuordnen,0,SPD,16
8482,Sachbeschadigung,Leutenberg,Â§ 303 StGB,22.10.2019,Links,0,AfD,16
8483,,Leuterod,,,,,,7
8484,,Leutershausen,,,,,,9
8485,,Leutesdorf,,,,,,7
8486,,Leutkirch im Allgau,,,,,,8
8487,,Levenhagen,,,,,,13
8488,Sachbeschadigung,Leverkusen,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,AfD,5
8489,Sachbeschadigung,Leverkusen,Â§ 303 StGB,11.05.2019,Nicht zuzuordnen,2,CDU,5
8490,Diebstahl,Leverkusen,Â§ 242 StGB,20.05.2019,Nicht zuzuordnen,0,AfD,5
8491,Sachbeschadigung,Leverkusen,Â§ 303 StGB,26.05.2019,Nicht zuzuordnen,0,AfD,5
8492,,Lewitzrand,,,,,,13
8493,,Lexgaard,,,,,,1
8494,,Lich,,,,,,6
8495,,Lichtenberg/Erzgeb.,,,,,,14
8496,,Lichtenborn,,,,,,7
8497,Diebstahl,Lichtenstein,STGB-242,24.08.2019,Links,0,AfD,8
8498,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lichtenstein,STGB-86A,24.08.2019,Links,0,AfD,8
8499,Diebstahl,Lichtenstein,STGB-242,24.08.2019,Links,0,AfD,8
8500,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lichtenstein,STGB-86A,24.08.2019,Links,0,AfD,8
8501,,Lichtenstein/Sa.,,,,,,14
8502,,Lichtentanne,,,,,,14
8503,,Lichtenwald,,,,,,8
8504,,Lichterfeld-Schacksdorf,,,,,,12
8505,,Liebenburg,,,,,,3
8506,,Liebenscheid,,,,,,7
8507,Volksverhetzung,Liebenwalde,Â§ 130 StGB,27.04.2019,Rechts,0,Sonstige Partei,12
8508,Sachbeschadigung,Lieberose,Â§ 303 StGB,28.04.2019,Rechts,0,SPD,12
8509,,Liebschutzberg,,,,,,14
8510,,Liebshausen,,,,,,7
8511,,Liebstadt,,,,,,14
8512,,Liederbach am Taunus,,,,,,6
8513,,Lieg,,,,,,7
8514,,Lienen,,,,,,5
8515,,Liepe,,,,,,12
8516,,Liepgarten,,,,,,13
8517,,Lierfeld,,,,,,7
8518,,Lierschied,,,,,,7
8519,,Liesenich,,,,,,7
8520,,Lieser,,,,,,7
8521,,Liessem,,,,,,7
8522,,Lieth,,,,,,1
8523,,Lietzen,,,,,,12
8524,,Lietzow,,,,,,13
8525,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lilienthal,Â§ 86a StGB,26.05.2019,Rechts,0,CDU,3
8526,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lilienthal,Â§ 86a StGB,26.05.2019,Rechts,0,SPD,3
8527,Sachbeschadigung,Limbach-Oberfrohna,STGB-303,28.09.2019,Links,0,AfD,14
8528,Beleidigung,Limbach-Oberfrohna,Â§ 185 StGB,01.10.2019,Rechts,1,SPD,14
8529,,Limburg a.d. Lahn,,,,,,6
8530,,Limburgerhof,,,,,,7
8531,,Limeshain,,,,,,6
8532,,Linau,,,,,,1
8533,,Linda b. Weida,,,,,,16
8534,,Lindach,,,,,,9
8535,Sachbeschadigung,Lindau,Â§ 303 StGB,18.04.2019,Links,1,AfD,1
8536,,Lindau (Bodensee),,,,,,9
8537,,Lindberg,,,,,,9
8538,,Lindenau,,,,,,12
8539,,Lindenberg i.Allgau,,,,,,9
8540,,Lindendorf,,,,,,12
8541,,Lindenfels,,,,,,6
8542,,Lindenkreuz,,,,,,16
8543,,Lindenschied,,,,,,7
8544,,Lindern (Oldenburg),,,,,,3
8545,,Lindetal,,,,,,13
8546,,Lindewerra,,,,,,16
8547,,Lindewitt,,,,,,1
8548,,Lindholz,,,,,,13
8549,,Lindhorst,,,,,,3
8550,,Lindig,,,,,,16
8551,,Lindlar,,,,,,5
8552,,Lindow (Mark),,,,,,12
8553,,Lindwedel,,,,,,3
8554,,Lingen (Ems),,,,,,3
8555,Diebstahl,Lingenfeld,Â§ 242 StGB,26.04.2019,Nicht zuzuordnen,0,CDU,7
8556,,Lingerhahn,,,,,,7
8557,,Linkenbach,,,,,,7
8558,Sachbeschadigung,Linkenheim-Hochstetten,Â§ 303 StGB,24.04.2019,Nicht zuzuordnen,0,GRÜNE,8
8559,,Linnich,,,,,,5
8560,,Linsburg,,,,,,3
8561,Diebstahl,Linsengericht,Â§ 242 StGB,26.04.2019,Nicht zuzuordnen,0,Sonstige Partei,6
8562,,Linthe,,,,,,12
8563,,Linz am Rhein,,,,,,7
8564,,Lippersdorf-Erdmannsdorf,,,,,,16
8565,,Lippetal,,,,,,5
8566,,Lipporn,,,,,,7
8567,,Lipprechterode,,,,,,16
8568,,Lippstadt,,,,,,5
8569,,Lirstal,,,,,,7
8570,,Lisberg,,,,,,9
8571,,Lissendorf,,,,,,7
8572,,List auf Sylt,,,,,,1
8573,,Litzendorf,,,,,,9
8574,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lobau,Â§ 86a StGB,19.04.2019,Rechts,0,CDU,14
8575,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lobau,Â§ 86a StGB,19.04.2019,Rechts,0,CDU,14
8576,Sachbeschadigung,Lobau,Â§ 303 StGB,01.11.2019,Links,0,AfD,14
8577,,Lobbach,,,,,,8
8578,,Loberschutz,,,,,,16
8579,,Lobichau,,,,,,16
8580,,Lochgau,,,,,,8
8581,,Lochum,,,,,,7
8582,Sachbeschadigung,Locknitz,Â§ 303 StGB,18.05.2019,Links,0,Sonstige Partei,13
8583,,Lockstedt,,,,,,1
8584,,Loddin,,,,,,13
8585,,Lodla,,,,,,16
8586,,Lof,,,,,,7
8587,,Loffenau,,,,,,8
8588,,Loffingen,,,,,,8
8589,,Lohbarbek,,,,,,1
8590,,Lohberg,,,,,,9
8591,,Lohe-Fohrden,,,,,,1
8592,,Lohe-Rickelshof,,,,,,1
8593,,Lohfelden,,,,,,6
8594,,Lohheide,,,,,,3
8595,,Lohkirchen,,,,,,9
8596,,Lohma,,,,,,16
8597,,Lohmar,,,,,,5
8598,,Lohme,,,,,,13
8599,,Lohnberg,,,,,,6
8600,Verleumdung,Lohne,Â§ 187 StGB,16.05.2019,Links,0,AfD,5
8601,,Lohne (Oldenburg),,,,,,3
8602,,Lohnsfeld,,,,,,7
8603,,Lohnweiler,,,,,,7
8604,,Lohr a.Main,,,,,,9
8605,,Lohra,,,,,,6
8606,,Lohrheim,,,,,,7
8607,,Lohsa / Łaz,,,,,,14
8608,,Loiching,,,,,,9
8609,,Loissin,,,,,,13
8610,,Loit,,,,,,1
8611,,Loitsche-Heinrichsberg,,,,,,15
8612,,Loitz,,,,,,13
8613,,Loitzendorf,,,,,,9
8614,,Lollar,,,,,,6
8615,,Lollbach,,,,,,7
8616,,Lollschied,,,,,,7
8617,Sachbeschadigung,Lommatzsch,STGB-303,28.07.2019,Nicht zuzuordnen,0,FDP,14
8618,Sachbeschadigung,Lommatzsch,STGB-303,29.07.2019,Nicht zuzuordnen,0,CDU,14
8619,Sachbeschadigung,Lommatzsch,STGB-303,05.08.2019,Nicht zuzuordnen,0,CDU,14
8620,Sachbeschadigung,Lommatzsch,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
8621,Sachbeschadigung,Lommatzsch,STGB-303,28.07.2019,Nicht zuzuordnen,0,FDP,14
8622,Sachbeschadigung,Lommatzsch,STGB-303,29.07.2019,Nicht zuzuordnen,0,CDU,14
8623,Sachbeschadigung,Lommatzsch,STGB-303,05.08.2019,Nicht zuzuordnen,0,CDU,14
8624,Sachbeschadigung,Lommatzsch,STGB-303,12.08.2019,Nicht zuzuordnen,0,CDU,14
8625,,Longen,,,,,,7
8626,,Longkamp,,,,,,7
8627,,Longuich,,,,,,7
8628,Sachbeschadigung,Loningen,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,Sonstige Partei,3
8629,Sachbeschadigung,Loningen,Â§ 303 StGB,01.06.2019,Links,0,AfD,3
8630,,Lonnerstadt,,,,,,9
8631,,Lonnig,,,,,,7
8632,,Lonsee,,,,,,8
8633,,Lonsheim,,,,,,7
8634,,Looft,,,,,,1
8635,,Loop,,,,,,1
8636,,Loose,,,,,,1
8637,,Loptin,,,,,,1
8638,Sachbeschadigung,Lorrach,Â§ 303 StGB,01.05.2019,Nicht zuzuordnen,0,AfD,8
8639,Sachbeschadigung,Lorrach,Â§ 303 StGB,05.05.2019,Rechts,0,GRÜNE,8
8640,Beleidigung,Lorrach,Â§ 185 StGB,01.10.2019,Nicht zuzuordnen,1,SPD,8
8641,,Lorsch,,,,,,6
8642,,Lorscheid,,,,,,7
8643,,Lorup,,,,,,3
8644,,Lorzweiler,,,,,,7
8645,,Losheim am See,,,,,,10
8646,,Losnich,,,,,,7
8647,,Lossatal,,,,,,14
8648,,Lossburg,,,,,,8
8649,,Lossnitz,,,,,,14
8650,,Lotte,,,,,,5
8651,,Lottorf,,,,,,1
8652,,Lottstetten,,,,,,8
8653,,Lotzbeuren,,,,,,7
8654,Sachbeschadigung,Lowenberger Land,Â§ 303 StGB,09.04.2019,Rechts,0,SPD,12
8655,Diebstahl,Lowenberger Land,Â§ 242 StGB,14.04.2019,Rechts,0,SPD,12
8656,Diebstahl,Lowenberger Land,Â§ 242 StGB,17.04.2019,Rechts,0,SPD,12
8657,Diebstahl,Lowenberger Land,Â§ 242 StGB,21.04.2019,Rechts,0,SPD,12
8658,Sachbeschadigung,Lowenberger Land,Â§ 303 StGB,27.04.2019,Rechts,0,GRÜNE,12
8659,Sachbeschadigung,Lowenberger Land,Â§ 303 StGB,30.04.2019,Links,0,FDP,12
8660,Sachbeschadigung,Lowenberger Land,Â§ 303 StGB,30.04.2019,Rechts,0,SPD,12
8661,Diebstahl,Lowenberger Land,Â§ 242 StGB,02.05.2019,Rechts,0,SPD,12
8662,,Lowenstedt,,,,,,1
8663,,Lowenstein,,,,,,8
8664,,Loxstedt,,,,,,3
8665,,Lubbecke,,,,,,5
8666,,Lubben (Spreewald) / Lubin (Błota),,,,,,12
8667,,Lubbenau/Spreewald / Lubnjow/Błota,,,,,,12
8668,,Lubberstedt,,,,,,3
8669,,Lubberstorf,,,,,,13
8670,,Lubbow,,,,,,3
8671,Sachbeschadigung,Lubeck,STG B-303,12.07.2019,Links,0,AfD,1
8672,Sachbeschadigung,Lubeck,STGB-303,23.07.2019,Links,0,AfD,1
8673,Beleidigung,Lubeck,STGB-185,27.09.2019,Links,0,Sonstige,1
8674,Androhung von Straftaten,Lubeck,Â§ 126 StGB,02.04.2019,Rechts,0,SPD,1
8675,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,22.04.2019,Rechts,0,SPD,1
8676,Brandstiftung,Lubeck,Â§ 306 StGB,20.05.2019,Links,0,AfD,1
8677,Beleidigung,Lubeck,Â§ 185 StGB,23.05.2019,Links,4,AfD,1
8678,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,22.04.2019,Rechts,0,SPD,1
8679,Sachbeschadigung,Lubeck,STGB-303,12.07.2019,Links,0,AfD,1
8680,Sachbeschadigung,Lubeck,STGB-303,23.07.2019,Links,0,AfD,1
8681,Beleidigung,Lubeck,STGB-185,27.09.2019,Links,0,Sonstige,1
8682,Sachbeschadigung,Lubeck,Â§ 303 StGB,11.10.2019,Links,0,Sonstige Partei,1
8683,Sachbeschadigung,Lubeck,Â§ 303 StGB,14.10.2019,Links,0,AfD,1
8684,Sachbeschadigung,Lubeck,Â§ 303 StGB,27.10.2019,Links,0,AfD,1
8685,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,11.10.2019,Links,0,AfD,1
8686,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,14.10.2019,Links,0,AfD,1
8687,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,27.10.2019,Links,0,AfD,1
8688,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,03.11.2019,Links,0,AfD,1
8689,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Lubeck,Â§ 86a StGB,19.11.2019,Links,0,Sonstige Partei,1
8690,,Lubesse,,,,,,13
8691,,Lublow,,,,,,13
8692,,Lubmin,,,,,,13
8693,,Lubow,,,,,,13
8694,,Lubs,,,,,,13
8695,Sachbeschadigung,Lubstorf,Â§ 303 StGB,11.05.2019,Links,0,AfD,13
8696,Sachbeschadigung,Lubtheen,Â§ 303 StGB,18.05.2019,Links,1,AfD,13
8697,Sachbeschadigung,Lubz,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,0,SPD,13
8698,,Luchow,,,,,,1
8699,,Luchow (Wendland),,,,,,3
8700,Sachbeschadigung,Lucka,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,SPD,16
8701,,Luckaitztal,,,,,,12
8702,,Luckau,,,,,,12
8703,,Luckau (Wendland),,,,,,3
8704,,Luckenbach,,,,,,7
8705,,Luckenburg,,,,,,7
8706,Sachbeschadigung,Luckenwalde,STGB-303,11.07.2019,Links,0,AfD,12
8707,Sachbeschadigung,Luckenwalde,STGB-303,20.07.2019,Links,0,AfD,12
8708,Sachbeschadigung,Luckenwalde,STGB-303,30.07.2019,Links,0,AfD,12
8709,Sachbeschadigung,Luckenwalde,STGB-303,14.07.2019,Links,0,AfD,12
8710,Sachbeschadigung,Luckenwalde,STGB-303,17.07.2019,Links,0,AfD,12
8711,Sachbeschadigung,Luckenwalde,STGB-303,20.07.2019,Links,0,AfD,12
8712,Diebstahl,Luckenwalde,STGB-242,22.07.2019,Links,0,AfD,12
