day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
16.11.2019;Albstadt;0;Links;§ 240 StGB;Notigung;AfD;;;;;;
17.11.2019;Schwabisch;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;Gmund;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
18.11.2019;Ebersbach;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
18.11.2019;Schwerin;1;Links;KUG;KUG;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
18.11.2019;Schwerin;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
18.11.2019;Hannover;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;SPD;;;;;;
18.11.2019;Leipzig;0;Links;§ 111 StGB;Offentliche;Sonstige Partei;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
19.11.2019;Lubeck;0;Links;§ 86a StGB;Verwenden von;Sonstige Partei;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
20.11.2019;Berlin;0;Rechts;§ 241 StGB;Bedrohung;Die Linke;;;;;;
20.11.2019;Dresden;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU;;;;;;
21.11.2019;Berlin;0;Links;§ 188 StGB;Uble Nachrede und;AfD;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
21.11.2019;G6ttingen;0;Rechts;§ 90b StGB;Verfassungsfeindliche;CDU;;;;;;
;;;;;VerungEimpfung von;;;;;;;
;;;;;Verfassungsorganen;;;;;;;
22.11.2019;Hagen;0;Nicht zuzuordnen;§ 188 StGB;Oble Nachrede und;keine Angabe;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
22.11.2019;Chemnitz;1;Rechts;§ 241 StGB;Bedrohung;CDU;;;;;;
23.11.2019;Hamburg;1;Nicht zuzuordnen;§ 185 StGB;Beleidigung;AfD;;;;;;
23.11.2019;Schwerin;1;Links;KUG;KUG;AfD;;;;;;
23.11.2019;Geesthacht;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
24.11.2019;Brandenburg;1;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
24.11.2019;Attendorn;0;Rechts;§ 241 StGB;Bedrohung;keine Angabe;;;;;;
25.11.2019;Schwerin;1;Links;§ 223 StGB;Korperverletzung;AfD;;;;;;
25.11.2019;Gorlitz;1;Links;§ 241 StGB;Bedrohung;AfD;;;;;;
25.11.2019;Konigsfeld;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;Bilindnis 90/Die Grilinen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
26.11.2019;Berlin;1;Links;§ 130 StGB;Volksverhetzung;AfD;;;;;;
26.11.2019;Herrenberg;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
27.11.2019;Berlin;0;Rechts;§ 130 StGB;Volksverhetzung;Biindnis 90/Die GrEinen;;;;;;
27.11.2019;Northeim;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
27.11.2019;Gifhorn;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
27.11.2019;Hannover;0;Rechts;§ 86a StGB;Verwenden von;Bundnis 90/Die Grunen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
29.11.2019;Lutherstadt;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;Wittenberg;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
29.11.2019;Bayreuth;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
29.11.2019;Hamburg;1;Nicht zuzuordnen;§ 130 StGB;Volksverhetzung;AfD;;;;;;
30.11.2019;Braunschweig;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
30.11.2019;Braunschweig;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
01.12.2019;Berlin;0;Links;PRESSEG;PRESSEG;AfD;;;;;;
01.12.2019;Gottingen;0;Nicht zuzuordnen;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
02.12.2019;Strausberg;1;Rechts;§ 241 StGB;Bedrohung;Bundnis 90/Die Grunen;;;;;;
02.12.2019;Berlin;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
02.12.2019;Jockgrim;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
04.12.2019;Dresden;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
06.12.2019;Neubrandenburg;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
06.12.2019;Heide;0;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.12.2019;Naunhof;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
08.12.2019;Murnau;0;Links;§ 241 StGB;Bedrohung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
09.12.2019;Munchen;0;Rechts;§ 185 StGB;Beleidigung;keine Angabe;;;;;;
10.12.2019;Lobnitz an der;2;Links;§ 185 StGB;Beleidigung;keine Angabe;;;;;;
;Linde;;;;;;;;;;;
12.12.2019;Buxtehude;1;Links;§ 187 StGB;Verleumdung;AfD;;;;;;
13.12.2019;Aschaffenburg;0;Nicht zuzuordnen;§ 243 StGB;Besonders schwerer Fall;SPD;;;;;;
;;;;;des Diebstahl;;;;;;;
14.12.2019;Mainz;0;Links;§ 241 StGB;Bedrohung;AfD;;;;;;
15.12.2019;Wilhelmshaven;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
15.12.2019;Riesa;1;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
16.12.2019;Hamburg;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Die Linke;;;;;;
16.12.2019;Ludwigshafen;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;;;;;;
16.12.2019;Reinholterode;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bundnis 90/Die Grunen;CDU;;;;;
;;;;;;;;;;;;
16.12.2019;Eisenach;1;Rechts;§ 188 StGB;(l*ble Nachrede and;Die Linke;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
17.12.2019;Berlin;0;Rechts;§ 86a StGB;Verwenden von;Bundnis 90/Die Grunen;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisation en;;;;;;;
18.12.2019;Bernau;0;Links;§ 187 StGB;Verleumdung;AfD;;;;;;
18.12.2019;Berlin;0;Rechts;§ 185 StGB;Beleidigung;Die Linke;;;;;;
18.12.2019;Schwabach;1;Nicht zuzuordnen;§ 241 StGB;Bedrohung;CSU;;;;;;
18.12.2019;Volkmarsen;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
18.12.2019;G6ttingen;1;Nicht zuzuordnen;§ 241 StGB;Bedrohung;SPD;;;;;;
18.12.2019;Jockgrim;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
19.12.2019;Potsdam;6;Links;§ 224 StGB;Gefahrliche;AfD;;;;;;
;;;;;Korperverletzung;;;;;;;
19.12.2019;Halle;0;Nicht zuzuordnen;§ 223 StGB;Korperverletzung;keine Angabe;;;;;;
20.12.2019;Munchen;0;Links;§ 241 StGB;Bedrohung;CSU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
20.12.2019;Jena;0;Rechts;§ 185 StGB;Beleidigung;CDU;;;;;;
23.12.2019;Essen;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
24.12.2019;Grimmen;0;Rechts;§ 130 StGB;Volksverhetzung;Biindnis 90/Die Griinen;;;;;;
24.12.2019;Grimmen;0;Rechts;§ 130 StGB;Volksverhetzung;Biindnis 90/Die Grunen;;;;;;
25.12.2019;Schwerin;1;Links;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
26.12.2019;Schwerin;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
27.12.2019;Kossa;1;Rechts;§ 185 StGB;Beleidigung;Biindnis 90/Die Griinen;;;;;;
29.12.2019;Bingen;0;Links;§ 304 StGB;Gerneinschadliche;CDU;;;;;;
;;;;;Sachbeschadigung;;;;;;;
30.12.2019;Dresden;0;Links;§ 306a StGB;Schwere Brandstiftung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV';Phanomenbereich;Zahldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
01.10.2019;Sonneberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
02.10.2019;Schonau;1;Nicht zuzuordnen;§ 242 StGB;Diebstahl;ohne Angabe;;;;;;
02.10.2019;Bad Colberg-;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
;Heldburg;;;;;;;;;;;
02.10.2019;Greiz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;ohne Angabe;;;;;;
02.10.2019;Dollstadt;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
02.10.2019;Dollstadt;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
03.10.2019;SchloBvippach;2;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
03.10.2019;Gotha;0;Links;§ 303 StGB;Sachbeschadigung;AfD;SPD;Sonstige Partei;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
04.10.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;ohne Angabe;;;;;;
04.10.2019;Hamburg;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
04.10.2019;Reurieth;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
04.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
04.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
04.10.2019;Grafenhain;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
04.10.2019;Georgenthal;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
04.10.2019;Tambach-Dietharz;0;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
04.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
04.10.2019;Veilsdorf;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
04.10.2019;Kahla;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
04.10.2019;Waltershausen;2;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
04.10.2019;Straufhain;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
05.10.2019;Rudolstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Grill-len;SPD;Sonstige Partei;FDP;Die Linke;CDU;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
05.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
05.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
05.10.2019;Eisenach;0;Links;§ 111 StGB;Offentliche;CDU;;;;;;
;;;;;Aufforderung zu;;;;;;;
;;;;;Straftaten;;;;;;;
06.10.2019;Leinefelde-Worbis;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
06.10.2019;Ranis;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
06.10.2019;Ranis;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
06.10.2019;Ranis;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
06.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
06.10.2019;Jena;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
06.10.2019;Berga;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
07.10.2019;Mainz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die GI-Linen;;;;;;
07.10.2019;Mainz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Griinen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.10.2019;Nahetal-Waldau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
;;;;;;Bundnis 90/Die GrCinen;;;;;;
07.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
07.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
07.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
07.10.2019;Tanna;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
;;;;;;SPD;;;;;;
;;;;;;Bandnis 90/Die Grtlinen;;;;;;
;;;;;;Die Linke;;;;;;
07.10.2019;Tanna;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
07.10.2019;Tanna;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Biindnis 90/Die Grunen;;;;;;
07.10.2019;Tanna;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
07.10.2019;Kranichfeld;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
08.10.2019;Leutenberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
08.10.2019;GroBengottern;0;Links;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
08.10.2019;Nordhausen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
09.10.2019;Rositz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
09.10.2019;Foritz;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
09.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
09.10.2019;Hohenstein;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.10.2019;Vogelsberg;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
10.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;AfD;Die Linke;;;;;
;;;;;;;;;;;;
10.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
10.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
10.10.2019;Bad Salzungen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
10.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
10.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
10.10.2019;Erfurt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;SPD;Bundnis 90/Die GrLinen;Die Linke;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
10.10.2019;Hermsdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
11.10.2019;Dingelstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbesch5digung;Die Linke;;;;;;
11.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
11.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
11.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
;;;;;;;;;;;;
11.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
11.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
11.10.2019;Sondershausen;0;Links;§ 303 StGB;Sachbeschadigung;AfD;FDP;;;;;
;;;;;;;;;;;;
11.10.2019;Mulverstedt;1;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
12.10.2019;Hamburg;4;Auslandische Ideologie;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
12.10.2019;Rudolstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;FDP;;;;;;
12.10.2019;Erfurt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
12.10.2019;Jena;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
12.10.2019;Sondershausen;0;Links;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
12.10.2019;Eisenach;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
13.10.2019;Hannover;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV';Phanomenbereich;Zahldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
13.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
13.10.2019;Greiz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
13.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
13.10.2019;Sondershausen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
13.10.2019;Rudolstadt;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;Sonstige Partei;Die Linke;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
13.10.2019;Jena;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
13.10.2019;Kraftsdorf;0;Links;§ 303 StGB;Sachbeschadigung;AfD;Bundnis 90/Die Grunen;;;;;
;;;;;;;;;;;;
14.10.2019;Halle;0;Rechts;§ 188 StGB;Uble Nachrede and;Die Linke;;;;;;
;;;;;Verleumdung gegen;;;;;;;
;;;;;Personen des;;;;;;;
;;;;;politischen Lebens;;;;;;;
14.10.2019;Hamburg;1;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
14.10.2019;Hamburg;1;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
14.10.2019;PoRneck;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
14.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
14.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
14.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
14.10.2019;Stimmerda;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
14.10.2019;Gerstungen;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
15.10.2019;Hannover;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;Sonstige Partei;;;;;
;;;;;;;;;;;;
15.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
15.10.2019;Weimar;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
15.10.2019;Bad Klosterlausnitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;AfD;SPD;CDU;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
16.10.2019;Hamburg;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
16.10.2019;Gera;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;;;;;;
16.10.2019;Herbsleben;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
16.10.2019;Rudolstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;ohne Angabe;;;;;;
16.10.2019;Weimar;0;Rechts;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
16.10.2019;Gotha;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
16.10.2019;Mackenrode;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
16.10.2019;Sundhausen;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
17.10.2019;Havelberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
17.10.2019;Gelsenkirchen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
17.10.2019;Gera;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
17.10.2019;Rudolstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;ohne Angabe;;;;;;
17.10.2019;Gebesee;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;Bundnis 90/Die Griinen;;;;;
;;;;;;;;;;;;
17.10.2019;Herbsleben;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Bundnis 90/Die Griinen;;;;;;
17.10.2019;Weimar;1;Links;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
17.10.2019;Walschleben;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
17.10.2019;Bad Tennstedt;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
18.10.2019;Altenburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
18.10.2019;Altenburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;Die Linke;;;;;;
18.10.2019;Herbsleben;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
18.10.2019;Weimar;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;SPD;;;;;;
18.10.2019;Leinefelde-Worbis;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;;;;;;
18.10.2019;Erfurt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschadigung;CDU;SPD;Bundnis 90/Die Granen;Die Linke;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
18.10.2019;Altenburg;0;Links;§ 303 StGB;Sachbeschadigung;FDP;;;;;;
18.10.2019;Marth;0;Links;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
18.10.2019;Marth;0;Links;§ 303 StGB;Sachbeschadigung;AfD;;;;;;
18.10.2019;Heilbad;0;Links;§ 303 StGB;Sachbeschadigung;Sonstige Partei;;;;;;
;Heiligenstadt;;;;;;;;;;;
18.10.2019;Bleicherode;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
