day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
06.05.2019;Fürth;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
06.05.2019;Bad Kötzting;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Rimbach;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Arnschwang;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
06.05.2019;Steffenshagen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Güstrow;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
06.05.2019;Wusterhusen;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
06.05.2019;Greifswald;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
06.05.2019;Syke;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Landesbergen;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
06.05.2019;Stade;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Oldenburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
06.05.2019;Dahlenburg;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
06.05.2019;Syke;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Stadthagen;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
06.05.2019;Hagen;0;Rechts;§ 130 StGB;Volksverhetzung;Person;;;;;;
;;;;;;Bündnis 90/Die Grünen;;;;;;
06.05.2019;Wadersloh;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Bottrop;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
06.05.2019;Flensburg;0;Nicht zuzuordnen;§ 248a StGB;Diebstahl und;Bündnis 90/Die Grünen;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
06.05.2019;Wentorf;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Pinneberg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Kleinblittersdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;rf;;;;;;;;;;;
06.05.2019;Stollberg;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
06.05.2019;Radeberg;0;Links;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;SPD;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
06.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;Die Linke;AfD;;;;;
;;;;;;;;;;;;
06.05.2019;Oelsnitz;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
06.05.2019;Plauen;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
06.05.2019;Zwickau;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Zwickau;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Zwickau;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Dresden;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
06.05.2019;Chemnitz;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
06.05.2019;Chemnitz;0;Links;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
06.05.2019;Pulsnitz;0;Rechts;§ 86a StGB;Verwenden von;Die Linke;;;;;;
;;;;;Kennzeichen;Person;;;;;;
;;;;;verfassungswidriger;Parteirepräsentant/Parteimit;;;;;;
;;;;;Organisationen;glied;;;;;;
06.05.2019;Wurzen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
06.05.2019;Bad Düben;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
06.05.2019;Hoyerswerda;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
06.05.2019;Jöhstadt;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Großröhrsdorf;1;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Dresden;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
06.05.2019;Augustusburg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
06.05.2019;Weimar;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
06.05.2019;Kloster Veßra;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
06.05.2019;Kloster Veßra;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
06.05.2019;Bad Lobenstein;0;Rechts;§ 86a StGB;Verwenden von;CDU;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
06.05.2019;Weimar;0;Links;§ 303 StGB;Sachbeschädigung;Die Linke;AfD;SPD;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
06.05.2019;Saalfeld;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
06.05.2019;Schleiz;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Dessau-Roßlau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
07.05.2019;Allstedt;0;Rechts;§ 303 StGB;Sachbeschädigung;CDU;Bündnis 90/Die Grünen;;;;;
;;;;;;;;;;;;
07.05.2019;Bad Dürrenberg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
;;;;;;;;;;;;
07.05.2019;Zehdenick;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Zehdenick;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
07.05.2019;Zehdenick;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
07.05.2019;Zehdenick;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
07.05.2019;Erkner;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
07.05.2019;Rietz-Neuendorf;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
07.05.2019;Zehdenick;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
07.05.2019;Groß Pankow;0;Nicht zuzuordnen;§ 240 StGB;Nötigung;Sonstige Partei;;;;;;
07.05.2019;Templin;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
07.05.2019;Stahnsdorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Nauen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
07.05.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Heilbronn;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Schwäbisch Gmünd;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
07.05.2019;Stuttgart;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
07.05.2019;Pforzheim;0;Rechts;§ 86a StGB;Verwenden von;CSU;Die Linke;CDU;Bündnis 90/Die Grünen;FDP;SPD;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.05.2019;Sindelfingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
07.05.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
07.05.2019;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
07.05.2019;Ingolstadt;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Aschaffenburg;0;Links;§ 303 StGB;Sachbeschädigung;CSU;;;;;;
07.05.2019;Neumarkt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;AfD;CSU;FDP;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.05.2019;Nürnberg;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;München;2;Links;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
07.05.2019;Langenzenn;0;Links;§ 248a StGB;Diebstahl und;Sonstige Partei;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
07.05.2019;Korbach;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.05.2019;Idstein;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
07.05.2019;Hamburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
07.05.2019;Ludwigslust;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;SPD;Bündnis 90/Die Grünen;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.05.2019;Strasburg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Greifswald;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.05.2019;Waren;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
07.05.2019;Rostock;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;;SPD;;;;;;
07.05.2019;Hannover;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Weener;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
07.05.2019;Düsseldorf;0;Rechts;§ 86a StGB;Verwenden von;AfD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.05.2019;Bocholt;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU;SPD;;;;;
;;;;;;;;;;;;
07.05.2019;Bocholt;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CDU;SPD;;;;;
;;;;;;;;;;;;
07.05.2019;Bocholt;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Die Linke;CDU;SPD;Bündnis 90/Die Grünen;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.05.2019;Vallendar;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
07.05.2019;Schönenberg-Kübelberg;0;Rechts;§ 86a StGB;Verwenden von;CDU;SPD;;;;;
;Kübelberg;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.05.2019;Rennerod;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Koblenz;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Kiel;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Rendsburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Chemnitz;6;Links;§ 303 StGB;Sachbeschädigung;Die Linke;AfD;Sonstige Partei;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
07.05.2019;Stollberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Zwickau;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Chemnitz;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
07.05.2019;Leipzig;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Chemnitz;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Chemnitz;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
07.05.2019;Wurzen;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
07.05.2019;Annaberg-Buchholz;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
;;;;;;;;;;;;
07.05.2019;Langebrück;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Hohndorf;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
07.05.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
07.05.2019;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
07.05.2019;Sondershause;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;n;;;;;;;;;;;
07.05.2019;Wingerode;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
07.05.2019;Neustadt;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
07.05.2019;Schleiz;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Halle;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
08.05.2019;Zerbst;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Gransee;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
08.05.2019;Frankfurt;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
08.05.2019;Eppingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Rust;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
08.05.2019;Heilbronn;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
08.05.2019;Eppingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Heilbronn;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
08.05.2019;Eppingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Stuttgart;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
08.05.2019;Eppingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Heidelberg;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
08.05.2019;Regensburg;1;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Füssen;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Kassel;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
08.05.2019;Haunetal;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
08.05.2019;Wismar;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Rostock;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
08.05.2019;Tessin;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
08.05.2019;Grevesmühlen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
08.05.2019;Bad Pyrmont;0;Links;§ 303 StGB;Sachbeschädigung;FDP;;;;;;
08.05.2019;Bad Fallingbostel;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;AfD;;;;;
;;;;;;;;;;;;
08.05.2019;Uelzen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
08.05.2019;Oerlinghausen;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Gescher;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
08.05.2019;Marl;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
08.05.2019;Vallendar;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD;;;;;;
08.05.2019;Speyer;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
08.05.2019;Ramstein-Miesenbach;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;;;;;;
;;;;;;;;;;;;
08.05.2019;Oelsnitz;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
08.05.2019;Grimma;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
08.05.2019;Wurzen;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
08.05.2019;Grimma;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke;;;;;;
08.05.2019;Döbeln;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke;CDU;FDP;SPD;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
08.05.2019;Olbernhau;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CDU;;;;;;
08.05.2019;Kloster Veßra;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
09.05.2019;Wittenberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;;;;;;;;;;;;
09.05.2019;Wittenberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
;Wittenberg;;;;;;;;;;;
09.05.2019;Oberkrämer;0;Rechts;§ 242 StGB;Diebstahl;Die Linke;;;;;;
09.05.2019;Brandenburg;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Brandenburg;2;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
09.05.2019;Zossen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;SPD;Sonstige Partei;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
09.05.2019;Kleinmachnow;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP;SPD;;;;;
;;;;;;;;;;;;
09.05.2019;Berlin;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Berlin;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Berlin;0;Rechts;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Mosbach;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Ulm;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
09.05.2019;Aichtal;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Grenzach-Wyhlen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
09.05.2019;Birkenfeld;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
09.05.2019;Heidelberg;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU;FDP;Sonstige Partei;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
09.05.2019;Nußloch;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
09.05.2019;Rechberghaus;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
;en;;;;;;;;;;;
09.05.2019;Heidelberg;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Würzburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Hamburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD;;;;;;
09.05.2019;Sassnitz;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Wesenberg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Die Linke;AfD;;;;;
;;;;;;;;;;;;
09.05.2019;Gadebusch;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Celle;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Duderstadt;0;Links;§ 185 StGB;Beleidigung;AfD;;;;;;
09.05.2019;Oyten;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
09.05.2019;Hannover;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
09.05.2019;Heimbach;1;Links;§ 304 StGB;Gemeinschädliche;AfD;;;;;;
;;;;;Sachbeschädigung;;;;;;;
09.05.2019;Mülheim;0;Rechts;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Rheine;1;Rechts;§ 86a StGB;Verwenden von;CDU;SPD;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
09.05.2019;Oer-Erkenschwick;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei;;;;;;
;;;;;;;;;;;;
09.05.2019;Wuppertal;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen;;;;;;
09.05.2019;Mommenheim;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Kandel;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei;;;;;;
;;;;;;;;;;;;
09.05.2019;Herdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Herdorf;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Wadgassen;0;Rechts;§ 86a StGB;Verwenden von;SPD;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
;;;;;Organisationen;;;;;;;
09.05.2019;Niederdorf;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
09.05.2019;Leipzig;1;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Hoyerswerda;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Dresden;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei;;;;;;
09.05.2019;Radebeul;0;Links;§ 248a StGB;Diebstahl und;AfD;;;;;;
;;;;;Unterschlagung;;;;;;;
;;;;;geringwertiger Sachen;;;;;;;
09.05.2019;Annaberg-Buchholz;0;Links;§ 242 StGB;Diebstahl;AfD;;;;;;
;;;;;;;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
09.05.2019;Leipzig;0;Links;§ 303 StGB;Sachbeschädigung;AfD;;;;;;
