,size,pop,pop_male,pop_female,density,plz,longitude,latitude,travel_sig,degree_of_urban
4278,"57,05",2566.0,1281.0,1285.0,45.0,36214.0,"9,933261","51,013774",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4280,"64,8",3009.0,1592.0,1417.0,46.0,36286.0,"9,570654","50,917119",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4282,"64,16",5333.0,2670.0,2663.0,83.0,36272.0,"9,605239","50,800576",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4284,"21,31",4072.0,2074.0,1998.0,191.0,36269.0,"10,005007","50,842704",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4286,"37,63",2339.0,1158.0,1181.0,62.0,36217.0,"9,859555","50,947739",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4288,"79,97",14555.0,7262.0,7293.0,182.0,36199.0,"9,724701","50,996422",Waldhessen (Hersfeld-Rotenburg),mittlere Besiedlungsdichte
4290,"63,75",4348.0,2186.0,2162.0,68.0,36277.0,"9,845903","50,819098",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4292,"39,93",4930.0,2451.0,2479.0,123.0,36208.0,"10,032108","50,950096",Waldhessen (Hersfeld-Rotenburg),gering besiedelt
4295,"18,03",7965.0,3887.0,4078.0,442.0,34292.0,"9,393523","51,366434",Kassel- Land,mittlere Besiedlungsdichte
4297,"14,85",3644.0,1815.0,1829.0,245.0,34385.0,"9,453624","51,643844",Kassel- Land,gering besiedelt
4299,"38,27",27755.0,13403.0,14352.0,725.0,34225.0,"9,415659","51,254184",Kassel- Land,dicht besiedelt
4301,"40,5",3521.0,1780.0,1741.0,87.0,34479.0,"9,185123","51,41625",Kassel- Land,gering besiedelt
4303,"54,85",7568.0,3816.0,3752.0,138.0,34379.0,"9,400742","51,409628",Kassel- Land,gering besiedelt
4305,"38,68",5926.0,2935.0,2991.0,153.0,34308.0,"9,260599","51,243864",Kassel- Land,gering besiedelt
4307,"13,6",5158.0,2527.0,2631.0,379.0,34314.0,"9,472579","51,399939",Kassel- Land,gering besiedelt
4309,"17,86",8763.0,4278.0,4485.0,491.0,34277.0,"9,495422","51,228045",Kassel- Land,mittlere Besiedlungsdichte
4311,"33,67",12341.0,6073.0,6268.0,367.0,34233.0,"9,526295","51,350127",Kassel- Land,mittlere Besiedlungsdichte
4313,"49,84",5730.0,2851.0,2879.0,115.0,34393.0,"9,414625","51,446845",Kassel- Land,gering besiedelt
4315,"28,21",5114.0,2519.0,2595.0,181.0,34317.0,"9,310504","51,32613",Kassel- Land,mittlere Besiedlungsdichte
4317,"25,76",5674.0,2795.0,2879.0,220.0,34298.0,"9,686204","51,257311",Kassel- Land,gering besiedelt
4319,"86,37",15268.0,7409.0,7859.0,177.0,34369.0,"9,383496","51,494179",Kassel- Land,mittlere Besiedlungsdichte
4321,"28,54",7053.0,3482.0,3571.0,247.0,34376.0,"9,480087","51,427223",Kassel- Land,gering besiedelt
4323,"26,15",12503.0,6047.0,6456.0,478.0,34260.0,"9,633789","51,282759",Kassel- Land,mittlere Besiedlungsdichte
4325,"48,88",3005.0,1476.0,1529.0,61.0,34396.0,"9,283728","51,494423",Kassel- Land,gering besiedelt
4327,"16,58",14220.0,6994.0,7226.0,858.0,34253.0,"9,543946","51,277383",Kassel- Land,mittlere Besiedlungsdichte
4329,"66,32",5026.0,2464.0,2562.0,76.0,34311.0,"9,164889","51,247294",Kassel- Land,gering besiedelt
4331,"4,06",2021.0,1014.0,1007.0,498.0,34329.0,"9,671331","51,313325",Kassel- Land,gering besiedelt
4333,"22,15",11149.0,5453.0,5696.0,503.0,34266.0,"9,546625","51,320368",Kassel- Land,mittlere Besiedlungsdichte
4335,"12,99",4381.0,2168.0,2213.0,337.0,34359.0,"9,602696","51,493695",Kassel- Land,gering besiedelt
4337,"30,87",10456.0,5211.0,5245.0,339.0,34270.0,"9,342869","51,282921",Kassel- Land,mittlere Besiedlungsdichte
4339,"58,96",4686.0,2354.0,2332.0,79.0,34320.0,"9,571642","51,237537",Kassel- Land,gering besiedelt
4341,"69,37",4892.0,2442.0,2450.0,71.0,34388.0,"9,430291","51,575491",Kassel- Land,gering besiedelt
4343,"13,97",18207.0,8663.0,9544.0,1303.0,34246.0,"9,478272","51,355424",Kassel- Land,dicht besiedelt
4345,"112,29",13022.0,6500.0,6522.0,116.0,34466.0,"9,169659","51,326016",Kassel- Land,mittlere Besiedlungsdichte
4347,"86,55",6572.0,3252.0,3320.0,76.0,34289.0,"9,300261","51,367615",Kassel- Land,gering besiedelt
4349,"52,65",5144.0,2545.0,2599.0,98.0,34399.0,"9,549904","51,598795",Kassel- Land,gering besiedelt
4351,"182,5",0.0,0.0,0.0,0.0,,"9,592741","51,441518",Kassel- Land,gering besiedelt
4354,"82,46",12610.0,6310.0,6300.0,153.0,34582.0,"9,287087","51,046041",Kurhessisches Bergland,gering besiedelt
4356,"25,85",7332.0,3663.0,3669.0,284.0,34295.0,"9,385619","51,220906",Kurhessisches Bergland,gering besiedelt
4358,"83,32",10669.0,5303.0,5366.0,128.0,34587.0,"9,421537","51,134608",Kurhessisches Bergland,mittlere Besiedlungsdichte
4360,"85,84",7253.0,3633.0,3620.0,84.0,34621.0,"9,327652","50,975691",Kurhessisches Bergland,gering besiedelt
4362,"88,81",14733.0,7227.0,7506.0,166.0,34560.0,"9,275373","51,13094",Kurhessisches Bergland,mittlere Besiedlungsdichte
4364,"61,55",2943.0,1495.0,1448.0,48.0,34630.0,"9,06101","50,952165",Kurhessisches Bergland,gering besiedelt
4366,"46,49",9710.0,4825.0,4885.0,209.0,34281.0,"9,366029","51,178409",Kurhessisches Bergland,mittlere Besiedlungsdichte
4368,"26,19",5358.0,2667.0,2691.0,205.0,34302.0,"9,48077","51,203012",Kurhessisches Bergland,gering besiedelt
4370,"100,11",14001.0,6982.0,7019.0,140.0,34576.0,"9,407119","51,032974",Kurhessisches Bergland,mittlere Besiedlungsdichte
4372,"49,79",2237.0,1135.0,1102.0,45.0,34632.0,"9,145795","50,996531",Kurhessisches Bergland,gering besiedelt
4374,"100,67",4289.0,2160.0,2129.0,43.0,34593.0,"9,468812","51,001466",Kurhessisches Bergland,gering besiedelt
4376,"17,51",3027.0,1518.0,1509.0,173.0,34327.0,"9,514418","51,174712",Kurhessisches Bergland,gering besiedelt
4378,"34,52",3895.0,1949.0,1946.0,113.0,34323.0,"9,538109","51,0941",Kurhessisches Bergland,gering besiedelt
4380,"63,09",13689.0,6776.0,6913.0,217.0,34212.0,"9,543745","51,131059",Kurhessisches Bergland,mittlere Besiedlungsdichte
4382,"47,92",3214.0,1614.0,1600.0,67.0,34326.0,"9,617532","51,067644",Kurhessisches Bergland,gering besiedelt
4384,"38,67",3005.0,1512.0,1493.0,78.0,34599.0,"9,227558","51,007126",Kurhessisches Bergland,gering besiedelt
4386,"66,25",6946.0,3487.0,3459.0,105.0,34626.0,"9,342803","50,871054",Kurhessisches Bergland,gering besiedelt
4388,"30,61",5299.0,2696.0,2603.0,173.0,34305.0,"9,312719","51,235739",Kurhessisches Bergland,gering besiedelt
4390,"44,01",3208.0,1644.0,1564.0,73.0,36280.0,"9,471075","50,858277",Kurhessisches Bergland,gering besiedelt
4392,"48,5",2128.0,1064.0,1064.0,44.0,34633.0,"9,386353","50,804341",Kurhessisches Bergland,gering besiedelt
4394,"36,61",3024.0,1490.0,1534.0,83.0,34637.0,"9,285498","50,834852",Kurhessisches Bergland,gering besiedelt
4396,"84,79",18019.0,9102.0,8917.0,213.0,34613.0,"9,188384","50,912032",Kurhessisches Bergland,mittlere Besiedlungsdichte
4398,"26,9",1159.0,634.0,525.0,43.0,34639.0,"9,44575","50,909926",Kurhessisches Bergland,gering besiedelt
4400,"97,71",6046.0,3056.0,2990.0,62.0,34286.0,"9,65858","51,116895",Kurhessisches Bergland,gering besiedelt
4402,"51,41",7303.0,3718.0,3585.0,142.0,34590.0,"9,349942","51,101172",Kurhessisches Bergland,gering besiedelt
4404,"59,97",4763.0,2410.0,2353.0,79.0,34628.0,"9,198085","50,851291",Kurhessisches Bergland,gering besiedelt
4406,"39,45",3813.0,1871.0,1942.0,97.0,34596.0,"9,175326","51,052069",Kurhessisches Bergland,gering besiedelt
4409,"41,79",5581.0,2762.0,2819.0,134.0,35108.0,"8,670062","51,026336",Waldecker Land,mittlere Besiedlungsdichte
4411,"126,47",15382.0,7576.0,7806.0,122.0,34454.0,"9,017086","51,38002",Waldecker Land,mittlere Besiedlungsdichte
4413,"120,1",17264.0,8512.0,8752.0,144.0,34537.0,"9,124808","51,119966",Waldecker Land,mittlere Besiedlungsdichte
4415,"64,71",5325.0,2681.0,2644.0,82.0,35088.0,"8,647673","51,013769",Waldecker Land,gering besiedelt
4417,"35,22",1927.0,986.0,941.0,55.0,59969.0,"8,624003","51,094887",Waldecker Land,gering besiedelt
4419,"41,3",4919.0,2475.0,2444.0,119.0,35099.0,"8,81134","51,027298",Waldecker Land,gering besiedelt
4421,"121,59",4709.0,2383.0,2326.0,39.0,34519.0,"8,803742","51,360161",Waldecker Land,gering besiedelt
4423,"82,55",5203.0,2610.0,2593.0,63.0,34474.0,"9,011005","51,473285",Waldecker Land,gering besiedelt
4425,"115,65",6210.0,3063.0,3147.0,54.0,34549.0,"9,121405","51,155066",Waldecker Land,gering besiedelt
4427,"57,29",2902.0,1440.0,1462.0,51.0,35110.0,"8,934861","51,090496",Waldecker Land,gering besiedelt
4429,"124,86",17689.0,8843.0,8846.0,142.0,35066.0,"8,799233","51,058731",Waldecker Land,mittlere Besiedlungsdichte
4431,"58,65",3830.0,1918.0,1912.0,65.0,35285.0,"8,969926","50,971221",Waldecker Land,gering besiedelt
4433,"91,22",3444.0,1828.0,1616.0,38.0,35114.0,"8,97215","51,027086",Waldecker Land,gering besiedelt
4435,"58,51",2940.0,1483.0,1457.0,50.0,35116.0,"8,547851","50,993022",Waldecker Land,gering besiedelt
4437,"124,11",23458.0,11460.0,11998.0,189.0,34497.0,"8,873194","51,27186",Waldecker Land,mittlere Besiedlungsdichte
4439,"96,77",4100.0,2071.0,2029.0,42.0,35104.0,"8,807868","51,200616",Waldecker Land,gering besiedelt
4441,"51,55",2165.0,1102.0,1063.0,42.0,35119.0,"8,867967","50,97462",Waldecker Land,gering besiedelt
4443,"74,08",4222.0,2144.0,2078.0,57.0,34477.0,"8,966408","51,337426",Waldecker Land,gering besiedelt
4445,"98,85",5552.0,2776.0,2776.0,56.0,34516.0,"8,944251","51,205272",Waldecker Land,gering besiedelt
4447,"67,47",6746.0,3362.0,3384.0,100.0,34471.0,"9,114575","51,412606",Waldecker Land,gering besiedelt
4449,"115,7",6742.0,3337.0,3405.0,58.0,34513.0,"9,061733","51,20664",Waldecker Land,gering besiedelt
4451,"80,26",6096.0,3089.0,3007.0,76.0,34508.0,"8,614084","51,29345",Waldecker Land,gering besiedelt
4454,"73,75",8631.0,4360.0,4271.0,117.0,37242.0,"9,980802","51,272411",Werra-Meissner Land,mittlere Besiedlungsdichte
4456,"19,57",1463.0,713.0,750.0,75.0,37297.0,"9,921125","51,236421",Werra-Meissner Land,gering besiedelt
4458,"63,26",19412.0,9373.0,10039.0,307.0,37269.0,"10,057981","51,185804",Werra-Meissner Land,mittlere Besiedlungsdichte
4460,"37,59",6408.0,3145.0,3263.0,170.0,37247.0,"9,784493","51,257737",Werra-Meissner Land,gering besiedelt
4462,"59,5",2790.0,1432.0,1358.0,47.0,37293.0,"10,161532","51,006221",Werra-Meissner Land,gering besiedelt
4464,"105,72",12431.0,6256.0,6175.0,118.0,37235.0,"9,721431","51,198085",Werra-Meissner Land,mittlere Besiedlungsdichte
4466,"39,62",4568.0,2237.0,2331.0,115.0,37276.0,"10,064348","51,206055",Werra-Meissner Land,gering besiedelt
4468,"44,81",2943.0,1467.0,1476.0,66.0,37290.0,"9,937311","51,211361",Werra-Meissner Land,gering besiedelt
4470,"27,66",1818.0,911.0,907.0,66.0,37249.0,"9,913586","51,389849",Werra-Meissner Land,gering besiedelt
4472,"66,81",2871.0,1475.0,1396.0,43.0,37296.0,"10,092751","51,093843",Werra-Meissner Land,gering besiedelt
4474,"111,28",7826.0,4047.0,3779.0,70.0,36205.0,"9,93321","51,068954",Werra-Meissner Land,gering besiedelt
4476,"96,53",4234.0,2120.0,2114.0,44.0,37284.0,"9,873438","51,14378",Werra-Meissner Land,gering besiedelt
4478,"46,88",4174.0,2056.0,2118.0,89.0,37281.0,"10,170055","51,183286",Werra-Meissner Land,gering besiedelt
4480,"39,2",4960.0,2436.0,2524.0,127.0,37287.0,"9,996927","51,151179",Werra-Meissner Land,gering besiedelt
4482,"15,56",974.0,488.0,486.0,63.0,37299.0,"10,113236","51,123424",Werra-Meissner Land,gering besiedelt
4484,"126,78",15126.0,7340.0,7786.0,119.0,37213.0,"9,858869","51,341392",Werra-Meissner Land,gering besiedelt
4486,"50,32",0.0,0.0,0.0,0.0,,"9,737941","51,27982",Werra-Meissner Land,gering besiedelt
4489,"6,2",0.0,0.0,0.0,0.0,,0,0,,gering besiedelt
4493,"105,25",114052.0,55754.0,58298.0,1084.0,56068.0,"7,597956","50,359516",Rheintal,dicht besiedelt
4496,"63,38",28468.0,13445.0,15023.0,449.0,53474.0,"7,120457","50,545218",Ahr,mittlere Besiedlungsdichte
4498,"33,21",17116.0,8486.0,8630.0,515.0,53424.0,"7,234403","50,577781",Rheintal,mittlere Besiedlungsdichte
4500,"41,1",17630.0,8580.0,9050.0,429.0,53489.0,"7,249122","50,54387",Ahr,mittlere Besiedlungsdichte
4502,"57,6",10977.0,5517.0,5460.0,191.0,53501.0,"7,096534","50,571734",Ahr,mittlere Besiedlungsdichte
4504,"18,56",2943.0,1449.0,1494.0,159.0,53518.0,"6,930224","50,382256",Ahr,gering besiedelt
4505,"4,46",489.0,243.0,246.0,110.0,53533.0,"6,830811","50,403755",Ahr,gering besiedelt
4506,"9,62",218.0,118.0,100.0,23.0,53533.0,"6,806381","50,415251",Ahr,gering besiedelt
4507,"8,52",381.0,195.0,186.0,45.0,53518.0,"6,867479","50,357219",Ahr,gering besiedelt
4508,"2,33",62.0,34.0,28.0,27.0,53534.0,"6,874294","50,323094",Ahr,gering besiedelt
4509,"3,26",75.0,41.0,34.0,23.0,53520.0,"6,825686","50,340286",Ahr,gering besiedelt
4510,"7,2",201.0,103.0,98.0,28.0,53533.0,"6,791024","50,380316",Ahr,gering besiedelt
4511,"5,02",76.0,41.0,35.0,15.0,53533.0,"6,809867","50,430814",Ahr,gering besiedelt
4512,"2,84",94.0,46.0,48.0,33.0,53533.0,"6,851542","50,428116",Ahr,gering besiedelt
4513,"3,13",134.0,69.0,65.0,43.0,53520.0,"6,893287","50,459476",Ahr,gering besiedelt
4514,"7,27",271.0,134.0,137.0,37.0,53518.0,"6,968847","50,365659",Ahr,gering besiedelt
4515,"5,15",274.0,138.0,136.0,53.0,53534.0,"6,820991","50,371144",Ahr,gering besiedelt
4516,"2,01",160.0,88.0,72.0,80.0,53518.0,"6,899857","50,377553",Ahr,gering besiedelt
4517,"15,84",480.0,259.0,221.0,30.0,53520.0,"6,778824","50,461408",Ahr,gering besiedelt
4518,"5,01",459.0,216.0,243.0,92.0,53520.0,"6,915705","50,439971",Ahr,gering besiedelt
4519,"21,83",346.0,177.0,169.0,16.0,53520.0,"7,016961","50,405834",Ahr,gering besiedelt
4520,"3,78",172.0,84.0,88.0,46.0,53518.0,"6,900842","50,353486",Ahr,gering besiedelt
4521,"15,64",461.0,221.0,240.0,29.0,53518.0,"6,927406","50,404122",Ahr,gering besiedelt
4522,"3,06",144.0,79.0,65.0,47.0,53520.0,"6,974408","50,344085",Ahr,gering besiedelt
4523,"8,02",469.0,233.0,236.0,58.0,53520.0,"6,912793","50,319944",Eifel,gering besiedelt
4524,"3,81",215.0,103.0,112.0,56.0,53533.0,"6,828204","50,385906",Ahr,gering besiedelt
4525,"3,63",170.0,92.0,78.0,47.0,53520.0,"6,952404","50,342813",Ahr,gering besiedelt
4526,"5,01",148.0,78.0,70.0,30.0,53520.0,"6,768609","50,442924",Ahr,gering besiedelt
4527,"5,81",157.0,76.0,81.0,27.0,53534.0,"6,842102","50,352587",Ahr,gering besiedelt
4528,"4,43",256.0,134.0,122.0,58.0,53518.0,"6,937767","50,350962",Ahr,gering besiedelt
4529,"14,24",485.0,241.0,244.0,34.0,53520.0,"6,884131","50,405805",Ahr,gering besiedelt
4530,"6,38",239.0,127.0,112.0,37.0,53520.0,"6,859354","50,394672",Ahr,gering besiedelt
4531,"5,93",667.0,330.0,337.0,112.0,53520.0,"6,889529","50,446881",Ahr,gering besiedelt
4532,"4,27",90.0,45.0,45.0,21.0,53520.0,"6,830782","50,330531",Ahr,gering besiedelt
4533,"2,35",92.0,48.0,44.0,39.0,53520.0,"6,918163","50,456181",Ahr,gering besiedelt
4534,"4,11",69.0,35.0,34.0,17.0,53520.0,"6,822133","50,351686",Ahr,gering besiedelt
4535,"14,36",901.0,448.0,453.0,63.0,53518.0,"6,812933","50,444029",Ahr,gering besiedelt
4536,"5,6",242.0,134.0,108.0,43.0,53534.0,"6,891624","50,336403",Ahr,gering besiedelt
4537,"6,84",448.0,215.0,233.0,65.0,53518.0,"6,906728","50,361391",Ahr,gering besiedelt
4538,"3,33",190.0,100.0,90.0,57.0,53520.0,"6,8751","50,429177",Ahr,gering besiedelt
4539,"3,25",162.0,75.0,87.0,50.0,53534.0,"6,855984","50,372359",Ahr,gering besiedelt
4540,"11,86",582.0,294.0,288.0,49.0,53520.0,"6,932339","50,443082",Ahr,gering besiedelt
4542,"12,6",1182.0,596.0,586.0,94.0,53505.0,"6,98451","50,483845",Ahr,gering besiedelt
4543,"14,83",1877.0,915.0,962.0,127.0,53505.0,"6,991859","50,517326",Ahr,gering besiedelt
4544,"18,94",1285.0,651.0,634.0,68.0,53505.0,"6,948799","50,556432",Ahr,gering besiedelt
4545,"5,71",1680.0,836.0,844.0,294.0,53507.0,"7,043739","50,534152",Ahr,gering besiedelt
4546,"27,34",233.0,123.0,110.0,9.0,53506.0,"7,063502","50,46435",Ahr,gering besiedelt
4547,"10,02",1024.0,502.0,522.0,102.0,53506.0,"6,953376","50,471946",Ahr,gering besiedelt
4548,"4,32",677.0,338.0,339.0,157.0,53505.0,"6,993044","50,548295",Ahr,gering besiedelt
4549,"31,13",587.0,302.0,285.0,19.0,53506.0,"7,02495","50,482055",Ahr,gering besiedelt
4550,"6,1",362.0,175.0,187.0,59.0,53505.0,"6,899297","50,522426",Ahr,gering besiedelt
4551,"12,36",539.0,269.0,270.0,44.0,53506.0,"6,938481","50,495592",Ahr,gering besiedelt
4552,"5,63",900.0,466.0,434.0,160.0,53508.0,"7,01933","50,523486",Ahr,gering besiedelt
4553,"4,72",564.0,287.0,277.0,119.0,53506.0,"7,038551","50,512518",Ahr,gering besiedelt
4555,"19,93",9531.0,4649.0,4882.0,478.0,53498.0,"7,298459","50,509814",Rheintal,mittlere Besiedlungsdichte
4556,"9,22",2477.0,1254.0,1223.0,269.0,56656.0,"7,324462","50,484397",Rheintal,gering besiedelt
4557,"5,04",638.0,309.0,329.0,127.0,53498.0,"7,267225","50,481464",Ahr,gering besiedelt
4558,"7,62",884.0,454.0,430.0,116.0,53498.0,"7,232105","50,486272",Ahr,gering besiedelt
4560,"7,65",480.0,241.0,239.0,63.0,53426.0,"7,174074","50,484495",Ahr,gering besiedelt
4561,"7,2",689.0,342.0,347.0,96.0,53426.0,"7,177298","50,498734",Ahr,gering besiedelt
4562,"6,82",953.0,492.0,461.0,140.0,56651.0,"7,18318","50,456954",Ahr,gering besiedelt
4563,"11,95",2722.0,1355.0,1367.0,228.0,56651.0,"7,221554","50,456945",Ahr,gering besiedelt
4564,"6,94",662.0,330.0,332.0,95.0,56651.0,"7,159219","50,468699",Ahr,gering besiedelt
4565,"2,73",1090.0,549.0,541.0,399.0,56651.0,"7,199295","50,453292",Ahr,gering besiedelt
4566,"10,26",810.0,408.0,402.0,79.0,53426.0,"7,15143","50,495773",Ahr,gering besiedelt
4567,"3,09",190.0,98.0,92.0,61.0,56651.0,"7,172828","50,431445",Ahr,gering besiedelt
4568,"10,63",3183.0,1625.0,1558.0,299.0,56659.0,"7,274953","50,456724",Ahr,gering besiedelt
4569,"2,28",209.0,112.0,97.0,92.0,56651.0,"7,190565","50,440062",Ahr,gering besiedelt
4570,"11,45",590.0,306.0,284.0,52.0,56653.0,"7,243155","50,433358",Ahr,gering besiedelt
4571,"10,17",360.0,176.0,184.0,35.0,56746.0,"7,063639","50,412022",Ahr,gering besiedelt
4572,"8,72",786.0,421.0,365.0,90.0,56746.0,"7,113305","50,439679",Ahr,gering besiedelt
4573,"6,17",1215.0,613.0,602.0,197.0,56653.0,"7,279915","50,435005",Ahr,gering besiedelt
4574,"9,94",1117.0,577.0,540.0,112.0,56653.0,"7,210953","50,42222",Ahr,gering besiedelt
4575,"10,56",1500.0,742.0,758.0,142.0,56745.0,"7,143941","50,406116",Ahr,gering besiedelt
4576,"11,92",1877.0,949.0,928.0,157.0,56746.0,"7,119851","50,418515",Ahr,gering besiedelt
4579,"19,58",4243.0,2081.0,2162.0,217.0,57567.0,"7,967583","50,739178",Westerwald-Lahn,gering besiedelt
4580,"7,1",952.0,484.0,468.0,134.0,57520.0,"7,984461","50,712195",Westerwald-Lahn,mittlere Besiedlungsdichte
4581,"7,07",656.0,331.0,325.0,93.0,57520.0,"8,025081","50,720813",Westerwald-Lahn,gering besiedelt
4582,"7,1",1099.0,545.0,554.0,155.0,57520.0,"7,960618","50,709712",Westerwald-Lahn,mittlere Besiedlungsdichte
4583,"17,99",6546.0,3240.0,3306.0,364.0,57562.0,"7,949645","50,778162",Westerwald-Lahn,mittlere Besiedlungsdichte
4584,"1,74",111.0,52.0,59.0,64.0,57520.0,"8,000856","50,715566",Westerwald-Lahn,gering besiedelt
4585,"4,17",852.0,424.0,428.0,204.0,57520.0,"7,924683","50,74837",Westerwald-Lahn,gering besiedelt
4586,"4,54",350.0,169.0,181.0,77.0,56472.0,"7,978139","50,680133",Westerwald-Lahn,gering besiedelt
4587,"1,26",366.0,192.0,174.0,290.0,57520.0,"7,900826","50,75557",Westerwald-Lahn,gering besiedelt
4588,"8,49",2246.0,1116.0,1130.0,265.0,57586.0,"7,927146","50,724689",Westerwald-Lahn,mittlere Besiedlungsdichte
4590,"4,76",427.0,215.0,212.0,90.0,57589.0,"7,623469","50,739507",Westerwald-Lahn,gering besiedelt
4591,"2,3",721.0,369.0,352.0,313.0,57539.0,"7,691484","50,794206",Westerwald-Lahn,gering besiedelt
4592,"3,66",983.0,490.0,493.0,269.0,57577.0,"7,661594","50,75426",Westerwald-Lahn,mittlere Besiedlungsdichte
4593,"2,89",775.0,403.0,372.0,268.0,57577.0,"7,713945","50,747563",Westerwald-Lahn,mittlere Besiedlungsdichte
4594,"3,04",1296.0,671.0,625.0,426.0,57539.0,"7,686988","50,77852",Westerwald-Lahn,mittlere Besiedlungsdichte
4595,"4,24",553.0,250.0,303.0,130.0,57537.0,"7,682865","50,803933",Westerwald-Lahn,gering besiedelt
4596,"2,2",1168.0,585.0,583.0,531.0,57539.0,"7,668743","50,77935",Westerwald-Lahn,mittlere Besiedlungsdichte
4597,"3,66",3483.0,1707.0,1776.0,952.0,57577.0,"7,672593","50,765515",Westerwald-Lahn,mittlere Besiedlungsdichte
4598,"2,84",92.0,44.0,48.0,32.0,57589.0,"7,595847","50,746697",Westerwald-Lahn,gering besiedelt
4599,"5,5",1435.0,715.0,720.0,261.0,57589.0,"7,655338","50,760941",Westerwald-Lahn,mittlere Besiedlungsdichte
4600,"3,78",1464.0,739.0,725.0,387.0,57577.0,"7,700363","50,76258",Westerwald-Lahn,mittlere Besiedlungsdichte
4601,"3,41",124.0,51.0,73.0,36.0,57577.0,"7,686153","50,754914",Westerwald-Lahn,gering besiedelt
4603,"6,36",2285.0,1122.0,1163.0,359.0,57555.0,"7,937399","50,817543",Westerwald-Lahn,mittlere Besiedlungsdichte
4604,"51,36",1569.0,802.0,767.0,31.0,57548.0,"7,810741","50,903172",Westerwald-Lahn,gering besiedelt
4605,"5,64",543.0,274.0,269.0,96.0,57572.0,"7,843559","50,862106",Westerwald-Lahn,gering besiedelt
4606,"39,76",8492.0,4171.0,4321.0,214.0,57548.0,"7,882897","50,808187",Westerwald-Lahn,mittlere Besiedlungsdichte
4607,"9,48",5857.0,2926.0,2931.0,618.0,57555.0,"7,943913","50,824709",Westerwald-Lahn,mittlere Besiedlungsdichte
4608,"14,47",4117.0,1995.0,2122.0,285.0,57572.0,"7,873215","50,855673",Westerwald-Lahn,gering besiedelt
4610,"18,14",2488.0,1237.0,1251.0,137.0,57587.0,"7,739895","50,818171",Westerwald-Lahn,gering besiedelt
4611,"11,13",993.0,482.0,511.0,89.0,57537.0,"7,804162","50,775051",Westerwald-Lahn,gering besiedelt
4612,"7,88",521.0,261.0,260.0,66.0,57537.0,"7,780245","50,788259",Westerwald-Lahn,gering besiedelt
4613,"15,8",1776.0,867.0,909.0,112.0,57581.0,"7,82303","50,812178",Westerwald-Lahn,gering besiedelt
4614,"3,66",748.0,382.0,366.0,204.0,57537.0,"7,768108","50,745269",Westerwald-Lahn,gering besiedelt
4615,"34,88",8315.0,4120.0,4195.0,238.0,57537.0,"7,736064","50,78031",Westerwald-Lahn,mittlere Besiedlungsdichte
4617,"5,92",1484.0,743.0,741.0,251.0,57518.0,"7,882849","50,77617",Westerwald-Lahn,mittlere Besiedlungsdichte
4618,"9,56",10064.0,4950.0,5114.0,1053.0,57518.0,"7,873843","50,785546",Westerwald-Lahn,mittlere Besiedlungsdichte
4619,"1,45",345.0,180.0,165.0,238.0,57520.0,"7,851294","50,740007",Westerwald-Lahn,gering besiedelt
4620,"2,38",338.0,169.0,169.0,142.0,57580.0,"7,834109","50,749879",Westerwald-Lahn,gering besiedelt
4621,"8,15",1834.0,922.0,912.0,225.0,57578.0,"7,882733","50,727154",Westerwald-Lahn,gering besiedelt
4622,"2,17",384.0,202.0,182.0,177.0,57580.0,"7,775951","50,74169",Westerwald-Lahn,gering besiedelt
4623,"5,95",1885.0,921.0,964.0,317.0,57580.0,"7,821894","50,746687",Westerwald-Lahn,gering besiedelt
4624,"2,52",506.0,250.0,256.0,201.0,57520.0,"7,906184","50,778622",Westerwald-Lahn,gering besiedelt
4625,"3,62",761.0,396.0,365.0,210.0,57520.0,"7,865199","50,740757",Westerwald-Lahn,gering besiedelt
4626,"4,31",1009.0,506.0,503.0,234.0,57629.0,"7,814044","50,71485",Westerwald-Lahn,gering besiedelt
4627,"2,91",545.0,286.0,259.0,187.0,57520.0,"7,85354","50,749431",Westerwald-Lahn,gering besiedelt
4628,"6,87",1127.0,548.0,579.0,164.0,57583.0,"7,876722","50,700359",Westerwald-Lahn,gering besiedelt
4629,"4,09",755.0,389.0,366.0,185.0,57520.0,"7,849012","50,712504",Westerwald-Lahn,gering besiedelt
4630,"2,66",2043.0,1002.0,1041.0,768.0,57584.0,"7,841131","50,787358",Westerwald-Lahn,mittlere Besiedlungsdichte
4631,"4,54",1211.0,608.0,603.0,267.0,57520.0,"7,826574","50,731885",Westerwald-Lahn,gering besiedelt
4632,"2,53",573.0,282.0,291.0,226.0,57518.0,"7,852485","50,761517",Westerwald-Lahn,gering besiedelt
4633,"3,86",1206.0,614.0,592.0,312.0,57584.0,"7,837401","50,796708",Westerwald-Lahn,mittlere Besiedlungsdichte
4635,"0,61",412.0,205.0,207.0,675.0,57610.0,"7,628807","50,674542",Westerwald-Lahn,mittlere Besiedlungsdichte
4636,"1,67",104.0,51.0,53.0,62.0,57610.0,"7,646728","50,714447",Westerwald-Lahn,gering besiedelt
