,size,pop,pop_male,pop_female,density,plz,longitude,latitude,travel_sig,degree_of_urban
10619,"33,54",1280.0,670.0,610.0,38.0,95466.0,"11,786196","49,921908",Fichtelgebirge,gering besiedelt
10620,"17,43",1266.0,633.0,633.0,73.0,95517.0,"11,704726","49,895897",Fichtelgebirge,gering besiedelt
10621,"68,9",5799.0,2846.0,2953.0,84.0,95466.0,"11,722766","49,941314",Fichtelgebirge,gering besiedelt
10623,"64,87",4992.0,2485.0,2507.0,77.0,95473.0,"11,624642","49,8444",Fränkische Schweiz,gering besiedelt
10624,"15,89",954.0,465.0,489.0,60.0,95473.0,"11,561865","49,869477",Fränkische Schweiz,gering besiedelt
10625,"20,99",990.0,498.0,492.0,47.0,95473.0,"11,68494","49,833939",Fränkische Schweiz,gering besiedelt
10626,"21,29",968.0,495.0,473.0,45.0,91289.0,"11,583504","49,8123",Fränkische Schweiz,gering besiedelt
10628,"51,84",2443.0,1231.0,1212.0,47.0,91282.0,"11,418135","49,682387",Fränkische Schweiz,gering besiedelt
10629,"15,29",1352.0,692.0,660.0,88.0,91287.0,"11,468558","49,651706",Fränkische Schweiz,gering besiedelt
10631,27,0.0,0.0,0.0,0.0,,"11,785677","50,036261",Fichtelgebirge,gering besiedelt
10633,"20,89",0.0,0.0,0.0,0.0,,"11,820414","49,984479",Fichtelgebirge,gering besiedelt
10635,"7,55",0.0,0.0,0.0,0.0,,"11,470725","49,97637",Fränkische Schweiz,gering besiedelt
10637,"4,77",0.0,0.0,0.0,0.0,,"11,461054","49,8743",Fränkische Schweiz,gering besiedelt
