,city,date,background,law,suspects,crime,party,Land,plz,ags,insgesamt
220,Dobeln,13.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,4720,14522080.0,23583.0
221,Bernau,14.08.2019,Nicht zuzuordnen,STGB-111,1,Straftaten,CDU,,,,
222,Potsdam,14.08.2019,Nicht zuzuordnen,STGB-187,1,Verleumdung ohne sexuelle Grundlage,AfD,12.0,14469,12054000.0,180334.0
223,Berlin,14.08.2019,Rechts,STGB-130,0,Volksverhetzung,AfD,11.0,10178,11000000.0,3669491.0
224,Isen,14.08.2019,Rechts,STGB-130,0,Volksverhetzung,GRÜNE,9.0,84424,9177123.0,5836.0
225,Dresden,14.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,14.0,1067,14612000.0,556780.0
226,Schwedt,15.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,DIE LINKE,12.0,16303,12073532.0,29680.0
227,Karlsruhe,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,AfD,8.0,76124,8212000.0,312060.0
228,Isen,15.08.2019,Rechts,STGB-185,0,Beleidigung,GRÜNE,9.0,84424,9177123.0,5836.0
229,Flensburg,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,1.0,24937,1001000.0,90164.0
230,Zittau,15.08.2019,Rechts,STGB-303,0,Sachbeschadigung,CDU,14.0,2763,14626610.0,25086.0
231,Markkleeberg,15.08.2019,Rechts,STGB-241,0,Bedrohung,SPD,14.0,4416,14729260.0,24748.0
232,Meerane,15.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,8393,14524190.0,14001.0
233,Bautzen,15.08.2019,Links,STGB-185,1,Beleidigung,AfD,,,,
234,Hamburg,16.08.2019,Links,STGB-224,1,Korperverletzung,Sonstige,2.0,20038,2000000.0,1847253.0
235,Leipzig,16.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
236,Erfurt,16.08.2019,Links,STGB-185,1,Beleidigung,AfD,16.0,99084,16051000.0,213981.0
237,Prosigk,17.08.2019,Nicht zuzuordnen,STGB-185,1,Beleidigung,AfD,,,,
238,Berlin,17.08.2019,Links,STGB-111,0,Straftaten,Sonstige,11.0,10178,11000000.0,3669491.0
239,Bernau,18.08.2019,Links,STGB-185,0,Beleidigung,AfD,,,,
240,Freiburg,18.08.2019,Links,STGB-185,0,Beleidigung,AfD,,,,
241,Mittweida,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,9648,14522360.0,14475.0
242,Sebnitz,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,1855,14628360.0,9461.0
243,Hohnstein,18.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,1848,14628190.0,3282.0
244,Senftenberg,19.08.2019,Nicht zuzuordnen,STGB-185,1,Beleidigung,CDU,12.0,1968,12066304.0,23895.0
245,Chemnitz,19.08.2019,Links,STGB-242,1,Diebstahl,Sonstige,14.0,9111,14511000.0,246334.0
246,Berlin,20.08.2019,Rechts,STGB-185,0,Beleidigung,GRÜNE,11.0,10178,11000000.0,3669491.0
247,Berlin,20.08.2019,Rechts,STGB-185,0,Beleidigung,GRÜNE,11.0,10178,11000000.0,3669491.0
248,Dresden,20.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,14.0,1067,14612000.0,556780.0
249,Neustadt,20.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,8223,14523290.0,959.0
250,Hameln,21.08.2019,Links,STGB-185,1,Beleidigung,CDU,3.0,31785,3252006.0,57434.0
251,Elmshorn,21.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,GRÜNE,1.0,25335,1056015.0,49983.0
252,Gablenz,21.08.2019,Links,STGB-303,4,Sachbeschadigung,AfD,,,,
253,Dresden,21.08.2019,Links,STGB-224,0,Korperverletzung,AfD,14.0,1067,14612000.0,556780.0
254,Leipzig,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
255,Leipzig,21.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
256,Leipzig,21.08.2019,Links,STGB-185,1,Beleidigung,Sonstige,14.0,4109,14713000.0,593145.0
257,Leipzig,21.08.2019,Links,STGB-315C,1,Gefahrliche Korperverletzungr Eingriff in den Strassenverkehr,Sonstige,14.0,4109,14713000.0,593145.0
258,Bautzen,21.08.2019,Links,STGB-185,1,Beleidigung,Sonstige,,,,
259,Birkenwerder,22.08.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
260,Schwerin,22.08.2019,Links,STGB-241,0,Bedrohung,AfD,13.0,19053,13004000.0,95653.0
261,Leipzig,22.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
262,Dresden,22.08.2019,Links,STGB-123,8,Hausfriedensbruch,CDU,14.0,1067,14612000.0,556780.0
263,Senftenberg,23.08.2019,Nicht zuzuordnen,STGB-185,1,Beleidigung,CDU,12.0,1968,12066304.0,23895.0
264,Leipzig,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
265,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
266,Dresden,23.08.2019,Rechts,STGB-303,1,Sachbeschadigung,GRÜNE,14.0,1067,14612000.0,556780.0
267,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
268,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
269,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
270,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
271,Leipzig,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
272,Leipzig,23.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
273,Bautzen,23.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
274,Eberswalde,24.08.2019,Rechts,STGB-185,0,Beleidigung,Sonstige,12.0,16225,12060052.0,40699.0
275,Rochlitz,24.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,9306,14522490.0,5710.0
276,Leipzig,24.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,4109,14713000.0,593145.0
277,Weisswasser,24.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,2943,14626600.0,15886.0
278,Leipzig,24.08.2019,Links,STGB-223,0,Korperverletzung,AfD,14.0,4109,14713000.0,593145.0
279,Schwerin,25.08.2019,Nicht zuzuordnen,STGB-187,1,Verleumdung ohne sexuelle Grundlage,SPD,13.0,19053,13004000.0,95653.0
280,Bernstadt,25.08.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,8.0,89182,8425019.0,2225.0
281,Stuttgart,26.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,8.0,70173,8111000.0,635911.0
282,Chemnitz,26.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,9111,14511000.0,246334.0
283,Neuendorf,28.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,9.0,97788,9677164.0,822.0
284,Berlin,28.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
285,Leipzig,28.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
286,Gifhorn,29.08.2019,Links,STGB-185,0,Beleidigung,AfD,3.0,38518,3151009.0,42837.0
287,Leipzig,29.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,4109,14713000.0,593145.0
288,Am Mellensee,30.08.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,15838,12072002.0,6818.0
289,Cottbus,30.08.2019,Nicht zuzuordnen,STGB-185,0,Beleidigung,CDU,12.0,3046,12052000.0,99678.0
290,Mannheim,30.08.2019,Links,STGB-186,0,Uble Nachrede,AfD,8.0,68159,8222000.0,310658.0
291,Kiel,30.08.2019,Links,STGB-238,0,Nachstellung,AfD,1.0,24103,1002000.0,246794.0
292,Ottendorf-Okrilla,30.08.2019,Nicht zuzuordnen,STGB-111,1,Straftaten,CDU,14.0,1458,14625430.0,9980.0
293,Bernstadt,30.08.2019,Links,STGB-241,0,Bedrohung,AfD,8.0,89182,8425019.0,2225.0
294,Magdeburg,31.08.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,15.0,39104,15003000.0,237565.0
295,Bamberg,31.08.2019,Nicht zuzuordnen,STGB-188,0,Verleumdung von Personen des politischen LebensLebens,GRÜNE,9.0,96031,9461000.0,77373.0
296,Eberswalde,01.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16225,12060052.0,40699.0
297,Schwabisch Hall,01.09.2019,Rechts,STGB-241,0,Bedrohung,Sonstige,8.0,74523,8127076.0,40538.0
298,Leipzig,01.09.2019,Links,STGB-185,1,Beleidigung,AfD,14.0,4109,14713000.0,593145.0
299,Walddorfhaslach,02.09.2019,Nicht zuzuordnen,STGB-185,1,Beleidigung,GRÜNE,8.0,72141,8415087.0,5314.0
300,Langballig,02.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,1.0,24977,1059137.0,1549.0
301,Blieskastel,02.09.2019,Links,STGB-185,1,Beleidigung,AfD,10.0,66440,10045112.0,20470.0
302,Chemnitz,03.09.2019,Nicht zuzuordnen,STGB-202A,0,Ausspahen von Daten,AfD,14.0,9111,14511000.0,246334.0
303,Hannover,04.09.2019,Links,STGB-240,0,Notigung,AfD,3.0,30159,3241001.0,536925.0
304,Oelsnitz,05.09.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,14.0,9376,14521450.0,10951.0
305,Neuwied,06.09.2019,Nicht zuzuordnen,STGB-240,1,Notigung,AfD,7.0,56564,7138045.0,64765.0
306,Leipzig,06.09.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,4109,14713000.0,593145.0
307,Hennigsdorf,07.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16761,12065136.0,26345.0
308,Stuttgart,07.09.2019,Rechts,STGB-185,0,Beleidigung,Sonstige,8.0,70173,8111000.0,635911.0
309,Kiel,08.09.2019,Rechts,STGB-185,1,Beleidigung,GRÜNE,1.0,24103,1002000.0,246794.0
310,Nurnberg,09.09.2019,Nicht zuzuordnen,STGB-185,0,Beleidigung,GRÜNE,9.0,90403,9564000.0,518370.0
311,Ostercappeln,10.09.2019,Links,STGB-188,1,Verleumdung von Personen des politischen LebensLebens,AfD,3.0,49179,3459029.0,9694.0
312,Stuttgart,13.09.2019,Rechts,STGB-187,0,Verleumdung ohne sexuelle Grundlage,CDU,8.0,70173,8111000.0,635911.0
313,Dresden,13.09.2019,Rechts,STGB-241,0,Bedrohung,CDU,14.0,1067,14612000.0,556780.0
314,Berlin,14.09.2019,Links,STGB-185,0,Beleidigung,AfD,11.0,10178,11000000.0,3669491.0
315,Obernholz,14.09.2019,Links,STGB-185,1,Beleidigung,AfD,3.0,29386,3151019.0,820.0
316,Dresden,15.09.2019,Links,STGB-188,1,Verleumdung von Personen des politischen LebensLebens,AfD,14.0,1067,14612000.0,556780.0
317,Quedlinburg,16.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,15.0,6484,15085235.0,23798.0
318,Grimma,16.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4668,14729160.0,28173.0
319,Heidelberg,18.09.2019,Nicht zuzuordnen,STGB-185,1,Beleidigung,SPD,8.0,69117,8221000.0,161485.0
320,Goslar,20.09.2019,Nicht zuzuordnen,STGB-240,1,Notigung,SPD,3.0,38640,3153017.0,50554.0
321,Schwenningen,21.09.2019,Links,STGB-185,1,Beleidigung,AfD,8.0,72477,8437102.0,1670.0
322,Berlin,22.09.2019,Rechts,STGB-241,0,Bedrohung,GRÜNE,11.0,10178,11000000.0,3669491.0
323,Vilsen,23.09.2019,Rechts,STGB-185,1,Beleidigung,SPD,,,,
324,Erfurt,24.09.2019,Nicht zuzuordnen,STGB-185,0,Beleidigung,AfD,16.0,99084,16051000.0,213981.0
325,Speyer,25.09.2019,Links,STGB-303,0,Sachbeschadigung,AfD,7.0,67346,7318000.0,50561.0
326,Chemnitz,26.09.2019,Links,STGB-303,0,Sachbeschadigung,Sonstige,14.0,9111,14511000.0,246334.0
327,Guben,27.09.2019,Links,STGB-241,0,Bedrohung,AfD,12.0,3172,12071160.0,16783.0
328,Lubeck,27.09.2019,Links,STGB-185,0,Beleidigung,Sonstige,1.0,23552,1003000.0,216530.0
329,Dossenheim,28.09.2019,Rechts,STGB-130,0,Volksverhetzung,DIE LINKE,8.0,69221,8226012.0,12651.0
330,Hohen Neuendorf,07.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,16540,12065144.0,26283.0
331,Birkenwerder,07.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
332,Rheinsberg,07.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16831,12068353.0,8007.0
333,Oranienburg,07.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16515,12065256.0,44862.0
334,Wingerode,07.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,16.0,37327,16061107.0,1169.0
335,Niedergorsdorf,08.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,14913,12072297.0,6209.0
336,Werneuchen,08.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16356,12060280.0,9162.0
337,Prenzlau,09.07.2019,Rechts,STGB-303,2,Sachbeschadigung,SPD,12.0,17291,12073452.0,18970.0
338,Wustermark,09.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14641,12063357.0,9617.0
339,Frankfurt,09.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,,,,
340,Nauen,10.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14641,12063208.0,18182.0
341,Hohen Neuendorf,10.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16540,12065144.0,26283.0
342,Werneuchen,10.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16356,12060280.0,9162.0
343,Zeuthen,11.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,15738,12061572.0,11427.0
344,Eichwalde,11.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,15732,12061112.0,6420.0
345,Brandenburg,11.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
346,Brandenburg,12.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
347,Oranienburg,14.07.2019,Nicht zuzuordnen,STGB-303,2,Sachbeschadigung,CDU,12.0,16515,12065256.0,44862.0
348,Panketal,14.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,12.0,16341,12060181.0,20596.0
349,Brandenburg,14.07.2019,Links,STGB-242,0,Diebstahl,AfD,,,,
350,Luckenwalde,14.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14943,12072232.0,20582.0
351,Potsdam,14.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,14469,12054000.0,180334.0
352,Prenzlau,14.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,17291,12073452.0,18970.0
353,Lenzen,14.07.2019,Rechts,STGB-303,0,Sachbeschadigung,SPD,,,,
354,Grunheide,15.07.2019,Nicht zuzuordnen,STGB-242,0,Diebstahl,Sonstige,,,,
355,Lenzen,15.07.2019,Rechts,STGB-303,0,Sachbeschadigung,GRÜNE,,,,
356,Grossbeeren,16.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,14979,12072120.0,8535.0
357,Erkner,16.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,15537,12067124.0,11856.0
358,Luckenwalde,17.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14943,12072232.0,20582.0
359,Brandenburg,17.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
360,Niedergorsdorf,17.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14913,12072297.0,6209.0
361,Burg,17.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,15.0,39288,15086015.0,22406.0
362,Herzberg,17.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
363,Wittenberge,17.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,19322,12070424.0,16925.0
364,Templin,17.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,17268,12073572.0,15728.0
365,Teltow,18.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14513,12069616.0,26902.0
366,Werder,18.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,13.0,17089,13071158.0,559.0
367,Potsdam,18.07.2019,Links,STGB-303,3,Sachbeschadigung,AfD,12.0,14469,12054000.0,180334.0
368,Teltow,18.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,14513,12069616.0,26902.0
369,Berlin,18.07.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,11.0,10178,11000000.0,3669491.0
370,Kyritz,19.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,16866,12068264.0,9260.0
371,Neuruppin,19.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,16816,12068320.0,30785.0
372,Templin,19.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,17268,12073572.0,15728.0
373,Juterbog,19.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14913,12072169.0,12372.0
374,Wittenberge,19.07.2019,Links,STGB-303,1,Sachbeschadigung,AfD,12.0,19322,12070424.0,16925.0
375,Falkensee,19.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,14612,12063080.0,43994.0
376,Miincheberg,19.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
377,Brieselang,19.07.2019,Rechts,STGB-303,1,Sachbeschadigung,Sonstige,12.0,14656,12063036.0,12193.0
378,Vierkirchen,19.07.2019,Rechts,STGB-242,0,Diebstahl,CDU,9.0,85256,9174150.0,4636.0
379,Hennigsdorf,20.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16761,12065136.0,26345.0
380,Luckenwalde,20.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14943,12072232.0,20582.0
381,Werder,20.07.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,GRÜNE,13.0,17089,13071158.0,559.0
382,Dahme,20.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,15936,12072053.0,4881.0
383,Glauchau,20.07.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,14.0,8371,14524080.0,22233.0
384,Radebeul,20.07.2019,Links,STG B-303,1,Sachbeschadigung,AfD,14.0,1445,14627210.0,33894.0
385,Zehdenick,21.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,16792,12065356.0,13387.0
386,Eichwalde,21.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,15732,12061112.0,6420.0
387,Neuruppin,21.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16816,12068320.0,30785.0
388,Fehrbellin,21.07.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,SPD,12.0,16833,12068117.0,8943.0
389,Brandenburg,21.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,,,,
390,Ziesar,21.07.2019,Nicht zuzuordnen,STG B-303,0,Sachbeschadigung,SPD,12.0,14793,12069696.0,2510.0
391,Potsdam,21.07.2019,Links,STG B-303,2,Sachbeschadigung,AfD,12.0,14469,12054000.0,180334.0
392,Blankenfelde-Mahlow,21.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,15827,12072017.0,27939.0
393,Blankenfelde-Mahlow,21.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,15827,12072017.0,27939.0
394,Blankenfelde-Mahlow,21.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,15827,12072017.0,27939.0
395,Niedergorsdorf,21.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,14913,12072297.0,6209.0
396,Niedergorsdorf,21.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,14913,12072297.0,6209.0
397,Niedergorsdorf,21.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,14913,12072297.0,6209.0
398,Naunhof,21.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,14.0,4683,14729300.0,8774.0
399,Neuruppin,22.07.2019,Links,STG B-242,0,Diebstahl,AfD,12.0,16816,12068320.0,30785.0
400,Prenzlau,22.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,17291,12073452.0,18970.0
401,Blankenfelde-Mahlow,22.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,15827,12072017.0,27939.0
402,Blankenfelde-Mahlow,22.07.2019,Links,STG B-303,0,Sachbeschadigung,AfD,12.0,15827,12072017.0,27939.0
403,Lubben,22.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
404,Luckenwalde,22.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,14943,12072232.0,20582.0
405,Markkleeberg,22.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,4416,14729260.0,24748.0
406,Wildau,23.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,15745,12061540.0,10404.0
407,Neuruppin,23.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16816,12068320.0,30785.0
408,Hennigsdorf,23.07.2019,Links,STGB-242,0,Diebstahl,AfD,12.0,16761,12065136.0,26345.0
409,Heiligengrabe,23.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,16909,12068181.0,4370.0
410,Juterborg,23.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
411,Plauen,23.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,8523,14523320.0,64597.0
412,Naunhof,23.07.2019,Rechts,STGB-240,0,Notigung,DIE LINKE,14.0,4683,14729300.0,8774.0
413,Birkenwerder,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,16547,12065036.0,8133.0
414,Wittstock,24.07.2019,Rechts,STGB-242,0,Diebstahl,DIE LINKE,12.0,16909,12068468.0,14131.0
415,Potsdam,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,14469,12054000.0,180334.0
416,Potsdam,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,12.0,14469,12054000.0,180334.0
417,Bad Belzig,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,12.0,14806,12069020.0,11141.0
418,Schwielowsee,24.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14548,12069590.0,10705.0
419,Dahme,24.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,15936,12072053.0,4881.0
420,Chemnitz,24.07.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,9111,14511000.0,246334.0
421,Chemnitz,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,9111,14511000.0,246334.0
422,Crimmitschau,24.07.2019,Nicht zuzuordnen,STGB-303,2,Sachbeschadigung,FDP,14.0,8451,14524030.0,18350.0
423,Eppendorf,24.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,9575,14522110.0,4075.0
424,Borna,24.07.2019,Rechts,STGB-303,0,Sachbeschadigung,DIE LINKE,14.0,4552,14729050.0,19118.0
425,Templin,25.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,17268,12073572.0,15728.0
426,Premnitz,25.07.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,12.0,14727,12063244.0,8405.0
427,Bahretal,25.07.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,14.0,1819,14628040.0,2159.0
428,Stollberg,25.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,9366,14521590.0,11300.0
429,Freiberg,25.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,CDU,14.0,9599,14522180.0,40657.0
430,Glauchau,25.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,8371,14524080.0,22233.0
431,Rangsdorf,26.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,Sonstige,12.0,15834,12072340.0,11369.0
432,Niedergorsdorf,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,12.0,14913,12072297.0,6209.0
433,Bahretal,26.07.2019,Rechts,STGB-86A,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,FDP,14.0,1819,14628040.0,2159.0
434,Grunhain-Beierfeld,26.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,FDP,14.0,8344,14521260.0,5851.0
435,Dresden,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
436,Dresden,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
437,Dresden,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
438,Dresden,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
439,Dresden,26.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
440,Neuhausen,27.07.2019,Links,STGB-303,2,Sachbeschadigung,AfD,8.0,75242,8236044.0,5216.0
441,Bad Liebenwerda,27.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,GRÜNE,12.0,4924,12062024.0,9140.0
442,Lunow-Stolzenhagen,27.07.2019,Nicht zuzuordnen,STGB-303,0,Sachbeschadigung,SPD,12.0,16248,12060149.0,1205.0
443,Luckenwalde,27.07.2019,Nicht zuzuordnen,STGB-242,0,Diebstahl,SPD,12.0,14943,12072232.0,20582.0
444,Luckenwalde,27.07.2019,Nicht zuzuordnen,STGB-303,1,Sachbeschadigung,DIE LINKE,12.0,14943,12072232.0,20582.0
445,Dallgow-Doberitz,27.07.2019,Rechts,STGB-86A,1,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,12.0,14624,12063056.0,10019.0
446,Riterbog,27.07.2019,Links,STGB-303,0,Sachbeschadigung,AfD,,,,
