,city,date,background,law,suspects,crime,party,Land,plz,ags,insgesamt
3115,Zehdenick,07.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,12.0,16792,12065356.0,13387.0
3116,Zehdenick,07.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,12.0,16792,12065356.0,13387.0
3117,Zehdenick,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,12.0,16792,12065356.0,13387.0
3118,Erkner,07.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,12.0,15537,12067124.0,11856.0
3119,Rietz-Neuendorf,07.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,GRÜNE,12.0,15848,12067426.0,4098.0
3120,Zehdenick,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,12.0,16792,12065356.0,13387.0
3121,Gross Pankow,07.05.2019,Nicht zuzuordnen,240 StGB,0,Notigung,Sonstige Partei,,,,
3122,Templin,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,12.0,17268,12073572.0,15728.0
3123,Stahnsdorf,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,12.0,14532,12069604.0,15373.0
3124,Nauen,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,12.0,14641,12063208.0,18182.0
3125,Berlin,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
3126,Heilbronn,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,8.0,74072,8121000.0,126592.0
3127,Schwabisch Gmund,07.05.2019,Rechts,303 StGB,0,Sachbeschadigung,GRÜNE,8.0,73525,8136065.0,61137.0
3128,Stuttgart,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,8.0,70173,8111000.0,635911.0
3129,Pforzheim,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CSU,8.0,75175,8231000.0,125957.0
3130,Sindelfingen,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,8.0,71063,8115045.0,64905.0
3131,Memmingen,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,9.0,87700,9764000.0,44100.0
3132,Memmingen,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CSU,9.0,87700,9764000.0,44100.0
3133,Ingolstadt,07.05.2019,Links,242 StGB,0,Diebstahl,AfD,9.0,85024,9161000.0,137392.0
3134,Aschaffenburg,07.05.2019,Links,303 StGB,0,Sachbeschadigung,CSU,9.0,63701,9661000.0,71002.0
3135,Neumarkt,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,,,,
3136,Nurnberg,07.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,9.0,90403,9564000.0,518370.0
3137,Nurnberg,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,9.0,90403,9564000.0,518370.0
3138,Munchen,07.05.2019,Links,303 StGB,2,Sachbeschadigung,FDP,9.0,80313,9162000.0,1484226.0
3139,Langenzenn,07.05.2019,Links,248a StGB,0,Diebstahl und Unterschlagung geringwertiger Sachen,Sonstige Partei,9.0,90579,9573120.0,10601.0
3140,Korbach,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,6.0,34497,6635015.0,23458.0
3141,Idstein,07.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,CDU,6.0,65510,6439008.0,24997.0
3142,Hamburg,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,2.0,20038,2000000.0,1847253.0
3143,Hamburg,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,2.0,20038,2000000.0,1847253.0
3144,Ludwigslust,07.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,13.0,19288,13076090.0,11950.0
3145,Strasburg,07.05.2019,Links,242 StGB,0,Diebstahl,AfD,,,,
3146,Greifswald,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,13.0,17489,13075039.0,59232.0
3147,Waren,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,,,,
3148,Rostock,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,13.0,18055,13003000.0,209191.0
3149,Hannover,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,3.0,30159,3241001.0,536925.0
3150,Weener,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,3.0,26826,3457021.0,15946.0
3151,Dusseldorf,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,5.0,40213,5111000.0,621877.0
3152,Bocholt,07.05.2019,Nicht zuzuordnen,185 StGB,0,Beleidigung,CDU,5.0,46395,5554008.0,71113.0
3153,Bocholt,07.05.2019,Nicht zuzuordnen,185 StGB,0,Beleidigung,CDU,5.0,46395,5554008.0,71113.0
3154,Bocholt,07.05.2019,Nicht zuzuordnen,185 StGB,0,Beleidigung,DIE LINKE,5.0,46395,5554008.0,71113.0
3155,Vallendar,07.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,SPD,7.0,56179,7137226.0,8843.0
3156,Schonenberg-Kubelberg,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,7.0,66901,7336092.0,5618.0
3157,Rennerod,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,7.0,56477,7143286.0,4398.0
3158,Koblenz,07.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,7.0,56068,7111000.0,114052.0
3159,Kiel,07.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,1.0,24103,1002000.0,246794.0
3160,Rendsburg,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,1.0,24768,1058135.0,28896.0
3161,Chemnitz,07.05.2019,Links,303 StGB,6,Sachbeschadigung,DIE LINKE,14.0,9111,14511000.0,246334.0
3162,Stollberg,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,9366,14521590.0,11300.0
3163,Zwickau,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,8056,14524330.0,88690.0
3164,Chemnitz,07.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,14.0,9111,14511000.0,246334.0
3165,Leipzig,07.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,4109,14713000.0,593145.0
3166,Chemnitz,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,9111,14511000.0,246334.0
3167,Chemnitz,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,14.0,9111,14511000.0,246334.0
3168,Wurzen,07.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4808,14729410.0,16209.0
3169,Annaberg-Buchholz,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,9456,14521020.0,19619.0
3170,Langebruck,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,,,,
3171,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3172,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3173,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3174,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3175,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3176,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3177,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3178,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3179,Leipzig,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3180,Hohndorf,07.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,9394,14521290.0,3486.0
3181,Dresden,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
3182,Leipzig,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
3183,Leipzig,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
3184,Sondershause,07.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,,,,
3185,Wingerode,07.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,16.0,37327,16061107.0,1169.0
3186,Neustadt,07.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,8223,14523290.0,959.0
3187,Schleiz,07.05.2019,Links,242 StGB,0,Diebstahl,AfD,16.0,7907,16075098.0,8947.0
3188,Halle,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,3.0,37620,3255016.0,1508.0
3189,Zerbst,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,15.0,39261,15082430.0,21470.0
3190,Gransee,08.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,12.0,16775,12065100.0,5895.0
3191,Frankfurt,08.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,,,,
3192,Eppingen,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,8.0,75031,8125026.0,21784.0
3193,Rust,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,8.0,77977,8317114.0,4258.0
3194,Heilbronn,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,8.0,74072,8121000.0,126592.0
3195,Eppingen,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,8.0,75031,8125026.0,21784.0
3196,Heilbronn,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,Sonstige Partei,8.0,74072,8121000.0,126592.0
3197,Eppingen,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,8.0,75031,8125026.0,21784.0
3198,Stuttgart,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,8.0,70173,8111000.0,635911.0
3199,Eppingen,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,8.0,75031,8125026.0,21784.0
3200,Heidelberg,08.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,FDP,8.0,69117,8221000.0,161485.0
3201,Regensburg,08.05.2019,Links,242 StGB,1,Diebstahl,AfD,9.0,93019,9362000.0,153094.0
3202,Fussen,08.05.2019,Links,242 StGB,0,Diebstahl,AfD,9.0,87629,9777129.0,15508.0
3203,Kassel,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,6.0,34117,6611000.0,202137.0
3204,Haunetal,08.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,6.0,36166,6632008.0,2900.0
3205,Wismar,08.05.2019,Rechts,303 StGB,0,Sachbeschadigung,SPD,13.0,23952,13074087.0,42963.0
3206,Rostock,08.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,SPD,13.0,18055,13003000.0,209191.0
3207,Tessin,08.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,13.0,18195,13072105.0,3993.0
3208,Grevesmuhlen,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,GRÜNE,13.0,23936,13074026.0,10434.0
3209,Bad Pyrmont,08.05.2019,Links,303 StGB,0,Sachbeschadigung,FDP,3.0,31812,3252003.0,19130.0
3210,Bad Fallingbostel,08.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,3.0,29683,3358008.0,11926.0
3211,Uelzen,08.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,3.0,29525,3360025.0,33536.0
3212,Oerlinghausen,08.05.2019,Links,242 StGB,0,Diebstahl,AfD,5.0,33813,5766056.0,17142.0
3213,Gescher,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,5.0,48712,5554016.0,17254.0
3214,Marl,08.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,5.0,45768,5562024.0,84067.0
3215,Vallendar,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,SPD,7.0,56179,7137226.0,8843.0
3216,Speyer,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,Sonstige Partei,7.0,67346,7318000.0,50561.0
3217,Ramstein-Miesenbach,08.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,CDU,7.0,66877,7335038.0,7930.0
3218,Oelsnitz,08.05.2019,Rechts,303 StGB,0,Sachbeschadigung,SPD,14.0,9376,14521450.0,10951.0
3219,Grimma,08.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4668,14729160.0,28173.0
3220,Wurzen,08.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4808,14729410.0,16209.0
3221,Grimma,08.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4668,14729160.0,28173.0
3222,Dobeln,08.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4720,14522080.0,23583.0
3223,Olbernhau,08.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,CDU,14.0,9526,14521460.0,10840.0
3224,Kloster Vessra,08.05.2019,Rechts,303 StGB,0,Sachbeschadigung,Sonstige Partei,16.0,98660,16069025.0,296.0
3225,Wittenberg,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,15.0,6886,15091375.0,45752.0
3226,Wittenberg,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,15.0,6886,15091375.0,45752.0
3227,Oberkramer,09.05.2019,Rechts,242 StGB,0,Diebstahl,DIE LINKE,12.0,16727,12065251.0,11727.0
3228,Brandenburg,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,,,,
3229,Brandenburg,09.05.2019,Nicht zuzuordnen,303 StGB,2,Sachbeschadigung,SPD,,,,
3230,Zossen,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,12.0,15806,12072477.0,19912.0
3231,Kleinmachnow,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,12.0,14532,12069304.0,20374.0
3232,Berlin,09.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
3233,Berlin,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
3234,Berlin,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
3235,Berlin,09.05.2019,Rechts,242 StGB,0,Diebstahl,GRÜNE,11.0,10178,11000000.0,3669491.0
3236,Mosbach,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,8.0,74821,8225058.0,23497.0
3237,Ulm,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,Sonstige Partei,8.0,89073,8421000.0,126790.0
3238,Aichtal,09.05.2019,Nicht zuzuordnen,185 StGB,0,Beleidigung,GRÜNE,8.0,72631,8116081.0,9893.0
3239,Grenzach-Wyhlen,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,8.0,79639,8336105.0,14723.0
3240,Birkenfeld,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,8.0,75217,8236004.0,10304.0
3241,Heidelberg,09.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,CDU,8.0,69117,8221000.0,161485.0
3242,Nussloch,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,8.0,69226,8226060.0,11295.0
3243,Rechberghaus,09.05.2019,Rechts,303 StGB,0,Sachbeschadigung,GRÜNE,,,,
3244,Heidelberg,09.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,8.0,69117,8221000.0,161485.0
3245,Wurzburg,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,9.0,97067,9663000.0,127934.0
3246,Hamburg,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,SPD,2.0,20038,2000000.0,1847253.0
3247,Sassnitz,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,13.0,18546,13073080.0,9186.0
3248,Wesenberg,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,DIE LINKE,13.0,17255,13071159.0,3031.0
3249,Gadebusch,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,13.0,19205,13074021.0,5463.0
3250,Celle,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,3.0,29221,3351006.0,69540.0
3251,Duderstadt,09.05.2019,Links,185 StGB,0,Beleidigung,AfD,3.0,37115,3159010.0,20363.0
3252,Oyten,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,3.0,28876,3361009.0,15863.0
3253,Hannover,09.05.2019,Links,248a StGB,0,Diebstahl und Unterschlagung geringwertiger Sachen,AfD,3.0,30159,3241001.0,536925.0
3254,Heimbach,09.05.2019,Links,304 StGB,1,Gemeinschadliche Sachbeschadigung Sachbeschadigung,AfD,5.0,52396,5358012.0,4328.0
3255,Mulheim,09.05.2019,Rechts,242 StGB,0,Diebstahl,GRÜNE,,,,
3256,Rheine,09.05.2019,Rechts,86a StGB,1,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,5.0,48431,5566076.0,76218.0
3257,Oer-ErkenschwickErkenschwick,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,Sonstige Partei,,,,
3258,Wuppertal,09.05.2019,Rechts,303 StGB,0,Sachbeschadigung,GRÜNE,5.0,42275,5124000.0,355100.0
3259,Mommenheim,09.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,7.0,55278,7339037.0,3129.0
3260,Kandel,09.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,AfD,7.0,76870,7334013.0,9034.0
3261,Herdorf,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,7.0,57562,7132050.0,6546.0
3262,Herdorf,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,7.0,57562,7132050.0,6546.0
3263,Wadgassen,09.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,10.0,66787,10044120.0,16992.0
3264,Niederdorf,09.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,14.0,9366,14521420.0,1280.0
3265,Leipzig,09.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3266,Hoyerswerda,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,,,,
3267,Dresden,09.05.2019,Links,303 StGB,0,Sachbeschadigung,Sonstige Partei,14.0,1067,14612000.0,556780.0
3268,Radebeul,09.05.2019,Links,248a StGB,0,Diebstahl und Unterschlagung geringwertiger Sachen,AfD,14.0,1445,14627210.0,33894.0
3269,Annaberg-Buchholz,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,9456,14521020.0,19619.0
3270,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3271,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3272,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3273,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3274,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3275,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3276,Leipzig,09.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3277,Dresden,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,1067,14612000.0,556780.0
3278,Leipzig,09.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,4109,14713000.0,593145.0
3279,Leipzig,09.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,14.0,4109,14713000.0,593145.0
3280,Meiningen,09.05.2019,Rechts,303 StGB,0,Sachbeschadigung,GRÜNE,16.0,98617,16066042.0,24796.0
3281,Gotha,09.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,SPD,16.0,99867,16067029.0,45419.0
3282,Berga,09.05.2019,Links,303 StGB,2,Sachbeschadigung,AfD,16.0,7980,16076004.0,3258.0
3283,Wittenberg,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,15.0,6886,15091375.0,45752.0
3284,Wittenberg,10.05.2019,Links,243 StGB,0,Besonders schwerer Fall des Diebstahls,Sonstige Partei,15.0,6886,15091375.0,45752.0
3285,Halle,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,3.0,37620,3255016.0,1508.0
3286,Wandlitz,10.05.2019,Links,242 StGB,0,Diebstahl,AfD,12.0,16348,12060269.0,23127.0
3287,Altlandsberg,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,12.0,15345,12064029.0,9526.0
3288,Falkensee,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,12.0,14612,12063080.0,43994.0
3289,Nauen,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,12.0,14641,12063208.0,18182.0
3290,Potsdam,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,FDP,12.0,14469,12054000.0,180334.0
3291,Berlin,10.05.2019,Rechts,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,11.0,10178,11000000.0,3669491.0
3292,Offenau,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,8.0,74254,8125079.0,2909.0
3293,Pforzheim,10.05.2019,Nicht zuzuordnen,303 StGB,1,Sachbeschadigung,CDU,8.0,75175,8231000.0,125957.0
3294,Tubingen,10.05.2019,Nicht zuzuordnen,185 StGB,1,Beleidigung,DIE LINKE,8.0,72070,8416041.0,91506.0
3295,Memmingen,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,9.0,87700,9764000.0,44100.0
3296,Nurnberg,10.05.2019,Nicht zuzuordnen,242 StGB,0,Diebstahl,SPD,9.0,90403,9564000.0,518370.0
3297,Neukirchen,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,6.0,34626,6634017.0,6946.0
3298,Hamburg,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,2.0,20038,2000000.0,1847253.0
3299,Hamburg,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,2.0,20038,2000000.0,1847253.0
3300,Greifswald,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,13.0,17489,13075039.0,59232.0
3301,Peine,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,3.0,31224,3157006.0,49990.0
3302,Duderstadt,10.05.2019,Links,86a StGB,0,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,3.0,37115,3159010.0,20363.0
3303,Bad Zwischenahn,10.05.2019,Links,248a StGB,0,Diebstahl und Unterschlagung geringwertiger Sachen,AfD,3.0,26160,3451002.0,28896.0
3304,Rastede,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,3.0,26180,3451005.0,22704.0
3305,Aachen,10.05.2019,Rechts,303 StGB,1,Sachbeschadigung,GRÜNE,5.0,52062,5334002.0,248960.0
3306,Aachen,10.05.2019,Nicht zuzuordnen,223 StGB,1,Korperverletzung,GRÜNE,5.0,52062,5334002.0,248960.0
3307,Hamm,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,5.0,59065,5915000.0,179916.0
3308,Hattingen,10.05.2019,Rechts,303 StGB,0,Sachbeschadigung,Sonstige Partei,5.0,45525,5954016.0,54438.0
3309,Koln,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,5.0,50667,5315000.0,1087863.0
3310,Wermelskirch,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,,,,
3311,Bottrop,10.05.2019,Rechts,303 StGB,0,Sachbeschadigung,SPD,5.0,46236,5512000.0,117565.0
3312,Dernbach,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,7.0,56307,7138011.0,1030.0
3313,Kirchen,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,AfD,,,,
3314,Halstenbek,10.05.2019,Links,242 StGB,0,Diebstahl,AfD,1.0,25469,1056018.0,17944.0
3315,Halstenbek,10.05.2019,Links,242 StGB,0,Diebstahl,AfD,1.0,25469,1056018.0,17944.0
3316,Halstenbek,10.05.2019,Links,242 StGB,0,Diebstahl,AfD,1.0,25469,1056018.0,17944.0
3317,Leipzig,10.05.2019,Rechts,303 StGB,0,Sachbeschadigung,CDU,14.0,4109,14713000.0,593145.0
3318,Weisswasser,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,14.0,2943,14626600.0,15886.0
3319,Leipzig,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3320,Neumark,10.05.2019,Rechts,303 StGB,1,Sachbeschadigung,DIE LINKE,14.0,8496,14523280.0,2964.0
3321,Dresden,10.05.2019,Links,303 StGB,1,Sachbeschadigung,AfD,14.0,1067,14612000.0,556780.0
3322,Delitzsch,10.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4509,14730070.0,24823.0
3323,Dresden,10.05.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,GRÜNE,14.0,1067,14612000.0,556780.0
3324,Dresden,10.05.2019,Nicht zuzuordnen,303 StGB,2,Sachbeschadigung,SPD,14.0,1067,14612000.0,556780.0
3325,Remse,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,8373,14524260.0,1625.0
3326,Radebeul,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,1445,14627210.0,33894.0
3327,Schwarzenberg,10.05.2019,Links,242 StGB,0,Diebstahl,AfD,14.0,8340,14521550.0,16447.0
3328,Radebeul,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,1445,14627210.0,33894.0
3329,Leipzig,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3330,Leipzig,10.05.2019,Links,303 StGB,0,Sachbeschadigung,AfD,14.0,4109,14713000.0,593145.0
3331,Bad Lausick,10.05.2019,Rechts,303 StGB,0,Sachbeschadigung,DIE LINKE,14.0,4651,14729010.0,7984.0
