Satz-art;Text-kenn-zeichen;Land;RB;Kreis;VB;Gem;Gemeindename;plz;Längengrad;Breitengrad;reiseziel;Besiedlungsgrad
60;63;08;4;25;5007;071;Laichingen;89150;9,685733;48,489445;Schwäbische Alb;mittlere Besiedlungsdichte
60;64;08;4;25;5007;079;Merklingen;89188;9,755088;48,511695;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5007;084;Nellingen;89191;9,791311;48,541984;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5007;134;Westerheim;72589;9,624072;48,515159;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5007;139;Heroldstatt;72535;9,669339;48,446332;Schwäbische Alb;gering besiedelt
50;56;08;4;25;5008;;GVV Langenau;;;;;
60;64;08;4;25;5008;005;Altheim (Alb);89174;10,025037;48,581738;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;011;Asselfingen;89176;10,1914;48,529714;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;013;Ballendorf;89177;10,07723;48,554937;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;019;Bernstadt;89182;10,023964;48,500014;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;022;Börslingen;89177;10,063069;48,538957;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;024;Breitingen;89183;9,991461;48,517286;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;062;Holzkirch;89183;9,99421;48,531479;Schwäbische Alb;gering besiedelt
60;63;08;4;25;5008;072;Langenau;89129;10,121087;48,499499;Schwäbische Alb;mittlere Besiedlungsdichte
60;64;08;4;25;5008;083;Neenstetten;89189;10,021476;48,545493;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;085;Nerenstetten;89129;10,099582;48,529959;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;092;Öllingen;89129;10,148065;48,527741;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;097;Rammingen;89192;10,170794;48,519683;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;112;Setzingen;89129;10,126705;48,538048;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5008;130;Weidenstetten;89197;9,997084;48,552147;Schwäbische Alb;gering besiedelt
50;56;08;4;25;5009;;GVV Lonsee-Amstetten;;;;;
60;64;08;4;25;5009;008;Amstetten;73340;9,876125;48,577697;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5009;075;Lonsee;89173;9,917632;48,543054;Schwäbische Alb;gering besiedelt
50;56;08;4;25;5010;;GVV Verwaltungsgemeinschaft Munderkingen;;;;;
60;64;08;4;25;5010;035;Emeringen;88499;9,517274;48,234296;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;036;Emerkingen;89607;9,656266;48,214609;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;052;Grundsheim;89613;9,667765;48,177459;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;055;Hausen am Bussen;89597;9,624615;48,211503;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;073;Lauterach;89584;9,579242;48,256068;Schwäbische Alb;gering besiedelt
60;63;08;4;25;5010;081;Munderkingen;89597;9,647663;48,236714;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;090;Obermarchtal;89611;9,568532;48,233294;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;091;Oberstadion;89613;9,691361;48,186931;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;098;Rechtenstein;89611;9,544232;48,241602;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;104;Rottenacker;89616;9,687742;48,235057;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;123;Untermarchtal;89617;9,612757;48,24096;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;124;Unterstadion;89619;9,690197;48,204552;Schwäbische Alb;gering besiedelt
60;64;08;4;25;5010;125;Unterwachingen;89597;9,643433;48,203784;Schwäbische Alb;gering besiedelt
40;44;08;4;26;;;Biberach;;;;;
50;50;08;4;26;0134;;Schemmerhofen;;;;;
60;64;08;4;26;0134;134;Schemmerhofen;88433;9,789396;48,174914;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;26;5001;;GVV Bad Buchau;;;;;
60;64;08;4;26;5001;005;Alleshausen;88422;9,621543;48,102679;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;006;Allmannsweiler;88348;9,593584;48,028386;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;26;5001;013;Bad Buchau;88422;9,611773;48,063926;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;020;Betzenweiler;88422;9,574404;48,117754;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;036;Dürnau;88422;9,554803;48,060403;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;064;Kanzach;88422;9,558743;48,07669;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;078;Moosburg;88422;9,596849;48,088634;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;090;Oggelshausen;88422;9,648628;48,070826;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;109;Seekirch;88422;9,641357;48,106288;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5001;118;Tiefenbach;88422;9,6525;48,089033;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5002;;VVG der Stadt Bad Schussenried;;;;;
60;63;08;4;26;5002;014;Bad Schussenried;88427;9,657495;48,004849;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5002;062;Ingoldingen;88456;9,739688;48,025577;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5003;;VVG der Stadt Biberach an der Riß;;;;;
60;64;08;4;26;5003;011;Attenweiler;88448;9,698617;48,136819;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;67;08;4;26;5003;021;Biberach an der Riß;88400;9,79203;48,097465;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5003;038;Eberhardzell;88436;9,824229;48,001249;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5003;058;Hochdorf;88454;9,787135;48,02488;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5003;071;Maselheim;88437;9,883935;48,13449;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5003;074;Mittelbiberach;88441;9,747188;48,087332;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5003;120;Ummendorf;88444;9,831026;48,062058;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5003;128;Warthausen;88447;9,797727;48,128975;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;56;08;4;26;5004;;GVV Illertal;;;;;
60;64;08;4;26;5004;019;Berkheim;88450;10,08179;48,043327;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5004;031;Dettingen an der Iller;88451;10,109281;48,109544;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5004;044;Erolzheim;88453;10,072583;48,091068;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5004;065;Kirchberg an der Iller;88486;10,081464;48,132256;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5004;066;Kirchdorf an der Iller;88457;10,126512;48,076496;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5005;;VVG der Stadt Laupheim;;;;;
60;64;08;4;26;5005;001;Achstetten;88480;9,898085;48,258983;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5005;028;Burgrieden;88483;9,93438;48,238255;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;67;08;4;26;5005;070;Laupheim;88471;9,883733;48,230018;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5005;073;Mietingen;88487;9,903726;48,179243;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5006;;VVG der Stadt Ochsenhausen;;;;;
60;64;08;4;26;5006;043;Erlenmoos;88416;9,974997;48,063201;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;26;5006;087;Ochsenhausen;88416;9,951929;48,06947;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5006;113;Steinhausen an der Rottum;88416;9,956273;48,023423;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5006;135;Gutenzell-Hürbel;88484;9,997187;48,113537;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5007;;VVG der Stadt Riedlingen;;;;;
60;64;08;4;26;5007;008;Altheim;88499;9,448855;48,145555;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5007;035;Dürmentingen;88525;9,533605;48,113546;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5007;045;Ertingen;88521;9,460739;48,096788;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5007;067;Langenenslingen;88515;9,377962;48,148612;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;26;5007;097;Riedlingen;88499;9,47504;48,153148;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;26;5007;121;Unlingen;88527;9,522042;48,166683;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5007;124;Uttenweiler;88524;9,61133;48,148751;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;26;5008;;GVV Rot-Tannheim;;;;;
60;64;08;4;26;5008;100;Rot an der Rot;88430;10,027282;48,013091;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5008;117;Tannheim;88459;10,081648;48,000036;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;26;5009;;VVG der Gemeinde Schwendi;;;;;
60;64;08;4;26;5009;108;Schwendi;88477;9,975708;48,175367;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;26;5009;125;Wain;88489;10,022001;48,188928;Württembergisches Allgäu Oberschwaben;gering besiedelt
30;;08;4;3;;;Region Bodensee-Oberschwaben;;;;;
40;44;08;4;35;;;Bodenseekreis;;;;;
50;50;08;4;35;0035;;Meckenbeuren;;;;;
60;64;08;4;35;0035;035;Meckenbeuren;88074;9,562678;47,700637;Bodensee;mittlere Besiedlungsdichte
50;56;08;4;35;5001;;GVV Eriskirch-Kressbronn am Bodensee-Langenargen;;;;;
60;64;08;4;35;5001;013;Eriskirch;88097;9,530728;47,629977;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5001;029;Kressbronn am Bodensee;88079;9,59834;47,596747;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5001;030;Langenargen;88085;9,54014;47,596737;Bodensee;mittlere Besiedlungsdichte
50;54;08;4;35;5002;;VVG der Stadt Friedrichshafen;;;;;
60;67;08;4;35;5002;016;Friedrichshafen;88045;9,479614;47,652205;Bodensee;dicht besiedelt
60;64;08;4;35;5002;024;Immenstaad am Bodensee;88090;9,37146;47,666622;Bodensee;mittlere Besiedlungsdichte
50;56;08;4;35;5003;;GVV Markdorf;;;;;
60;64;08;4;35;5003;005;Bermatingen;88697;9,348092;47,731114;Bodensee;gering besiedelt
60;63;08;4;35;5003;034;Markdorf;88677;9,389138;47,72035;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5003;045;Oberteuringen;88094;9,471967;47,725477;Bodensee;gering besiedelt
60;64;08;4;35;5003;067;Deggenhausertal;88693;9,390459;47,78158;Bodensee;gering besiedelt
50;56;08;4;35;5004;;GVV Meersburg;;;;;
60;64;08;4;35;5004;010;Daisendorf;88718;9,265766;47,711716;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5004;018;Hagnau am Bodensee;88709;9,320022;47,67625;Bodensee;mittlere Besiedlungsdichte
60;63;08;4;35;5004;036;Meersburg;88709;9,273408;47,695076;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5004;054;Stetten;88719;9,300569;47,692691;Bodensee;mittlere Besiedlungsdichte
60;64;08;4;35;5004;066;Uhldingen-Mühlhofen;88690;9,245612;47,735636;Bodensee;mittlere Besiedlungsdichte
50;56;08;4;35;5005;;GVV Salem;;;;;
60;64;08;4;35;5005;015;Frickingen;88699;9,273089;47,81517;Bodensee;gering besiedelt
60;64;08;4;35;5005;020;Heiligenberg;88633;9,312802;47,821299;Bodensee;gering besiedelt
60;64;08;4;35;5005;052;Salem;88682;9,310691;47,759725;Bodensee;mittlere Besiedlungsdichte
50;54;08;4;35;5006;;VVG der Stadt Tettnang;;;;;
60;64;08;4;35;5006;042;Neukirch;88099;9,701999;47,657496;Bodensee;gering besiedelt
60;63;08;4;35;5006;057;Tettnang;88069;9,589453;47,671477;Bodensee;mittlere Besiedlungsdichte
50;54;08;4;35;5007;;VVG der Stadt Überlingen;;;;;
60;64;08;4;35;5007;047;Owingen;88696;9,175628;47,810832;Bodensee;gering besiedelt
60;64;08;4;35;5007;053;Sipplingen;78354;9,098441;47,79642;Bodensee;gering besiedelt
60;67;08;4;35;5007;059;Überlingen;88662;9,159266;47,768547;Bodensee;mittlere Besiedlungsdichte
40;44;08;4;36;;;Ravensburg;;;;;
50;50;08;4;36;0008;;Aulendorf;;;;;
60;63;08;4;36;0008;008;Aulendorf;88326;9,638492;47,951301;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;50;08;4;36;0010;;Bad Wurzach;;;;;
60;63;08;4;36;0010;010;Bad Wurzach;88410;9,896525;47,908416;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;50;08;4;36;0049;;Isny im Allgäu;;;;;
60;63;08;4;36;0049;049;Isny im Allgäu;88316;10,039361;47,692238;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;50;08;4;36;0052;;Kißlegg;;;;;
60;64;08;4;36;0052;052;Kißlegg;88353;9,881938;47,787754;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;50;08;4;36;0094;;Argenbühl;;;;;
60;64;08;4;36;0094;094;Argenbühl;88260;9,959372;47,688159;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;36;5001;;GVV Altshausen;;;;;
60;64;08;4;36;5001;005;Altshausen;88361;9,538271;47,93449;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;019;Boms;88361;9,508511;47,969713;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;024;Ebenweiler;88370;9,513264;47,900658;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;027;Eichstegen;88361;9,498845;47,938739;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;032;Fleischwangen;88373;9,477566;47,879063;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;040;Guggenhausen;88379;9,455438;47,893685;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;047;Hoßkirch;88374;9,446033;47,940508;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;053;Königseggwald;88376;9,419302;47,929613;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;067;Riedhausen;88377;9,431359;47,908922;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;077;Unterwaldhausen;88379;9,469885;47,902083;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5001;093;Ebersbach-Musbach;88371;9,580336;47,956209;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;36;5002;;VVG der Stadt Bad Waldsee;;;;;
60;63;08;4;36;5002;009;Bad Waldsee;88339;9,751276;47,92251;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;36;5002;014;Bergatreute;88368;9,748012;47,849665;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;36;5003;;GVV Gullen;;;;;
60;64;08;4;36;5003;018;Bodnegg;88285;9,690491;47,709876;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5003;039;Grünkraut;88287;9,652681;47,743111;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5003;069;Schlier;88281;9,674581;47,770627;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5003;079;Waldburg;88289;9,712904;47,757454;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;36;5004;;VVG der Stadt Leutkirch im Allgäu;;;;;
60;64;08;4;36;5004;003;Aichstetten;88317;10,08067;47,892919;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5004;004;Aitrach;88319;10,083889;47,940739;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;67;08;4;36;5004;055;Leutkirch im Allgäu;88299;10,024379;47,825064;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;56;08;4;36;5005;;GVV Mittleres Schussental;;;;;
60;64;08;4;36;5005;011;Baienfurt;88255;9,651432;47,826982;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;36;5005;012;Baindt;88255;9,661164;47,84186;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;36;5005;013;Berg;88276;9,595867;47,816128;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;67;08;4;36;5005;064;Ravensburg;88212;9,615089;47,78366;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;67;08;4;36;5005;082;Weingarten;88250;9,640669;47,807399;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;54;08;4;36;5006;;VVG der Gemeinde Vogt;;;;;
60;64;08;4;36;5006;078;Vogt;88267;9,766671;47,775383;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5006;085;Wolfegg;88364;9,793215;47,820361;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;36;5007;;VVG der Stadt Wangen im Allgäu;;;;;
60;64;08;4;36;5007;001;Achberg;88147;9,713856;47,615122;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5007;006;Amtzell;88279;9,747974;47,70628;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;67;08;4;36;5007;081;Wangen im Allgäu;88239;9,832354;47,685855;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;54;08;4;36;5008;;VVG der Gemeinde Wilhelmsdorf;;;;;
60;64;08;4;36;5008;083;Wilhelmsdorf;88271;9,425067;47,867494;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5008;095;Horgenzell;88263;9,497983;47,806456;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;36;5009;;GVV Fronreute-Wolpertswende;;;;;
60;64;08;4;36;5009;087;Wolpertswende;88284;9,613345;47,895287;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;36;5009;096;Fronreute;88273;9,589918;47,863185;Württembergisches Allgäu Oberschwaben;gering besiedelt
40;44;08;4;37;;;Sigmaringen;;;;;
50;50;08;4;37;0086;;Ostrach;;;;;
60;64;08;4;37;0086;086;Ostrach;88356;9,380955;47,953822;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;56;08;4;37;5001;;GVV Gammertingen;;;;;
60;63;08;4;37;5001;031;Gammertingen;72501;9,2157;48,250288;Schwäbische Alb;mittlere Besiedlungsdichte
60;63;08;4;37;5001;047;Hettingen;72513;9,234626;48,219073;Schwäbische Alb;gering besiedelt
60;64;08;4;37;5001;082;Neufra;72419;9,186088;48,247237;Schwäbische Alb;gering besiedelt
60;63;08;4;37;5001;114;Veringenstadt;72519;9,214018;48,178302;Schwäbische Alb;gering besiedelt
50;56;08;4;37;5002;;GVV Mengen;;;;;
60;64;08;4;37;5002;053;Hohentengen;88367;9,376107;48,028673;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;37;5002;076;Mengen;88512;9,329165;48,048768;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;63;08;4;37;5002;101;Scheer;72516;9,29707;48,074457;Schwäbische Alb;gering besiedelt
50;54;08;4;37;5003;;VVG der Stadt Meßkirch;;;;;
60;64;08;4;37;5003;072;Leibertingen;88637;9,01618;48,042912;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;37;5003;078;Meßkirch;88605;9,111166;47,992608;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;37;5003;123;Sauldorf;88605;9,106323;47,94256;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;37;5004;;VVG der Stadt Pfullendorf;;;;;
60;64;08;4;37;5004;056;Illmensee;88636;9,37451;47,862015;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;37;5004;088;Pfullendorf;88630;9,255547;47,923774;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
60;64;08;4;37;5004;118;Wald;88639;9,172005;47,937975;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;37;5004;124;Herdwangen-Schönach;88634;9,168242;47,862679;Württembergisches Allgäu Oberschwaben;gering besiedelt
50;54;08;4;37;5005;;VVG der Stadt Bad Saulgau;;;;;
60;64;08;4;37;5005;044;Herbertingen;88518;9,438105;48,061061;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;37;5005;100;Bad Saulgau;88348;9,499183;48,013864;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte
50;56;08;4;37;5006;;GVV Sigmaringen;;;;;
60;64;08;4;37;5006;005;Beuron;88631;8,970068;48,050828;Schwäbische Alb;gering besiedelt
60;64;08;4;37;5006;008;Bingen;72511;9,272341;48,110738;Schwäbische Alb;gering besiedelt
60;64;08;4;37;5006;059;Inzigkofen;72514;9,179617;48,070908;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;64;08;4;37;5006;065;Krauchenwies;72505;9,248681;48,018687;Württembergisches Allgäu Oberschwaben;gering besiedelt
60;63;08;4;37;5006;104;Sigmaringen;72488;9,214788;48,086623;Schwäbische Alb;mittlere Besiedlungsdichte
60;64;08;4;37;5006;105;Sigmaringendorf;72517;9,261616;48,067985;Schwäbische Alb;gering besiedelt
50;54;08;4;37;5007;;VVG der Gemeinde Stetten am kalten Markt;;;;;
60;64;08;4;37;5007;102;Schwenningen;72477;8,997429;48,10473;Schwäbische Alb;gering besiedelt
60;64;08;4;37;5007;107;Stetten am kalten Markt;72510;9,077554;48,121999;Schwäbische Alb;gering besiedelt
10;;09;;;;;Bayern;;;;;
20;;09;1;;;;Oberbayern;;;;;
40;41;09;1;61;;;Ingolstadt;;;;;
50;50;09;1;61;0000;;Ingolstadt;;;;;
60;61;09;1;61;0000;000;Ingolstadt;85024;11,423387;48,76542;Oberbayerns Städte;dicht besiedelt
40;41;09;1;62;;;München;;;;;
50;50;09;1;62;0000;;München;;;;;
60;61;09;1;62;0000;000;München;80313;11,575997;48,137683;Landeshauptstadt München;dicht besiedelt
40;41;09;1;63;;;Rosenheim;;;;;
50;50;09;1;63;0000;;Rosenheim;;;;;
60;61;09;1;63;0000;000;Rosenheim;83013;12,128932;47,856358;Chiemsee-Alpenland;dicht besiedelt
40;44;09;1;71;;;Altötting;;;;;
50;50;09;1;71;0111;;Altötting;;;;;
60;63;09;1;71;0111;111;Altötting;84503;12,67892;48,227986;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0112;;Burghausen;;;;;
60;63;09;1;71;0112;112;Burghausen;84489;12,831282;48,168825;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0113;;Burgkirchen a.d.Alz;;;;;
60;64;09;1;71;0113;113;Burgkirchen a.d.Alz;84508;12,731367;48,166556;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0117;;Garching a.d.Alz;;;;;
60;64;09;1;71;0117;117;Garching a.d.Alz;84518;12,574383;48,127462;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0118;;Haiming;;;;;
60;64;09;1;71;0118;118;Haiming;84533;12,88758;48,21297;Inn-Salzach;gering besiedelt
50;50;09;1;71;0125;;Neuötting;;;;;
60;63;09;1;71;0125;125;Neuötting;84524;12,690715;48,240061;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0127;;Pleiskirchen;;;;;
60;64;09;1;71;0127;127;Pleiskirchen;84568;12,59607;48,307035;Inn-Salzach;gering besiedelt
50;50;09;1;71;0131;;Teising;;;;;
60;64;09;1;71;0131;131;Teising;84576;12,609927;48,22698;Inn-Salzach;gering besiedelt
50;50;09;1;71;0132;;Töging a.Inn;;;;;
60;63;09;1;71;0132;132;Töging a.Inn;84513;12,586743;48,254645;Inn-Salzach;mittlere Besiedlungsdichte
50;50;09;1;71;0133;;Tüßling;;;;;
60;60;09;1;71;0133;133;Tüßling;84577;12,601677;48,212289;Inn-Salzach;gering besiedelt
50;50;09;1;71;0137;;Winhöring;;;;;
60;64;09;1;71;0137;137;Winhöring;84543;12,651149;48,265589;Inn-Salzach;mittlere Besiedlungsdichte
50;54;09;1;71;5101;;Emmerting (VGem);;;;;
60;64;09;1;71;5101;114;Emmerting;84547;12,766255;48,199992;Inn-Salzach;mittlere Besiedlungsdichte
60;64;09;1;71;5101;124;Mehring;84561;12,78353;48,178788;Inn-Salzach;mittlere Besiedlungsdichte
50;54;09;1;71;5102;;Kirchweidach (VGem);;;;;
60;64;09;1;71;5102;116;Feichten a.d.Alz;84550;12,595784;48,081776;Inn-Salzach;gering besiedelt
60;64;09;1;71;5102;119;Halsbach;84553;12,675709;48,125357;Inn-Salzach;gering besiedelt
60;64;09;1;71;5102;122;Kirchweidach;84558;12,64351;48,085899;Inn-Salzach;gering besiedelt
60;64;09;1;71;5102;134;Tyrlaching;84558;12,668425;48,061068;Inn-Salzach;gering besiedelt
50;54;09;1;71;5103;;Marktl (VGem);;;;;
60;60;09;1;71;5103;123;Marktl;84533;12,843658;48,25329;Inn-Salzach;gering besiedelt
60;64;09;1;71;5103;130;Stammham;84533;12,882353;48,248353;Inn-Salzach;gering besiedelt
50;54;09;1;71;5104;;Reischach (VGem);;;;;
60;64;09;1;71;5104;115;Erlbach;84567;12,786431;48,30704;Inn-Salzach;gering besiedelt
60;64;09;1;71;5104;126;Perach;84567;12,767571;48,265551;Inn-Salzach;gering besiedelt
60;64;09;1;71;5104;129;Reischach;84571;12,725442;48,290821;Inn-Salzach;gering besiedelt
50;54;09;1;71;5106;;Unterneukirchen (VGem);;;;;
60;64;09;1;71;5106;121;Kastl;84556;12,696097;48,193923;Inn-Salzach;gering besiedelt
60;64;09;1;71;5106;135;Unterneukirchen;84579;12,618632;48,165342;Inn-Salzach;mittlere Besiedlungsdichte
40;44;09;1;72;;;Berchtesgadener Land;;;;;
50;50;09;1;72;0111;;Ainring;;;;;
60;64;09;1;72;0111;111;Ainring;83404;12,943264;47,816451;Berchtesgadener Land;mittlere Besiedlungsdichte
50;50;09;1;72;0112;;Anger;;;;;
60;64;09;1;72;0112;112;Anger;83454;12,859411;47,802378;Berchtesgadener Land;gering besiedelt
50;50;09;1;72;0114;;Bad Reichenhall;;;;;
60;67;09;1;72;0114;114;Bad Reichenhall;83435;12,876699;47,725886;Berchtesgadener Land;mittlere Besiedlungsdichte
50;50;09;1;72;0115;;Bayerisch Gmain;;;;;
