,plz,year,pop,female,density,degree_urban,size,share_fem
3105,73457.0,2019,6377.0,3218.0,109,mittlere Besiedlungsdichte,"58,49",0.5046259996863729
3106,73460.0,2019,6155.0,3130.0,329,mittlere Besiedlungsdichte,"18,7",0.5085296506904955
3107,73430.0,2019,68393.0,34412.0,467,mittlere Besiedlungsdichte,"146,58",0.5031509072565906
3108,73441.0,2019,11701.0,5928.0,152,mittlere Besiedlungsdichte,"76,96",0.5066233655243142
3109,73467.0,2019,1790.0,872.0,85,gering besiedelt,"21,05",0.4871508379888268
3110,73469.0,2019,2281.0,1134.0,127,gering besiedelt,"17,97",0.49715037264357737
3111,73486.0,2019,1710.0,827.0,75,gering besiedelt,"22,9",0.48362573099415207
3112,73488.0,2019,1744.0,862.0,58,gering besiedelt,"30,19",0.49426605504587157
3113,73479.0,2019,24549.0,12286.0,193,mittlere Besiedlungsdichte,"127,38",0.5004684508533952
3114,73489.0,2019,2309.0,1119.0,61,gering besiedelt,"37,95",0.48462537895192725
3115,73491.0,2019,3196.0,1575.0,88,gering besiedelt,"36,27",0.4928035043804756
3116,73494.0,2019,2653.0,1281.0,65,gering besiedelt,"41,02",0.48284960422163586
3117,73499.0,2019,1477.0,704.0,81,gering besiedelt,"18,17",0.4766418415707515
3118,73492.0,2019,3345.0,1611.0,131,gering besiedelt,"25,47",0.48161434977578477
3119,73466.0,2019,4698.0,2323.0,115,gering besiedelt,"40,86",0.494465730097914
3120,73463.0,2019,6057.0,3005.0,158,gering besiedelt,"38,45",0.4961201915139508
3121,73569.0,2019,1776.0,897.0,88,gering besiedelt,"20,28",0.5050675675675675
3122,73571.0,2019,2480.0,1256.0,218,mittlere Besiedlungsdichte,"11,38",0.5064516129032258
3123,73574.0,2019,2549.0,1269.0,223,mittlere Besiedlungsdichte,"11,42",0.49784229109454686
3124,73575.0,2019,2057.0,1000.0,975,mittlere Besiedlungsdichte,"2,11",0.48614487117160915
3125,73569.0,2019,452.0,218.0,77,gering besiedelt,"5,86",0.4823008849557522
3126,73579.0,2019,2233.0,1140.0,188,gering besiedelt,"11,87",0.5105239587998208
3127,73566.0,2019,2021.0,1019.0,97,gering besiedelt,"20,75",0.5042058386937159
3128,73560.0,2019,4547.0,2274.0,372,mittlere Besiedlungsdichte,"12,22",0.5001099626127117
3129,73540.0,2019,9856.0,4953.0,382,mittlere Besiedlungsdichte,"25,78",0.502536525974026
3130,73572.0,2019,1873.0,913.0,207,gering besiedelt,"9,03",0.4874532835024026
3131,73563.0,2019,4247.0,2134.0,414,gering besiedelt,"10,27",0.5024723334118201
3132,73525.0,2019,61137.0,31246.0,537,mittlere Besiedlungsdichte,"113,78",0.5110816690383891
3133,73550.0,2019,7075.0,3602.0,338,mittlere Besiedlungsdichte,"20,96",0.5091166077738516
3134,73568.0,2019,2848.0,1367.0,273,gering besiedelt,"10,44",0.4799859550561798
3135,73557.0,2019,6701.0,3422.0,762,mittlere Besiedlungsdichte,"8,79",0.5106700492463812
3136,73577.0,2019,1884.0,910.0,133,gering besiedelt,"14,21",0.4830148619957537
3137,73565.0,2019,3325.0,1690.0,268,gering besiedelt,"12,39",0.5082706766917293
3138,73527.0,2019,1008.0,501.0,84,gering besiedelt,"12,01",0.49702380952380953
3139,73495.0,2019,1872.0,949.0,60,gering besiedelt,"31,18",0.5069444444444444
3140,73497.0,2019,1789.0,917.0,101,gering besiedelt,"17,74",0.5125768585802124
3141,73485.0,2019,4755.0,2292.0,70,gering besiedelt,"68,07",0.48201892744479496
3142,76530.0,2019,55185.0,28663.0,394,mittlere Besiedlungsdichte,"140,19",0.5193983872429102
3143,76124.0,2019,312060.0,152173.0, 1 799,dicht besiedelt,"173,42",0.4876401973979363
3144,76275.0,2019,39373.0,20207.0,694,mittlere Besiedlungsdichte,"56,75",0.513219719096843
3145,76316.0,2019,14656.0,7178.0,286,mittlere Besiedlungsdichte,"51,24",0.4897652838427948
3146,76359.0,2019,4964.0,2471.0,142,gering besiedelt,"34,92",0.49778404512489927
3147,76684.0,2019,12917.0,6334.0,242,mittlere Besiedlungsdichte,"53,28",0.4903615390570566
3148,76698.0,2019,13131.0,6531.0,360,mittlere Besiedlungsdichte,"36,49",0.49737262965501483
3149,75045.0,2019,9834.0,4966.0,268,mittlere Besiedlungsdichte,"36,68",0.5049827130364043
3150,76356.0,2019,10422.0,5256.0,355,mittlere Besiedlungsdichte,"29,38",0.5043177892918825
3151,76307.0,2019,15810.0,8064.0,416,mittlere Besiedlungsdichte,"38,01",0.5100569259962049
3152,76703.0,2019,14681.0,7328.0,182,gering besiedelt,"80,59",0.49914855936244124
3153,76327.0,2019,18451.0,9272.0,594,mittlere Besiedlungsdichte,"31,05",0.5025201886076636
3154,76344.0,2019,16430.0,8218.0,629,mittlere Besiedlungsdichte,"26,11",0.5001825928180158
3155,76351.0,2019,11897.0,6074.0,504,mittlere Besiedlungsdichte,"23,6",0.5105488778683702
3156,68753.0,2019,20950.0,10555.0,489,mittlere Besiedlungsdichte,"42,84",0.50381861575179
3157,76287.0,2019,20206.0,10350.0,625,mittlere Besiedlungsdichte,"32,31",0.5122240918539048
3158,76297.0,2019,24788.0,12474.0,543,mittlere Besiedlungsdichte,"45,68",0.5032273680813297
3159,76337.0,2019,13080.0,6643.0, 1 152,mittlere Besiedlungsdichte,"11,35",0.507874617737003
3160,76709.0,2019,5880.0,2975.0,539,mittlere Besiedlungsdichte,"10,9",0.5059523809523809
3161,76669.0,2019,12913.0,6389.0,536,mittlere Besiedlungsdichte,"24,1",0.49477270967242315
3162,75015.0,2019,29566.0,14802.0,416,mittlere Besiedlungsdichte,"71,1",0.5006426300480281
3163,75053.0,2019,4023.0,1988.0,271,mittlere Besiedlungsdichte,"14,86",0.49415858811831964
3164,76646.0,2019,44776.0,22303.0,481,mittlere Besiedlungsdichte,"93,04",0.4981016616044309
3165,76694.0,2019,8092.0,4019.0,706,mittlere Besiedlungsdichte,"11,46",0.49666337123084525
3166,76707.0,2019,5578.0,2814.0,508,mittlere Besiedlungsdichte,"10,98",0.5044818931516672
3167,76689.0,2019,10627.0,5253.0,758,mittlere Besiedlungsdichte,"14,02",0.4943069539851322
3168,76676.0,2019,12185.0,6125.0,423,mittlere Besiedlungsdichte,"28,8",0.5026672137874436
3169,76706.0,2019,6596.0,3287.0,214,gering besiedelt,"30,89",0.49833232261976956
3170,75057.0,2019,2390.0,1176.0,189,gering besiedelt,"12,66",0.4920502092050209
3171,75038.0,2019,11119.0,5648.0,331,mittlere Besiedlungsdichte,"33,57",0.5079593488623078
3172,76661.0,2019,13627.0,6629.0,270,mittlere Besiedlungsdichte,"50,54",0.486460703016071
3173,68794.0,2019,9549.0,4818.0,505,mittlere Besiedlungsdichte,"18,92",0.5045554508325479
3174,75056.0,2019,4814.0,2391.0,257,gering besiedelt,"18,75",0.4966763606148733
3175,75059.0,2019,1776.0,878.0,176,gering besiedelt,"10,1",0.49436936936936937
3176,77830.0,2019,8072.0,3986.0,457,mittlere Besiedlungsdichte,"17,67",0.4938057482656095
3177,76596.0,2019,4684.0,2323.0,36,gering besiedelt,"131,86",0.49594363791631085
3178,76571.0,2019,29884.0,15155.0,460,mittlere Besiedlungsdichte,"65,01",0.5071275598982733
3179,76476.0,2019,3018.0,1497.0,656,mittlere Besiedlungsdichte,"4,6",0.4960238568588469
3180,76456.0,2019,8359.0,4262.0,462,mittlere Besiedlungsdichte,"18,08",0.5098696016269889
3181,77815.0,2019,28864.0,14708.0,394,mittlere Besiedlungsdichte,"73,18",0.5095620842572062
3182,77833.0,2019,6367.0,3139.0,218,mittlere Besiedlungsdichte,"29,21",0.4930108371289461
3183,76474.0,2019,3396.0,1710.0,256,mittlere Besiedlungsdichte,"13,29",0.5035335689045937
3184,76467.0,2019,6507.0,3259.0,468,mittlere Besiedlungsdichte,"13,9",0.5008452435838328
3185,76448.0,2019,12093.0,6135.0,466,mittlere Besiedlungsdichte,"25,97",0.507318283304391
3186,76477.0,2019,3253.0,1609.0,321,gering besiedelt,"10,13",0.4946203504457424
3187,76593.0,2019,14157.0,7218.0,173,mittlere Besiedlungsdichte,"82,03",0.5098537825810553
3188,76597.0,2019,2491.0,1258.0,146,gering besiedelt,"17,06",0.5050180650341228
3189,76599.0,2019,2509.0,1243.0,277,mittlere Besiedlungsdichte,"9,07",0.49541650059784775
3190,76473.0,2019,5184.0,2592.0,260,gering besiedelt,"19,91",0.5
3191,76461.0,2019,6235.0,3162.0,539,mittlere Besiedlungsdichte,"11,56",0.5071371291098636
3192,76470.0,2019,4918.0,2481.0,448,mittlere Besiedlungsdichte,"10,98",0.5044733631557544
3193,76437.0,2019,49918.0,25104.0,846,mittlere Besiedlungsdichte,"58,98",0.5029047638126527
3194,76479.0,2019,3126.0,1526.0,252,gering besiedelt,"12,42",0.48816378758797185
3195,77839.0,2019,5013.0,2489.0,181,mittlere Besiedlungsdichte,"27,62",0.4965090764013565
3196,77836.0,2019,6915.0,3403.0,163,gering besiedelt,"42,5",0.492118582791034
3197,76549.0,2019,5120.0,2460.0,343,gering besiedelt,"14,91",0.48046875
3198,76547.0,2019,11337.0,5760.0,398,mittlere Besiedlungsdichte,"28,5",0.5080709182323366
3199,69117.0,2019,161485.0,83847.0, 1 484,dicht besiedelt,"108,83",0.5192246957921789
3200,68159.0,2019,310658.0,155651.0, 2 143,dicht besiedelt,"144,97",0.5010365096021993
3201,74722.0,2019,17772.0,9052.0,128,mittlere Besiedlungsdichte,"138,93",0.5093405356740941
3202,69427.0,2019,4865.0,2380.0,45,gering besiedelt,"107,49",0.4892086330935252
3203,74736.0,2019,6647.0,3314.0,76,gering besiedelt,"87,08",0.4985707838122461
3204,74746.0,2019,2979.0,1476.0,98,gering besiedelt,"30,48",0.4954682779456193
3205,74731.0,2019,11611.0,5689.0,110,mittlere Besiedlungsdichte,"105,91",0.4899664111618293
3206,74855.0,2019,4986.0,2485.0,260,mittlere Besiedlungsdichte,"19,15",0.4983955074207782
3207,74928.0,2019,2069.0,1034.0,117,gering besiedelt,"17,62",0.49975833736104397
3208,74858.0,2019,4827.0,2448.0,211,gering besiedelt,"22,84",0.507147296457427
3209,74867.0,2019,1836.0,951.0,115,gering besiedelt,"15,92",0.5179738562091504
3210,74869.0,2019,2914.0,1388.0,349,gering besiedelt,"8,36",0.47632120796156485
3211,74864.0,2019,2767.0,1410.0,169,gering besiedelt,"16,41",0.5095771593783881
3212,74838.0,2019,4476.0,2196.0,103,gering besiedelt,"43,59",0.4906166219839142
3213,74821.0,2019,23497.0,11711.0,378,mittlere Besiedlungsdichte,"62,16",0.4984040515810529
3214,74865.0,2019,1509.0,771.0,185,mittlere Besiedlungsdichte,"8,17",0.510934393638171
3215,74847.0,2019,5387.0,2733.0,222,mittlere Besiedlungsdichte,"24,25",0.5073324670503063
3216,74834.0,2019,5813.0,2919.0,125,mittlere Besiedlungsdichte,"46,62",0.5021503526578359
3217,74862.0,2019,1422.0,683.0,294,gering besiedelt,"4,83",0.480309423347398
3218,69437.0,2019,2325.0,1165.0,152,gering besiedelt,"15,31",0.5010752688172043
3219,69439.0,2019,681.0,331.0,144,gering besiedelt,"4,72",0.48604992657856094
3220,69429.0,2019,4750.0,2411.0,107,gering besiedelt,"44,29",0.507578947368421
3221,74706.0,2019,6555.0,3238.0,139,gering besiedelt,"47,32",0.49397406559877954
3222,74749.0,2019,2067.0,1038.0,50,gering besiedelt,"40,94",0.502177068214804
3223,74747.0,2019,2905.0,1395.0,52,gering besiedelt,"55,97",0.4802065404475043
3224,74842.0,2019,5900.0,2900.0,121,gering besiedelt,"48,94",0.4915254237288136
3225,74850.0,2019,3910.0,1933.0,106,gering besiedelt,"36,96",0.49437340153452686
3226,74740.0,2019,5053.0,2386.0,115,gering besiedelt,"43,84",0.4721947358005145
3227,74743.0,2019,4110.0,2010.0,148,gering besiedelt,"27,85",0.48905109489051096
3228,68782.0,2019,14321.0,7432.0, 1 405,mittlere Besiedlungsdichte,"10,19",0.5189581733119195
3229,69221.0,2019,12651.0,6599.0,894,mittlere Besiedlungsdichte,"14,15",0.5216188443601296
3230,69214.0,2019,15268.0,7729.0, 2 679,mittlere Besiedlungsdichte,"5,7",0.5062221640031438
3231,68542.0,2019,11683.0,6023.0,794,mittlere Besiedlungsdichte,"14,71",0.5155353933065138
3232,68549.0,2019,9350.0,4788.0, 1 587,mittlere Besiedlungsdichte,"5,89",0.5120855614973262
3233,68775.0,2019,12875.0,6643.0,779,mittlere Besiedlungsdichte,"16,52",0.5159611650485437
3234,68526.0,2019,11661.0,5996.0,614,mittlere Besiedlungsdichte,19,0.5141926078380928
3235,69181.0,2019,27044.0,13676.0, 1 310,mittlere Besiedlungsdichte,"20,64",0.5056944239017896
3236,69226.0,2019,11295.0,5628.0,832,mittlere Besiedlungsdichte,"13,58",0.498273572377158
3237,68723.0,2019,12205.0,6279.0,955,mittlere Besiedlungsdichte,"12,78",0.51446128635805
3238,68723.0,2019,10377.0,5317.0, 1 221,mittlere Besiedlungsdichte,"8,5",0.5123831550544473
3239,69207.0,2019,15242.0,7810.0, 1 048,mittlere Besiedlungsdichte,"14,55",0.5123999475134496
3240,69198.0,2019,14948.0,7709.0,473,mittlere Besiedlungsdichte,"31,61",0.5157211667112657
3241,68723.0,2019,21644.0,11097.0, 1 007,mittlere Besiedlungsdichte,"21,5",0.5127055997043061
3242,69190.0,2019,15420.0,7768.0,774,mittlere Besiedlungsdichte,"19,91",0.5037613488975357
3243,69469.0,2019,45425.0,23160.0,782,mittlere Besiedlungsdichte,"58,11",0.5098514034122179
3244,68789.0,2019,13766.0,6935.0,539,mittlere Besiedlungsdichte,"25,56",0.5037774226354788
3245,68535.0,2019,14129.0,7259.0, 1 174,mittlere Besiedlungsdichte,"12,04",0.5137660131644136
3246,69493.0,2019,9920.0,5112.0,803,mittlere Besiedlungsdichte,"12,35",0.5153225806451613
3247,69412.0,2019,14428.0,7482.0,178,mittlere Besiedlungsdichte,"81,15",0.5185749930690324
3248,69436.0,2019,2824.0,1412.0,82,gering besiedelt,"34,47",0.5
3249,74927.0,2019,2693.0,1301.0,327,gering besiedelt,"8,23",0.4831043445971036
3250,69256.0,2019,4050.0,2101.0,644,mittlere Besiedlungsdichte,"6,29",0.5187654320987655
3251,74909.0,2019,5171.0,2581.0,317,mittlere Besiedlungsdichte,"16,33",0.49912976213498356
3252,74937.0,2019,1720.0,874.0,202,gering besiedelt,"8,52",0.5081395348837209
3253,74931.0,2019,2352.0,1197.0,158,gering besiedelt,"14,91",0.5089285714285714
3254,69502.0,2019,11788.0,6001.0,917,mittlere Besiedlungsdichte,"12,85",0.5090770274855786
3255,69514.0,2019,6367.0,3184.0,619,mittlere Besiedlungsdichte,"10,29",0.5000785299198994
3256,68804.0,2019,6181.0,3105.0,387,mittlere Besiedlungsdichte,"15,96",0.5023458987218896
3257,68766.0,2019,21700.0,10907.0,623,mittlere Besiedlungsdichte,"34,84",0.502626728110599
3258,68809.0,2019,7107.0,3540.0, 2 103,mittlere Besiedlungsdichte,"3,38",0.49810046433094135
3259,68799.0,2019,7672.0,3829.0,469,mittlere Besiedlungsdichte,"16,35",0.4990875912408759
3260,69245.0,2019,6565.0,3399.0,540,mittlere Besiedlungsdichte,"12,16",0.5177456207159178
3261,69251.0,2019,2392.0,1233.0,576,mittlere Besiedlungsdichte,"4,15",0.5154682274247492
3262,69151.0,2019,13344.0,6816.0,510,mittlere Besiedlungsdichte,"26,16",0.5107913669064749
3263,69257.0,2019,3096.0,1567.0,278,mittlere Besiedlungsdichte,"11,13",0.5061369509043928
3264,69254.0,2019,3468.0,1758.0,512,mittlere Besiedlungsdichte,"6,77",0.5069204152249135
3265,69242.0,2019,8535.0,4242.0,558,mittlere Besiedlungsdichte,"15,3",0.49701230228471
3266,69231.0,2019,8756.0,4398.0,787,mittlere Besiedlungsdichte,"11,12",0.5022841480127912
3267,69434.0,2019,459.0,222.0,56,gering besiedelt,"8,21",0.48366013071895425
3268,69253.0,2019,2621.0,1336.0,134,gering besiedelt,"19,6",0.5097291110263258
3269,69250.0,2019,4404.0,2200.0,196,gering besiedelt,"22,49",0.49954586739327883
3270,69259.0,2019,3168.0,1624.0,667,gering besiedelt,"4,75",0.5126262626262627
3271,74889.0,2019,35399.0,17789.0,279,mittlere Besiedlungsdichte,"126,99",0.5025283200090398
3272,74939.0,2019,2212.0,1101.0,190,mittlere Besiedlungsdichte,"11,64",0.4977396021699819
3273,74918.0,2019,5096.0,2606.0,284,mittlere Besiedlungsdichte,"17,92",0.5113814756671899
3274,74925.0,2019,2396.0,1204.0,185,gering besiedelt,"12,97",0.5025041736227045
3275,74924.0,2019,4037.0,1983.0,153,gering besiedelt,"26,41",0.4912063413425811
3276,74933.0,2019,1743.0,869.0,269,gering besiedelt,"6,48",0.4985656913367757
3277,74934.0,2019,2088.0,1057.0,209,gering besiedelt,10,0.5062260536398467
3278,74915.0,2019,5666.0,2893.0,222,gering besiedelt,"25,57",0.5105894811154253
3279,74921.0,2019,3795.0,1883.0,136,gering besiedelt,"27,95",0.49617918313570486
3280,69234.0,2019,9039.0,4499.0,399,mittlere Besiedlungsdichte,"22,67",0.4977320500055316
3281,69168.0,2019,26799.0,13487.0,886,mittlere Besiedlungsdichte,"30,24",0.5032650472032538
3282,75175.0,2019,125957.0,63959.0, 1 285,dicht besiedelt,"97,99",0.5077844026135904
3283,75328.0,2019,8041.0,4057.0,216,gering besiedelt,"37,21",0.5045392364133814
3284,72218.0,2019,10212.0,5030.0,180,mittlere Besiedlungsdichte,"56,68",0.4925577751664708
3285,72213.0,2019,10834.0,5367.0,204,gering besiedelt,"53,19",0.4953848993908067
3286,72227.0,2019,2046.0,1015.0,204,gering besiedelt,"10,02",0.49608993157380255
3287,72226.0,2019,2107.0,1013.0,48,gering besiedelt,"44,16",0.4807783578547698
3288,75382.0,2019,7936.0,3936.0,414,mittlere Besiedlungsdichte,"19,16",0.4959677419354839
3289,75391.0,2019,3638.0,1836.0,248,mittlere Besiedlungsdichte,"14,68",0.5046728971962616
3290,75395.0,2019,2453.0,1222.0,266,gering besiedelt,"9,23",0.4981655116184264
3291,75397.0,2019,2884.0,1445.0,303,gering besiedelt,"9,51",0.5010402219140083
3292,75335.0,2019,2372.0,1196.0,129,gering besiedelt,"18,41",0.5042158516020236
3293,76332.0,2019,8000.0,4071.0,242,gering besiedelt,"33,01",0.508875
3294,75378.0,2019,9582.0,4866.0,284,mittlere Besiedlungsdichte,"33,78",0.5078271759549154
3295,75399.0,2019,2435.0,1206.0,387,gering besiedelt,"6,3",0.4952772073921971
3296,75387.0,2019,5646.0,2837.0,229,gering besiedelt,"24,69",0.5024796315975912
3297,75389.0,2019,3124.0,1500.0,61,gering besiedelt,"51,29",0.4801536491677337
3298,75385.0,2019,3147.0,1494.0,125,gering besiedelt,"25,17",0.4747378455672069
3299,75394.0,2019,2836.0,1410.0,79,gering besiedelt,"35,98",0.49717912552891397
3300,75365.0,2019,23578.0,11704.0,394,mittlere Besiedlungsdichte,"59,88",0.496394944439732
3301,72224.0,2019,4807.0,2363.0,196,mittlere Besiedlungsdichte,"24,56",0.4915747867692948
3302,72221.0,2019,5848.0,2902.0,202,gering besiedelt,"28,92",0.49623803009575923
3303,72202.0,2019,22540.0,11330.0,357,mittlere Besiedlungsdichte,"63,1",0.502661934338953
3304,72229.0,2019,1967.0,968.0,502,mittlere Besiedlungsdichte,"3,92",0.49211997966446364
3305,75337.0,2019,1236.0,602.0,61,gering besiedelt,"20,18",0.48705501618122976
3306,75339.0,2019,1730.0,848.0,191,mittlere Besiedlungsdichte,"9,07",0.49017341040462425
3307,75323.0,2019,10202.0,5133.0,97,mittlere Besiedlungsdichte,"105,22",0.5031366398745344
3308,75217.0,2019,10304.0,5213.0,541,mittlere Besiedlungsdichte,"19,04",0.5059200310559007
3309,75428.0,2019,7777.0,3897.0,265,mittlere Besiedlungsdichte,"29,39",0.5010929664395011
3310,75228.0,2019,6000.0,3082.0,730,mittlere Besiedlungsdichte,"8,22",0.5136666666666667
3311,75438.0,2019,8090.0,4123.0,307,mittlere Besiedlungsdichte,"26,33",0.5096415327564895
3312,75223.0,2019,12052.0,6067.0,547,mittlere Besiedlungsdichte,"22,02",0.5034019249917027
3313,75210.0,2019,9044.0,4622.0,303,mittlere Besiedlungsdichte,"29,82",0.5110570544007077
3314,75196.0,2019,11879.0,6024.0,494,mittlere Besiedlungsdichte,"24,06",0.5071133933832814
3315,75334.0,2019,11296.0,5697.0,341,mittlere Besiedlungsdichte,"33,08",0.5043378186968839
3316,71292.0,2019,4153.0,2047.0,486,mittlere Besiedlungsdichte,"8,54",0.49289670117987
3317,71296.0,2019,5130.0,2374.0,359,gering besiedelt,"14,3",0.46276803118908383
3318,71297.0,2019,2861.0,1397.0,170,mittlere Besiedlungsdichte,"16,79",0.48829080740999653
3319,75446.0,2019,6815.0,3375.0,277,gering besiedelt,"24,62",0.49523110785033014
3320,71299.0,2019,2877.0,1440.0,357,mittlere Besiedlungsdichte,"8,06",0.5005213764337852
3321,75449.0,2019,3241.0,1610.0,441,gering besiedelt,"7,35",0.49676025917926564
3322,75239.0,2019,4724.0,2447.0,588,gering besiedelt,"8,04",0.5179932260795935
3323,75236.0,2019,6368.0,3206.0,468,mittlere Besiedlungsdichte,"13,62",0.5034547738693468
3324,75203.0,2019,10028.0,5066.0,297,mittlere Besiedlungsdichte,"33,71",0.5051854806541684
3325,75433.0,2019,6616.0,3314.0,260,gering besiedelt,"25,4",0.500906892382104
3326,75447.0,2019,2846.0,1457.0,164,gering besiedelt,"17,32",0.5119465917076599
3327,75417.0,2019,26130.0,13160.0,481,mittlere Besiedlungsdichte,"54,32",0.5036356678147723
3328,75443.0,2019,4735.0,2359.0,332,mittlere Besiedlungsdichte,"14,26",0.4982048574445618
3329,75331.0,2019,4471.0,2259.0,295,gering besiedelt,"15,18",0.5052560948333706
3330,75305.0,2019,8362.0,4164.0,297,mittlere Besiedlungsdichte,"28,15",0.4979669935422148
3331,75249.0,2019,3029.0,1563.0,351,mittlere Besiedlungsdichte,"8,63",0.5160118851105976
3332,75245.0,2019,6673.0,3408.0,288,mittlere Besiedlungsdichte,"23,19",0.5107148209201259
3333,75248.0,2019,3464.0,1785.0,221,mittlere Besiedlungsdichte,"15,64",0.5153002309468823
3334,75242.0,2019,5216.0,2676.0,175,gering besiedelt,"29,75",0.5130368098159509
3335,75233.0,2019,5375.0,2652.0,364,gering besiedelt,"14,78",0.4933953488372093
3336,72275.0,2019,6296.0,3054.0,98,gering besiedelt,"64,55",0.48506988564167725
3337,72270.0,2019,14705.0,7395.0,78,gering besiedelt,"189,58",0.5028901734104047
3338,72290.0,2019,7435.0,3705.0,94,gering besiedelt,"79,25",0.49831876260928043
3339,72280.0,2019,8040.0,4055.0,332,mittlere Besiedlungsdichte,"24,2",0.5043532338308457
3340,72293.0,2019,2404.0,1171.0,155,gering besiedelt,"15,52",0.4871048252911814
3341,72296.0,2019,2571.0,1276.0,151,gering besiedelt,"17,03",0.49630493971217426
3342,72178.0,2019,6012.0,2946.0,201,gering besiedelt,"29,87",0.49001996007984033
3343,72250.0,2019,23635.0,12140.0,270,mittlere Besiedlungsdichte,"87,54",0.5136450179818066
3344,72297.0,2019,2112.0,1077.0,36,gering besiedelt,"58,49",0.5099431818181818
3345,77776.0,2019,2061.0,1013.0,28,gering besiedelt,"73,15",0.49150897622513345
3346,72186.0,2019,4103.0,2072.0,224,gering besiedelt,"18,29",0.5049963441384353
3347,72184.0,2019,5795.0,2847.0,177,gering besiedelt,"32,82",0.4912855910267472
3348,72160.0,2019,25082.0,12410.0,209,gering besiedelt,"119,76",0.49477713101028625
3349,72294.0,2019,602.0,292.0,49,gering besiedelt,"12,18",0.4850498338870432
3350,72285.0,2019,7171.0,3595.0,160,gering besiedelt,"44,69",0.5013247803653604
3351,72299.0,2019,219.0,113.0,63,gering besiedelt,"3,48",0.5159817351598174
3352,79098.0,2019,231195.0,120862.0, 1 511,dicht besiedelt,"153,04",0.5227708211682779
3353,79853.0,2019,5064.0,2536.0,87,gering besiedelt,"57,92",0.5007898894154819
3354,79395.0,2019,12273.0,6192.0,278,mittlere Besiedlungsdichte,"44,1",0.5045221217306282
3355,79235.0,2019,6097.0,2985.0,163,gering besiedelt,"37,36",0.48958504182384777
3356,79189.0,2019,20377.0,10552.0,571,mittlere Besiedlungsdichte,"35,69",0.5178387397556068
3357,79258.0,2019,4768.0,2355.0,183,gering besiedelt,"26,05",0.4939177852348993
3358,79206.0,2019,15488.0,7809.0,284,mittlere Besiedlungsdichte,"54,59",0.5041967975206612
3359,79241.0,2019,6152.0,3099.0,267,gering besiedelt,23,0.503738621586476
3360,79291.0,2019,2582.0,1336.0,179,gering besiedelt,"14,4",0.517428350116189
3361,79256.0,2019,3129.0,1571.0,80,gering besiedelt,"38,98",0.5020773410035155
3362,79199.0,2019,9743.0,5145.0,461,mittlere Besiedlungsdichte,"21,13",0.5280714359026993
3363,79254.0,2019,2892.0,1431.0,44,gering besiedelt,"66,32",0.4948132780082988
3364,79252.0,2019,4511.0,2300.0,171,mittlere Besiedlungsdichte,"26,32",0.509864774994458
3365,79283.0,2019,2338.0,1182.0,142,mittlere Besiedlungsdichte,"16,43",0.5055603079555175
3366,79238.0,2019,7501.0,3707.0,199,mittlere Besiedlungsdichte,"37,76",0.494200773230236
3367,79194.0,2019,11683.0,6067.0,818,dicht besiedelt,"14,29",0.519301549259608
3368,79194.0,2019,1141.0,563.0,283,mittlere Besiedlungsdichte,"4,03",0.4934268185801928
3369,79282.0,2019,2440.0,1207.0,369,mittlere Besiedlungsdichte,"6,61",0.494672131147541
3370,79427.0,2019,2491.0,1248.0,248,mittlere Besiedlungsdichte,"10,03",0.5010036130068246
3371,79423.0,2019,6354.0,3197.0,543,mittlere Besiedlungsdichte,"11,71",0.5031476235442242
3372,79280.0,2019,1480.0,743.0,370,mittlere Besiedlungsdichte,4,0.5020270270270271
3373,79289.0,2019,1166.0,608.0,133,gering besiedelt,"8,75",0.5214408233276158
3374,79249.0,2019,5288.0,2767.0, 1 916,dicht besiedelt,"2,76",0.5232602118003026
3375,79294.0,2019,1275.0,646.0,336,mittlere Besiedlungsdichte,"3,8",0.5066666666666667
3376,79299.0,2019,1516.0,753.0,301,mittlere Besiedlungsdichte,"5,04",0.4967018469656992
3377,79874.0,2019,1751.0,902.0,44,gering besiedelt,"39,9",0.5151342090234152
3378,79856.0,2019,2631.0,1306.0,79,gering besiedelt,"33,37",0.49638920562523753
3379,79268.0,2019,5331.0,2689.0,410,mittlere Besiedlungsdichte,13,0.5044081785781279
3380,79356.0,2019,3632.0,1791.0,295,mittlere Besiedlungsdichte,"12,3",0.49311674008810574
3381,79288.0,2019,2912.0,1480.0,333,gering besiedelt,"8,75",0.5082417582417582
3382,79877.0,2019,2007.0,994.0,74,gering besiedelt,"27,06",0.4952665670154459
3383,79843.0,2019,7617.0,3783.0,87,gering besiedelt,"88,02",0.4966522252855455
3384,79224.0,2019,5763.0,2892.0,661,gering besiedelt,"8,72",0.5018219677251432
3385,79232.0,2019,9279.0,4676.0,522,mittlere Besiedlungsdichte,"17,79",0.5039336135359413
3386,79424.0,2019,2796.0,1378.0,198,mittlere Besiedlungsdichte,"14,15",0.4928469241773963
3387,79410.0,2019,4432.0,2296.0,340,mittlere Besiedlungsdichte,"13,03",0.5180505415162455
3388,79426.0,2019,4387.0,2206.0,287,mittlere Besiedlungsdichte,"15,31",0.5028493275586962
3389,79379.0,2019,19077.0,9807.0,329,mittlere Besiedlungsdichte,"57,91",0.514074540022016
3390,79295.0,2019,2817.0,1446.0,124,mittlere Besiedlungsdichte,"22,74",0.5133120340788072
3391,79286.0,2019,3167.0,1549.0,103,gering besiedelt,"30,74",0.4891064098515946
